Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-03 19:27:36.451801; 2015-11-03 19:27:36.451811; 1e-05
cycle_1; pp_step_enmd_overhead; 2015-11-03 19:27:36.451801; 2015-11-03 19:27:36.451811; 1e-05
cycle_1; ex_step; 2015-11-03 19:26:35.328468; 2015-11-03 19:27:36.451482; 61.123014
cycle_1; ex_step_enmd_overhead; 2015-11-03 19:26:35.328468; 2015-11-03 19:26:35.751561; 0.423093
cycle_1; md_step; 2015-11-03 19:25:25.631935; 2015-11-03 19:26:35.328150; 69.696215
cycle_1; md_step_enmd_overhead; 2015-11-03 19:25:25.631935; 2015-11-03 19:25:26.007300; 0.375365
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000049; 1446578796.59; 1446578797.54; 1446578802.84; 1446578803.05; 1446578818.65; 1446578823.62; cycle_1; ex_step
unit.000048; 1446578796.59; 1446578797.54; 1446578802.64; 1446578802.84; 1446578818.62; 1446578822.37; cycle_1; ex_step
unit.000074; 1446578796.63; 1446578821.72; 1446578824.21; 1446578824.42; 1446578840.65; 1446578841.74; cycle_1; ex_step
unit.000087; 1446578796.65; 1446578830.81; 1446578832.8; 1446578833.0; 1446578849.27; 1446578850.38; cycle_1; ex_step
unit.000086; 1446578796.65; 1446578830.59; 1446578832.49; 1446578832.69; 1446578849.27; 1446578850.37; cycle_1; ex_step
unit.000089; 1446578796.65; 1446578832.19; 1446578834.28; 1446578834.49; 1446578850.38; 1446578851.5; cycle_1; ex_step
unit.000092; 1446578796.66; 1446578834.75; 1446578836.76; 1446578837.01; 1446578852.55; 1446578853.65; cycle_1; ex_step
unit.000069; 1446578796.62; 1446578815.2; 1446578817.87; 1446578818.07; 1446578834.38; 1446578835.47; cycle_1; ex_step
unit.000068; 1446578796.62; 1446578814.99; 1446578817.34; 1446578817.54; 1446578833.36; 1446578834.46; cycle_1; ex_step
unit.000085; 1446578796.65; 1446578829.41; 1446578831.42; 1446578831.62; 1446578847.12; 1446578848.26; cycle_1; ex_step
unit.000084; 1446578796.64; 1446578829.22; 1446578831.11; 1446578831.31; 1446578847.12; 1446578848.26; cycle_1; ex_step
unit.000083; 1446578796.64; 1446578828.03; 1446578830.04; 1446578830.24; 1446578846.02; 1446578847.11; cycle_1; ex_step
unit.000082; 1446578796.64; 1446578827.82; 1446578829.84; 1446578830.12; 1446578846.02; 1446578847.12; cycle_1; ex_step
unit.000081; 1446578796.64; 1446578826.64; 1446578828.67; 1446578828.87; 1446578844.93; 1446578846.02; cycle_1; ex_step
unit.000080; 1446578796.64; 1446578826.47; 1446578828.36; 1446578828.56; 1446578844.93; 1446578846.02; cycle_1; ex_step
unit.000061; 1446578796.61; 1446578809.6; 1446578811.75; 1446578811.95; 1446578828.98; 1446578830.07; cycle_1; ex_step
unit.000060; 1446578796.6; 1446578809.42; 1446578811.55; 1446578811.75; 1446578828.0; 1446578829.09; cycle_1; ex_step
unit.000063; 1446578796.61; 1446578811.01; 1446578813.02; 1446578813.22; 1446578830.07; 1446578831.18; cycle_1; ex_step
unit.000062; 1446578796.61; 1446578810.83; 1446578812.82; 1446578813.02; 1446578829.09; 1446578830.18; cycle_1; ex_step
unit.000065; 1446578796.61; 1446578812.4; 1446578814.4; 1446578814.6; 1446578831.18; 1446578832.27; cycle_1; ex_step
unit.000064; 1446578796.61; 1446578812.2; 1446578814.09; 1446578814.29; 1446578830.18; 1446578831.29; cycle_1; ex_step
unit.000067; 1446578796.61; 1446578813.77; 1446578815.88; 1446578816.08; 1446578832.3; 1446578833.38; cycle_1; ex_step
unit.000066; 1446578796.61; 1446578813.55; 1446578815.57; 1446578815.82; 1446578832.27; 1446578833.36; cycle_1; ex_step
unit.000088; 1446578796.65; 1446578831.98; 1446578833.97; 1446578834.22; 1446578850.37; 1446578851.46; cycle_1; ex_step
unit.000093; 1446578796.66; 1446578834.95; 1446578836.96; 1446578837.17; 1446578852.58; 1446578853.67; cycle_1; ex_step
unit.000095; 1446578796.66; 1446578836.33; 1446578838.34; 1446578838.54; 1446578854.67; 1446578855.76; cycle_1; ex_step
unit.000072; 1446578796.62; 1446578820.08; 1446578822.26; 1446578822.46; 1446578838.56; 1446578839.65; cycle_1; ex_step
unit.000073; 1446578796.63; 1446578820.08; 1446578822.46; 1446578822.67; 1446578838.57; 1446578839.66; cycle_1; ex_step
unit.000075; 1446578796.63; 1446578821.82; 1446578824.41; 1446578824.62; 1446578840.67; 1446578841.75; cycle_1; ex_step
unit.000070; 1446578796.62; 1446578816.45; 1446578820.58; 1446578820.78; 1446578836.46; 1446578837.56; cycle_1; ex_step
unit.000071; 1446578796.62; 1446578817.27; 1446578820.78; 1446578820.98; 1446578836.47; 1446578837.57; cycle_1; ex_step
unit.000076; 1446578796.63; 1446578823.59; 1446578825.72; 1446578825.92; 1446578841.74; 1446578842.82; cycle_1; ex_step
unit.000094; 1446578796.66; 1446578836.13; 1446578838.03; 1446578838.23; 1446578853.65; 1446578854.74; cycle_1; ex_step
unit.000077; 1446578796.63; 1446578823.68; 1446578825.92; 1446578826.12; 1446578841.75; 1446578842.83; cycle_1; ex_step
unit.000090; 1446578796.65; 1446578833.37; 1446578835.28; 1446578835.48; 1446578851.46; 1446578852.55; cycle_1; ex_step
unit.000091; 1446578796.66; 1446578833.58; 1446578835.59; 1446578835.8; 1446578851.5; 1446578852.58; cycle_1; ex_step
unit.000078; 1446578796.63; 1446578825.08; 1446578827.09; 1446578827.33; 1446578842.82; 1446578843.93; cycle_1; ex_step
unit.000079; 1446578796.64; 1446578825.21; 1446578827.29; 1446578827.49; 1446578842.83; 1446578843.93; cycle_1; ex_step
unit.000058; 1446578796.6; 1446578808.05; 1446578810.04; 1446578810.29; 1446578826.91; 1446578827.99; cycle_1; ex_step
unit.000059; 1446578796.6; 1446578808.21; 1446578810.24; 1446578810.44; 1446578827.9; 1446578828.98; cycle_1; ex_step
unit.000054; 1446578796.59; 1446578805.28; 1446578807.3; 1446578807.54; 1446578824.7; 1446578825.81; cycle_1; ex_step
unit.000055; 1446578796.6; 1446578805.43; 1446578807.5; 1446578807.7; 1446578825.72; 1446578826.81; cycle_1; ex_step
unit.000056; 1446578796.6; 1446578806.66; 1446578808.56; 1446578808.76; 1446578825.81; 1446578826.91; cycle_1; ex_step
unit.000057; 1446578796.6; 1446578806.81; 1446578808.87; 1446578809.08; 1446578826.81; 1446578827.89; cycle_1; ex_step
unit.000050; 1446578796.59; 1446578802.01; 1446578804.49; 1446578804.62; 1446578822.37; 1446578823.52; cycle_1; ex_step
unit.000051; 1446578796.59; 1446578802.1; 1446578804.62; 1446578804.82; 1446578823.52; 1446578824.62; cycle_1; ex_step
unit.000052; 1446578796.59; 1446578803.83; 1446578805.93; 1446578806.13; 1446578823.62; 1446578824.7; cycle_1; ex_step
unit.000053; 1446578796.59; 1446578803.98; 1446578806.13; 1446578806.33; 1446578824.62; 1446578825.71; cycle_1; ex_step
unit.000025; 1446578726.49; 1446578727.33; 1446578739.26; 1446578739.5; 1446578791.6; 1446578793.55; cycle_1; md_step
unit.000024; 1446578726.49; 1446578727.3; 1446578735.04; 1446578735.24; 1446578769.0; 1446578771.86; cycle_1; md_step
unit.000027; 1446578726.49; 1446578727.29; 1446578733.02; 1446578733.22; 1446578757.0; 1446578758.92; cycle_1; md_step
unit.000026; 1446578726.49; 1446578727.29; 1446578732.41; 1446578732.61; 1446578754.23; 1446578756.18; cycle_1; md_step
unit.000021; 1446578726.48; 1446578727.33; 1446578739.51; 1446578739.76; 1446578786.63; 1446578788.72; cycle_1; md_step
unit.000020; 1446578726.48; 1446578727.33; 1446578738.81; 1446578739.03; 1446578789.66; 1446578791.6; cycle_1; md_step
unit.000009; 1446578726.46; 1446578727.28; 1446578731.6; 1446578731.8; 1446578748.48; 1446578750.42; cycle_1; md_step
unit.000008; 1446578726.46; 1446578727.27; 1446578731.2; 1446578731.4; 1446578744.61; 1446578746.53; cycle_1; md_step
unit.000007; 1446578726.46; 1446578727.33; 1446578740.34; 1446578740.54; 1446578776.35; 1446578778.41; cycle_1; md_step
unit.000006; 1446578726.45; 1446578727.32; 1446578738.4; 1446578738.6; 1446578780.71; 1446578782.8; cycle_1; md_step
unit.000005; 1446578726.45; 1446578727.3; 1446578734.23; 1446578734.43; 1446578765.44; 1446578768.99; cycle_1; md_step
unit.000004; 1446578726.45; 1446578727.34; 1446578740.54; 1446578740.75; 1446578788.72; 1446578790.65; cycle_1; md_step
unit.000003; 1446578726.45; 1446578727.32; 1446578736.97; 1446578737.17; 1446578758.92; 1446578760.91; cycle_1; md_step
unit.000002; 1446578726.45; 1446578727.32; 1446578737.37; 1446578737.65; 1446578771.86; 1446578775.12; cycle_1; md_step
unit.000001; 1446578726.45; 1446578727.31; 1446578736.77; 1446578736.97; 1446578783.65; 1446578785.58; cycle_1; md_step
unit.000000; 1446578726.44; 1446578727.31; 1446578736.34; 1446578736.54; 1446578750.42; 1446578752.33; cycle_1; md_step
unit.000040; 1446578726.51; 1446578727.28; 1446578732.21; 1446578732.41; 1446578752.33; 1446578754.23; cycle_1; md_step
unit.000047; 1446578726.53; 1446578727.31; 1446578735.85; 1446578736.05; 1446578745.03; 1446578747.08; cycle_1; md_step
unit.000046; 1446578726.53; 1446578727.3; 1446578735.24; 1446578735.44; 1446578778.42; 1446578780.7; cycle_1; md_step
unit.000023; 1446578726.48; 1446578727.29; 1446578733.42; 1446578733.62; 1446578760.11; 1446578762.06; cycle_1; md_step
unit.000022; 1446578726.48; 1446578727.33; 1446578740.13; 1446578740.34; 1446578792.63; 1446578794.56; cycle_1; md_step
unit.000043; 1446578726.52; 1446578727.31; 1446578736.62; 1446578736.76; 1446578753.12; 1446578755.05; cycle_1; md_step
unit.000029; 1446578726.49; 1446578727.28; 1446578731.81; 1446578732.01; 1446578749.11; 1446578751.12; cycle_1; md_step
unit.000018; 1446578726.48; 1446578727.32; 1446578737.78; 1446578737.98; 1446578773.69; 1446578776.35; cycle_1; md_step
unit.000019; 1446578726.48; 1446578727.32; 1446578738.2; 1446578738.41; 1446578775.12; 1446578777.45; cycle_1; md_step
unit.000034; 1446578726.5; 1446578727.33; 1446578739.91; 1446578740.15; 1446578787.74; 1446578789.66; cycle_1; md_step
unit.000035; 1446578726.51; 1446578727.33; 1446578738.68; 1446578738.81; 1446578784.73; 1446578786.63; cycle_1; md_step
unit.000032; 1446578726.5; 1446578727.33; 1446578739.72; 1446578739.92; 1446578790.65; 1446578792.63; cycle_1; md_step
unit.000033; 1446578726.5; 1446578727.33; 1446578739.03; 1446578739.25; 1446578785.58; 1446578787.73; cycle_1; md_step
unit.000030; 1446578726.5; 1446578727.27; 1446578730.79; 1446578731.01; 1446578738.3; 1446578742.87; cycle_1; md_step
unit.000031; 1446578726.5; 1446578727.31; 1446578735.65; 1446578735.85; 1446578740.32; 1446578744.61; cycle_1; md_step
unit.000010; 1446578726.46; 1446578727.27; 1446578731.4; 1446578731.6; 1446578746.53; 1446578748.48; cycle_1; md_step
unit.000011; 1446578726.46; 1446578727.28; 1446578732.01; 1446578732.21; 1446578751.12; 1446578753.12; cycle_1; md_step
unit.000012; 1446578726.47; 1446578727.29; 1446578732.82; 1446578733.02; 1446578756.19; 1446578758.2; cycle_1; md_step
unit.000013; 1446578726.47; 1446578727.3; 1446578734.03; 1446578734.23; 1446578764.42; 1446578766.37; cycle_1; md_step
unit.000014; 1446578726.47; 1446578727.3; 1446578734.84; 1446578735.03; 1446578781.72; 1446578783.64; cycle_1; md_step
unit.000015; 1446578726.47; 1446578727.31; 1446578735.44; 1446578735.64; 1446578770.62; 1446578773.69; cycle_1; md_step
unit.000016; 1446578726.47; 1446578727.29; 1446578733.22; 1446578733.42; 1446578758.2; 1446578760.11; cycle_1; md_step
unit.000017; 1446578726.47; 1446578727.32; 1446578737.17; 1446578737.38; 1446578763.44; 1446578765.44; cycle_1; md_step
unit.000038; 1446578726.51; 1446578727.3; 1446578734.63; 1446578734.83; 1446578766.38; 1446578770.62; cycle_1; md_step
unit.000042; 1446578726.52; 1446578727.29; 1446578732.61; 1446578732.81; 1446578755.05; 1446578757.0; cycle_1; md_step
unit.000028; 1446578726.49; 1446578727.29; 1446578733.62; 1446578733.82; 1446578760.91; 1446578763.44; cycle_1; md_step
unit.000044; 1446578726.52; 1446578727.29; 1446578733.83; 1446578734.03; 1446578762.07; 1446578764.41; cycle_1; md_step
unit.000039; 1446578726.51; 1446578727.32; 1446578737.99; 1446578738.2; 1446578782.8; 1446578784.72; cycle_1; md_step
unit.000037; 1446578726.51; 1446578727.31; 1446578736.05; 1446578736.26; 1446578747.08; 1446578749.11; cycle_1; md_step
unit.000045; 1446578726.52; 1446578727.3; 1446578734.43; 1446578734.63; 1446578777.45; 1446578779.62; cycle_1; md_step
unit.000036; 1446578726.51; 1446578727.32; 1446578737.65; 1446578737.78; 1446578779.62; 1446578781.72; cycle_1; md_step
unit.000041; 1446578726.52; 1446578727.27; 1446578731.0; 1446578731.2; 1446578742.87; 1446578745.02; cycle_1; md_step
