uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446663321.9, 1446663323.65, 1446663367.37, 1446663368.25, 1446663368.89, 1446663487.59
unit.000001, step_1, 1446663321.9, 1446663323.52, 1446663340.28, 1446663340.47, 1446663341.13, 1446663393.41
unit.000002, step_1, 1446663321.9, 1446663323.59, 1446663354.5, 1446663354.7, 1446663355.39, 1446663450.11
unit.000003, step_1, 1446663321.9, 1446663323.54, 1446663344.13, 1446663344.34, 1446663345.06, 1446663409.53
unit.000004, step_1, 1446663321.91, 1446663323.59, 1446663354.7, 1446663354.9, 1446663355.53, 1446663451.48
unit.000005, step_1, 1446663321.91, 1446663323.6, 1446663355.31, 1446663355.51, 1446663356.13, 1446663453.1
unit.000006, step_1, 1446663321.91, 1446663323.6, 1446663355.92, 1446663356.12, 1446663357.44, 1446663456.01
unit.000007, step_1, 1446663321.91, 1446663323.61, 1446663358.43, 1446663358.6, 1446663359.25, 1446663464.35
unit.000008, step_1, 1446663321.91, 1446663323.61, 1446663357.78, 1446663357.99, 1446663358.64, 1446663460.86
unit.000009, step_1, 1446663321.92, 1446663323.61, 1446663358.19, 1446663358.43, 1446663359.05, 1446663463.01
unit.000010, step_1, 1446663321.92, 1446663323.48, 1446663329.26, 1446663329.46, 1446663330.07, 1446663348.38
unit.000011, step_1, 1446663321.92, 1446663323.51, 1446663337.58, 1446663337.78, 1446663338.41, 1446663382.54
unit.000012, step_1, 1446663321.92, 1446663323.53, 1446663341.49, 1446663341.7, 1446663342.34, 1446663398.8
unit.000013, step_1, 1446663321.92, 1446663323.55, 1446663345.16, 1446663345.36, 1446663345.97, 1446663413.65
unit.000014, step_1, 1446663321.92, 1446663323.56, 1446663348.61, 1446663348.82, 1446663349.39, 1446663428.25
unit.000015, step_1, 1446663321.93, 1446663323.64, 1446663362.3, 1446663362.5, 1446663365.88, 1446663479.28
unit.000016, step_1, 1446663321.93, 1446663323.6, 1446663355.51, 1446663355.71, 1446663356.53, 1446663454.47
unit.000017, step_1, 1446663321.93, 1446663323.64, 1446663364.62, 1446663367.78, 1446663368.49, 1446663484.12
unit.000018, step_1, 1446663321.93, 1446663323.55, 1446663345.36, 1446663345.56, 1446663346.17, 1446663414.17
unit.000019, step_1, 1446663321.93, 1446663323.55, 1446663345.77, 1446663345.97, 1446663346.57, 1446663415.62
unit.000020, step_1, 1446663321.93, 1446663323.55, 1446663346.38, 1446663346.58, 1446663347.18, 1446663418.4
unit.000021, step_1, 1446663321.93, 1446663323.56, 1446663346.79, 1446663346.99, 1446663347.58, 1446663420.29
unit.000022, step_1, 1446663321.94, 1446663323.54, 1446663342.92, 1446663343.12, 1446663343.75, 1446663404.64
