uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000036, step_1, 1456693160.66, 1456693162.36, 1456693162.36, 1456693166.09, 1456693166.09, 1456693166.12, 1456693166.12,1456693166.16, 1456693167.15, 1456693167.17, 1456693167.18, 1456693168.64, 1456693168.73
unit.000037, step_2, 1456693172.07, 1456693173.32, 1456693173.32, 1456693173.82, 1456693173.88, 1456693173.88, 1456693173.88,1456693173.89, 1456693176.04, 1456693176.09, 1456693176.1, 1456693177.49, 1456693179.33
