uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000038, step_1, 1456693320.02, 1456693320.53, 1456693320.53, 1456693325.88, 1456693325.89, 1456693325.91, 1456693325.92,1456693325.95, 1456693327.02, 1456693327.08, 1456693327.09, 1456693328.8, 1456693328.89
unit.000039, step_2, 1456693331.12, 1456693332.09, 1456693332.09, 1456693332.73, 1456693340.59, 1456693340.65, 1456693340.65,1456693340.65, 1456693340.65, 1456693340.66, 1456693340.66, 1456693342.72, 1456693344.57
