uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000032, step_1, 1456692727.62, 1456692728.37, 1456692728.37, 1456692734.95, 1456692734.95, 1456692734.98, 1456692734.98,1456692735.01, 1456692736.08, 1456692736.15, 1456692736.16, 1456692737.74, 1456692737.83
unit.000033, step_2, 1456692741.17, 1456692742.3, 1456692742.3, 1456692742.77, 1456692742.82, 1456692742.83, 1456692742.83,1456692742.83, 1456692744.96, 1456692745.01, 1456692745.01, 1456692746.5, 1456692748.7
