uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000022, step_1, 1456691266.47, 1456691267.35, 1456691267.35, 1456691276.12, 1456691276.12, 1456691276.15, 1456691276.15,1456691276.19, 1456691277.2, 1456691277.3, 1456691277.3, 1456691279.11, 1456691279.21
unit.000023, step_2, 1456691282.19, 1456691283.49, 1456691283.49, 1456691287.18, 1456691287.24, 1456691287.24, 1456691287.24,1456691287.24, 1456691289.42, 1456691289.47, 1456691289.48, 1456691291.23, 1456691327.79
