uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000016, step_1, 1456690664.82, 1456690666.23, 1456690666.23, 1456690669.94, 1456690669.94, 1456690669.97, 1456690669.98,1456690670.01, 1456690677.27, 1456690677.32, 1456690677.32, 1456690679.38, 1456690679.48
unit.000017, step_2, 1456690680.63, 1456690681.57, 1456690681.57, 1456690683.61, 1456690683.66, 1456690683.67, 1456690683.67,1456690683.67, 1456690685.78, 1456690685.83, 1456690685.83, 1456690687.82, 1456690690.02
