uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000006, step_1, 1456689218.48, 1456689225.6, 1456689225.6, 1456689226.06, 1456689226.06, 1456689226.1, 1456689226.1,1456689226.13, 1456689227.0, 1456689227.05, 1456689227.06, 1456689227.79, 1456689227.88
unit.000007, step_2, 1456689231.0, 1456689232.17, 1456689232.17, 1456689232.69, 1456689232.74, 1456689232.75, 1456689232.75,1456689232.77, 1456689234.92, 1456689234.97, 1456689234.97, 1456689236.32, 1456689238.46
