uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000034, step_1, 1456692917.1, 1456692917.75, 1456692917.75, 1456692922.54, 1456692922.55, 1456692922.59, 1456692922.59,1456692922.62, 1456692924.43, 1456692924.51, 1456692924.52, 1456692925.41, 1456692925.5
unit.000035, step_2, 1456692928.56, 1456692936.01, 1456692936.01, 1456692936.88, 1456692936.93, 1456692936.93, 1456692936.94,1456692936.98, 1456692939.15, 1456692939.21, 1456692939.21, 1456692940.88, 1456692942.72
