uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000008, step_1, 1456689441.8, 1456689442.57, 1456689442.57, 1456689449.0, 1456689449.0, 1456689449.03, 1456689449.04,1456689449.14, 1456689451.0, 1456689451.1, 1456689451.21, 1456689453.09, 1456689453.18
unit.000009, step_2, 1456689455.2, 1456689456.37, 1456689456.37, 1456689458.06, 1456689458.11, 1456689458.11, 1456689458.11,1456689458.12, 1456689460.22, 1456689460.27, 1456689460.27, 1456689461.92, 1456689463.72
