uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000014, step_1, 1456690495.03, 1456690495.62, 1456690495.62, 1456690503.19, 1456690503.2, 1456690503.23, 1456690503.23,1456690503.26, 1456690504.43, 1456690504.57, 1456690504.59, 1456690506.18, 1456690506.28
unit.000015, step_2, 1456690509.25, 1456690510.57, 1456690510.57, 1456690513.94, 1456690514.1, 1456690514.1, 1456690514.1,1456690514.1, 1456690516.05, 1456690516.11, 1456690516.11, 1456690517.99, 1456690519.8
