uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000020, step_1, 1456691015.76, 1456691016.72, 1456691016.72, 1456691022.0, 1456691022.01, 1456691022.05, 1456691022.05,1456691022.1, 1456691023.12, 1456691023.19, 1456691023.2, 1456691024.67, 1456691024.76
unit.000021, step_2, 1456691028.0, 1456691029.04, 1456691029.04, 1456691031.94, 1456691032.0, 1456691032.0, 1456691032.0,1456691032.05, 1456691034.23, 1456691034.28, 1456691034.28, 1456691035.95, 1456691048.93
