Pilot wait= 2015-08-24 19:48:02.659628
Pilot active= 2015-08-24 20:01:33.664862
Preloop wait= 2015-08-24 20:01:34.140677
Preloop done= 2015-08-24 20:01:41.643234
Sims-1 wait= 2015-08-24 20:01:43.924572
Sims-1 done= 2015-08-24 20:01:50.235932
Sims-2 wait= 2015-08-24 20:01:52.633862
Sims-2 done= 2015-08-24 20:01:58.840374
Ana-1 wait= 2015-08-24 20:01:59.335006
Ana-1 done= 2015-08-24 20:02:02.128911
Ana-2 wait= 2015-08-24 20:02:02.743741
Ana-2 done= 2015-08-24 20:02:07.406458
Iter done= 2015-08-24 20:02:07.407976
Start= 2015-08-24 19:47:58.129635
Allocating= 2015-08-24 19:47:58.153188
Allocated= 2015-08-24 19:48:02.658852
Executing= 2015-08-24 19:48:02.659005
Deallocating= 2015-08-24 20:02:07.408369
Done= 2015-08-24 20:02:23.486538
