Start= 2015-09-03 02:52:13.853294
Allocating= 2015-09-03 02:52:13.877966
Allocated= 2015-09-03 02:52:22.604312
Executing= 2015-09-03 02:52:22.604469
Deallocating= 2015-09-03 03:19:41.550306
Done= 2015-09-03 03:19:55.511984
