# 640/640, smic 6000 steps

step,probe,timestamp

allocate,start_time,2015-10-02 17:16:31.229571
allocate,stop_time,2015-10-02 17:16:36.655848
deallocate,start_time,2015-10-02 17:33:25.414652
deallocate,stop_time,2015-10-02 17:33:52.622988

#####

ENMD-core-t-inside cluster.run() call: 2015-10-02 21:16:36.659175
ENMD-core-timing-1: 5.436325
ENMD-appl-timing-0: 0.000283
ENMD-appl-timing-1: 0.002752
ENMD-core-t-before cluster.run() call: 2015-10-02 21:16:36.658979

####

Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-10-02 21:22:00.072199; 2015-10-02 21:22:00.127524; 0.055325
cycle_1; pp_step_enmd_overhead; 2015-10-02 21:22:00.072199; 2015-10-02 21:22:00.127524; 0.055325
cycle_1; ex_step; 2015-10-02 21:21:41.046013; 2015-10-02 21:22:00.072122; 19.026109
cycle_1; ex_step_enmd_overhead; 2015-10-02 21:21:41.046013; 2015-10-02 21:21:41.049569; 0.003556
cycle_1; md_step; 2015-10-02 21:18:37.781583; 2015-10-02 21:21:41.043242; 183.261659
cycle_1; md_step_enmd_overhead; 2015-10-02 21:18:37.781583; 2015-10-02 21:18:39.757188; 1.975605
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000640; 2015-10-02 21:21:41.054000; 2015-10-02 21:21:41.310000; 2015-10-02 21:21:40.264000; 2015-10-02 21:21:40.288000; 2015-10-02 21:21:55.961000; 2015-10-02 21:21:57.509000; cycle_1; ex_step
unit.000101; 2015-10-02 21:18:42.986000; 2015-10-02 21:19:06.998000; 2015-10-02 21:19:06.128000; 2015-10-02 21:19:06.159000; 2015-10-02 21:21:26.485000; 2015-10-02 21:21:26.510000; cycle_1; md_step
unit.000108; 2015-10-02 21:18:42.991000; 2015-10-02 21:19:07.824000; 2015-10-02 21:19:06.865000; 2015-10-02 21:19:06.894000; 2015-10-02 21:21:26.904000; 2015-10-02 21:21:26.931000; cycle_1; md_step
unit.000109; 2015-10-02 21:18:42.992000; 2015-10-02 21:19:07.936000; 2015-10-02 21:19:07.065000; 2015-10-02 21:19:07.125000; 2015-10-02 21:21:26.959000; 2015-10-02 21:21:26.987000; cycle_1; md_step
unit.000548; 2015-10-02 21:18:43.404000; 2015-10-02 21:18:58.668000; 2015-10-02 21:18:57.741000; 2015-10-02 21:18:57.772000; 2015-10-02 21:21:18.244000; 2015-10-02 21:21:18.264000; cycle_1; md_step
unit.000388; 2015-10-02 21:18:43.275000; 2015-10-02 21:18:56.028000; 2015-10-02 21:18:55.044000; 2015-10-02 21:18:55.059000; 2015-10-02 21:21:16.297000; 2015-10-02 21:21:16.318000; cycle_1; md_step
unit.000389; 2015-10-02 21:18:43.276000; 2015-10-02 21:18:56.131000; 2015-10-02 21:18:55.279000; 2015-10-02 21:18:55.296000; 2015-10-02 21:21:16.117000; 2015-10-02 21:21:16.140000; cycle_1; md_step
unit.000069; 2015-10-02 21:18:42.964000; 2015-10-02 21:19:04.157000; 2015-10-02 21:19:03.334000; 2015-10-02 21:19:03.360000; 2015-10-02 21:21:23.924000; 2015-10-02 21:21:23.957000; cycle_1; md_step
unit.000068; 2015-10-02 21:18:42.964000; 2015-10-02 21:19:04.064000; 2015-10-02 21:19:03.295000; 2015-10-02 21:19:03.327000; 2015-10-02 21:21:23.791000; 2015-10-02 21:21:23.826000; cycle_1; md_step
unit.000549; 2015-10-02 21:18:43.405000; 2015-10-02 21:18:58.747000; 2015-10-02 21:18:57.748000; 2015-10-02 21:18:57.784000; 2015-10-02 21:21:19.390000; 2015-10-02 21:21:19.412000; cycle_1; md_step
unit.000061; 2015-10-02 21:18:42.959000; 2015-10-02 21:19:06.286000; 2015-10-02 21:19:05.517000; 2015-10-02 21:19:05.549000; 2015-10-02 21:21:25.810000; 2015-10-02 21:21:25.856000; cycle_1; md_step
unit.000060; 2015-10-02 21:18:42.958000; 2015-10-02 21:19:06.135000; 2015-10-02 21:19:05.285000; 2015-10-02 21:19:05.313000; 2015-10-02 21:21:25.653000; 2015-10-02 21:21:25.684000; cycle_1; md_step
unit.000063; 2015-10-02 21:18:42.960000; 2015-10-02 21:19:06.487000; 2015-10-02 21:19:05.735000; 2015-10-02 21:19:05.775000; 2015-10-02 21:21:25.982000; 2015-10-02 21:21:26.006000; cycle_1; md_step
unit.000062; 2015-10-02 21:18:42.960000; 2015-10-02 21:19:06.363000; 2015-10-02 21:19:05.480000; 2015-10-02 21:19:05.506000; 2015-10-02 21:21:25.935000; 2015-10-02 21:21:25.955000; cycle_1; md_step
unit.000065; 2015-10-02 21:18:42.962000; 2015-10-02 21:19:06.640000; 2015-10-02 21:19:05.744000; 2015-10-02 21:19:05.773000; 2015-10-02 21:21:26.138000; 2015-10-02 21:21:26.158000; cycle_1; md_step
unit.000064; 2015-10-02 21:18:42.961000; 2015-10-02 21:19:06.573000; 2015-10-02 21:19:05.738000; 2015-10-02 21:19:05.773000; 2015-10-02 21:21:26.095000; 2015-10-02 21:21:26.116000; cycle_1; md_step
unit.000067; 2015-10-02 21:18:42.963000; 2015-10-02 21:19:06.825000; 2015-10-02 21:19:05.938000; 2015-10-02 21:19:05.968000; 2015-10-02 21:21:26.296000; 2015-10-02 21:21:26.321000; cycle_1; md_step
unit.000066; 2015-10-02 21:18:42.962000; 2015-10-02 21:19:06.739000; 2015-10-02 21:19:05.974000; 2015-10-02 21:19:06.008000; 2015-10-02 21:21:26.223000; 2015-10-02 21:21:26.243000; cycle_1; md_step
unit.000368; 2015-10-02 21:18:43.254000; 2015-10-02 21:19:05.123000; 2015-10-02 21:19:04.361000; 2015-10-02 21:19:04.394000; 2015-10-02 21:21:24.822000; 2015-10-02 21:21:24.847000; cycle_1; md_step
unit.000369; 2015-10-02 21:18:43.256000; 2015-10-02 21:19:06.734000; 2015-10-02 21:19:05.965000; 2015-10-02 21:19:05.994000; 2015-10-02 21:21:26.203000; 2015-10-02 21:21:26.229000; cycle_1; md_step
unit.000366; 2015-10-02 21:18:43.253000; 2015-10-02 21:19:04.065000; 2015-10-02 21:19:03.299000; 2015-10-02 21:19:03.344000; 2015-10-02 21:21:23.845000; 2015-10-02 21:21:23.875000; cycle_1; md_step
unit.000382; 2015-10-02 21:18:43.271000; 2015-10-02 21:18:55.983000; 2015-10-02 21:18:55.038000; 2015-10-02 21:18:55.049000; 2015-10-02 21:21:17.478000; 2015-10-02 21:21:17.510000; cycle_1; md_step
unit.000367; 2015-10-02 21:18:43.254000; 2015-10-02 21:19:01.249000; 2015-10-02 21:19:00.357000; 2015-10-02 21:19:00.391000; 2015-10-02 21:21:21.156000; 2015-10-02 21:21:21.179000; cycle_1; md_step
unit.000383; 2015-10-02 21:18:43.272000; 2015-10-02 21:18:55.462000; 2015-10-02 21:18:54.458000; 2015-10-02 21:18:54.467000; 2015-10-02 21:21:13.799000; 2015-10-02 21:21:13.825000; cycle_1; md_step
unit.000365; 2015-10-02 21:18:43.252000; 2015-10-02 21:18:58.900000; 2015-10-02 21:18:57.946000; 2015-10-02 21:18:57.985000; 2015-10-02 21:21:18.598000; 2015-10-02 21:21:18.625000; cycle_1; md_step
unit.000199; 2015-10-02 21:18:43.080000; 2015-10-02 21:19:10.879000; 2015-10-02 21:19:09.953000; 2015-10-02 21:19:09.988000; 2015-10-02 21:21:29.801000; 2015-10-02 21:21:29.830000; cycle_1; md_step
unit.000198; 2015-10-02 21:18:43.079000; 2015-10-02 21:18:54.567000; 2015-10-02 21:18:53.973000; 2015-10-02 21:18:53.988000; 2015-10-02 21:21:13.317000; 2015-10-02 21:21:13.344000; cycle_1; md_step
unit.000195; 2015-10-02 21:18:43.075000; 2015-10-02 21:18:59.186000; 2015-10-02 21:18:58.174000; 2015-10-02 21:18:58.210000; 2015-10-02 21:21:18.718000; 2015-10-02 21:21:18.744000; cycle_1; md_step
unit.000194; 2015-10-02 21:18:43.074000; 2015-10-02 21:19:10.280000; 2015-10-02 21:19:09.516000; 2015-10-02 21:19:09.556000; 2015-10-02 21:21:29.282000; 2015-10-02 21:21:29.309000; cycle_1; md_step
unit.000197; 2015-10-02 21:18:43.078000; 2015-10-02 21:18:59.811000; 2015-10-02 21:18:58.913000; 2015-10-02 21:18:58.957000; 2015-10-02 21:21:19.177000; 2015-10-02 21:21:19.215000; cycle_1; md_step
unit.000196; 2015-10-02 21:18:43.076000; 2015-10-02 21:19:10.470000; 2015-10-02 21:19:09.530000; 2015-10-02 21:19:09.568000; 2015-10-02 21:21:29.406000; 2015-10-02 21:21:29.431000; cycle_1; md_step
unit.000191; 2015-10-02 21:18:43.069000; 2015-10-02 21:19:01.609000; 2015-10-02 21:19:00.592000; 2015-10-02 21:19:00.622000; 2015-10-02 21:21:21.346000; 2015-10-02 21:21:21.372000; cycle_1; md_step
unit.000190; 2015-10-02 21:18:43.067000; 2015-10-02 21:19:13.742000; 2015-10-02 21:19:12.880000; 2015-10-02 21:19:12.919000; 2015-10-02 21:21:32.997000; 2015-10-02 21:21:33.023000; cycle_1; md_step
unit.000193; 2015-10-02 21:18:43.072000; 2015-10-02 21:19:06.019000; 2015-10-02 21:19:05.278000; 2015-10-02 21:19:05.314000; 2015-10-02 21:21:25.531000; 2015-10-02 21:21:25.556000; cycle_1; md_step
unit.000192; 2015-10-02 21:18:43.070000; 2015-10-02 21:19:13.162000; 2015-10-02 21:19:12.259000; 2015-10-02 21:19:12.286000; 2015-10-02 21:21:30.920000; 2015-10-02 21:21:30.943000; cycle_1; md_step
unit.000618; 2015-10-02 21:18:43.459000; 2015-10-02 21:18:58.530000; 2015-10-02 21:18:57.533000; 2015-10-02 21:18:57.559000; 2015-10-02 21:21:18.464000; 2015-10-02 21:21:18.487000; cycle_1; md_step
unit.000619; 2015-10-02 21:18:43.460000; 2015-10-02 21:18:58.594000; 2015-10-02 21:18:57.743000; 2015-10-02 21:18:57.777000; 2015-10-02 21:21:18.486000; 2015-10-02 21:21:18.514000; cycle_1; md_step
unit.000612; 2015-10-02 21:18:43.455000; 2015-10-02 21:19:00.228000; 2015-10-02 21:18:59.347000; 2015-10-02 21:18:59.383000; 2015-10-02 21:21:19.888000; 2015-10-02 21:21:19.930000; cycle_1; md_step
unit.000613; 2015-10-02 21:18:43.456000; 2015-10-02 21:19:01.649000; 2015-10-02 21:19:00.791000; 2015-10-02 21:19:00.816000; 2015-10-02 21:21:21.397000; 2015-10-02 21:21:21.426000; cycle_1; md_step
unit.000610; 2015-10-02 21:18:43.454000; 2015-10-02 21:19:04.010000; 2015-10-02 21:19:03.124000; 2015-10-02 21:19:03.154000; 2015-10-02 21:21:24.440000; 2015-10-02 21:21:24.464000; cycle_1; md_step
unit.000611; 2015-10-02 21:18:43.454000; 2015-10-02 21:19:02.992000; 2015-10-02 21:19:02.097000; 2015-10-02 21:19:02.125000; 2015-10-02 21:21:22.611000; 2015-10-02 21:21:22.633000; cycle_1; md_step
unit.000616; 2015-10-02 21:18:43.458000; 2015-10-02 21:19:02.864000; 2015-10-02 21:19:01.932000; 2015-10-02 21:19:01.955000; 2015-10-02 21:21:22.453000; 2015-10-02 21:21:22.484000; cycle_1; md_step
unit.000617; 2015-10-02 21:18:43.458000; 2015-10-02 21:19:07.370000; 2015-10-02 21:19:06.662000; 2015-10-02 21:19:06.698000; 2015-10-02 21:21:27.515000; 2015-10-02 21:21:27.559000; cycle_1; md_step
unit.000614; 2015-10-02 21:18:43.456000; 2015-10-02 21:19:03.550000; 2015-10-02 21:19:02.585000; 2015-10-02 21:19:02.617000; 2015-10-02 21:21:23.146000; 2015-10-02 21:21:23.183000; cycle_1; md_step
unit.000615; 2015-10-02 21:18:43.457000; 2015-10-02 21:19:06.627000; 2015-10-02 21:19:05.738000; 2015-10-02 21:19:05.775000; 2015-10-02 21:21:26.440000; 2015-10-02 21:21:26.465000; cycle_1; md_step
unit.000393; 2015-10-02 21:18:43.278000; 2015-10-02 21:18:56.642000; 2015-10-02 21:18:55.735000; 2015-10-02 21:18:55.749000; 2015-10-02 21:21:16.325000; 2015-10-02 21:21:16.348000; cycle_1; md_step
unit.000392; 2015-10-02 21:18:43.278000; 2015-10-02 21:18:56.554000; 2015-10-02 21:18:55.721000; 2015-10-02 21:18:55.739000; 2015-10-02 21:21:16.161000; 2015-10-02 21:21:16.186000; cycle_1; md_step
unit.000391; 2015-10-02 21:18:43.277000; 2015-10-02 21:18:56.317000; 2015-10-02 21:18:55.714000; 2015-10-02 21:18:55.734000; 2015-10-02 21:21:14.482000; 2015-10-02 21:21:14.508000; cycle_1; md_step
unit.000390; 2015-10-02 21:18:43.276000; 2015-10-02 21:18:56.215000; 2015-10-02 21:18:55.292000; 2015-10-02 21:18:55.305000; 2015-10-02 21:21:13.901000; 2015-10-02 21:21:13.939000; cycle_1; md_step
unit.000397; 2015-10-02 21:18:43.281000; 2015-10-02 21:18:56.863000; 2015-10-02 21:18:55.962000; 2015-10-02 21:18:55.985000; 2015-10-02 21:21:16.427000; 2015-10-02 21:21:16.450000; cycle_1; md_step
