# 80 cores 2560 replicas, smic, temp 6000 steps


allocate,start_time,2015-11-18 13:25:57.417287
allocate,stop_time,2015-11-18 13:26:00.802863
deallocate,start_time,2015-11-18 18:10:14.939574
deallocate,stop_time,2015-11-18 18:10:39.060270



Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-18 19:41:52.882264; 2015-11-18 19:41:54.358726; 1.476462
cycle_1; pp_step_enmd_overhead; 2015-11-18 19:41:52.882264; 2015-11-18 19:41:54.358726; 1.476462
cycle_1; ex_step; 2015-11-18 19:41:21.997744; 2015-11-18 19:41:52.882193; 30.884449
cycle_1; ex_step_enmd_overhead; 2015-11-18 19:41:21.997744; 2015-11-18 19:41:22.002810; 0.005066
cycle_1; md_step; 2015-11-18 18:26:54.350100; 2015-11-18 19:41:21.981251; 4467.631151
cycle_1; md_step_enmd_overhead; 2015-11-18 18:26:54.350100; 2015-11-18 18:27:04.924410; 10.57431
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.002560; 2015-11-18 19:41:22.008000; 2015-11-18 19:41:22.312000; 2015-11-18 19:41:22.660000; 2015-11-18 19:41:22.688000; 2015-11-18 19:41:44.313000; 2015-11-18 19:41:49.269000; cycle_1; ex_step
unit.000509; 2015-11-18 18:27:20.639000; 2015-11-18 18:27:49.219000; 2015-11-18 18:27:49.536000; 2015-11-18 18:36:44.732000; 2015-11-18 18:39:03.238000; 2015-11-18 18:39:03.264000; cycle_1; md_step
unit.001585; 2015-11-18 18:27:21.611000; 2015-11-18 18:29:05.664000; 2015-11-18 18:29:06.197000; 2015-11-18 19:17:34.246000; 2015-11-18 19:19:51.280000; 2015-11-18 19:19:51.329000; cycle_1; md_step
unit.001584; 2015-11-18 18:27:21.610000; 2015-11-18 18:29:04.969000; 2015-11-18 18:29:05.460000; 2015-11-18 19:15:42.118000; 2015-11-18 19:18:03.045000; 2015-11-18 19:18:03.238000; cycle_1; md_step
unit.001587; 2015-11-18 18:27:21.613000; 2015-11-18 18:29:05.701000; 2015-11-18 18:29:06.210000; 2015-11-18 19:17:34.419000; 2015-11-18 19:19:51.280000; 2015-11-18 19:19:51.331000; cycle_1; md_step
unit.001586; 2015-11-18 18:27:21.612000; 2015-11-18 18:29:05.544000; 2015-11-18 18:29:06.019000; 2015-11-18 19:15:54.379000; 2015-11-18 19:18:14.402000; 2015-11-18 19:18:14.434000; cycle_1; md_step
unit.001581; 2015-11-18 18:27:21.608000; 2015-11-18 18:29:05.434000; 2015-11-18 18:29:05.760000; 2015-11-18 19:15:45.399000; 2015-11-18 19:18:05.603000; 2015-11-18 19:18:05.680000; cycle_1; md_step
unit.001580; 2015-11-18 18:27:21.607000; 2015-11-18 18:29:05.362000; 2015-11-18 18:29:05.776000; 2015-11-18 19:15:47.764000; 2015-11-18 19:18:06.918000; 2015-11-18 19:18:07.273000; cycle_1; md_step
unit.001583; 2015-11-18 18:27:21.610000; 2015-11-18 18:29:05.593000; 2015-11-18 18:29:06.025000; 2015-11-18 19:15:54.554000; 2015-11-18 19:18:14.461000; 2015-11-18 19:18:14.504000; cycle_1; md_step
unit.001582; 2015-11-18 18:27:21.609000; 2015-11-18 18:27:43.072000; 2015-11-18 18:27:43.466000; 2015-11-18 18:34:22.265000; 2015-11-18 18:36:41.152000; 2015-11-18 18:36:41.168000; cycle_1; md_step
unit.001589; 2015-11-18 18:27:21.615000; 2015-11-18 18:29:17.275000; 2015-11-18 18:29:17.545000; 2015-11-18 19:24:35.039000; 2015-11-18 19:26:53.359000; 2015-11-18 19:26:53.397000; cycle_1; md_step
unit.001588; 2015-11-18 18:27:21.614000; 2015-11-18 18:29:05.836000; 2015-11-18 18:29:06.233000; 2015-11-18 19:17:36.463000; 2015-11-18 19:19:55.014000; 2015-11-18 19:19:55.122000; cycle_1; md_step
unit.000218; 2015-11-18 18:27:20.378000; 2015-11-18 18:28:31.702000; 2015-11-18 18:28:31.979000; 2015-11-18 18:59:27.893000; 2015-11-18 19:01:43.671000; 2015-11-18 19:01:43.737000; cycle_1; md_step
unit.000219; 2015-11-18 18:27:20.378000; 2015-11-18 18:28:31.853000; 2015-11-18 18:28:32.232000; 2015-11-18 18:59:28.549000; 2015-11-18 19:01:45.584000; 2015-11-18 19:01:45.621000; cycle_1; md_step
unit.000216; 2015-11-18 18:27:20.376000; 2015-11-18 18:28:31.509000; 2015-11-18 18:28:31.789000; 2015-11-18 18:59:26.647000; 2015-11-18 19:01:43.570000; 2015-11-18 19:01:43.601000; cycle_1; md_step
unit.000217; 2015-11-18 18:27:20.377000; 2015-11-18 18:28:31.533000; 2015-11-18 18:28:31.780000; 2015-11-18 18:59:26.150000; 2015-11-18 19:01:43.624000; 2015-11-18 19:01:43.654000; cycle_1; md_step
unit.000214; 2015-11-18 18:27:20.375000; 2015-11-18 18:28:31.227000; 2015-11-18 18:28:31.496000; 2015-11-18 18:59:24.142000; 2015-11-18 19:01:41.053000; 2015-11-18 19:01:41.124000; cycle_1; md_step
unit.000215; 2015-11-18 18:27:20.376000; 2015-11-18 18:28:31.476000; 2015-11-18 18:28:31.771000; 2015-11-18 18:59:25.603000; 2015-11-18 19:01:42.234000; 2015-11-18 19:01:42.347000; cycle_1; md_step
unit.000212; 2015-11-18 18:27:20.373000; 2015-11-18 18:28:30.706000; 2015-11-18 18:28:31.283000; 2015-11-18 18:57:35.208000; 2015-11-18 18:59:51.736000; 2015-11-18 18:59:51.918000; cycle_1; md_step
unit.000213; 2015-11-18 18:27:20.374000; 2015-11-18 18:28:31.108000; 2015-11-18 18:28:31.492000; 2015-11-18 18:59:21.642000; 2015-11-18 19:01:37.609000; 2015-11-18 19:01:37.667000; cycle_1; md_step
unit.000210; 2015-11-18 18:27:20.371000; 2015-11-18 18:28:30.384000; 2015-11-18 18:28:30.590000; 2015-11-18 18:57:29.607000; 2015-11-18 18:59:46.625000; 2015-11-18 18:59:46.688000; cycle_1; md_step
unit.000211; 2015-11-18 18:27:20.372000; 2015-11-18 18:28:30.525000; 2015-11-18 18:28:30.805000; 2015-11-18 18:57:31.051000; 2015-11-18 18:59:48.069000; 2015-11-18 18:59:48.108000; cycle_1; md_step
unit.001929; 2015-11-18 18:27:21.906000; 2015-11-18 18:27:52.752000; 2015-11-18 18:27:53.064000; 2015-11-18 18:38:56.461000; 2015-11-18 18:41:15.018000; 2015-11-18 18:41:15.057000; cycle_1; md_step
unit.001928; 2015-11-18 18:27:21.905000; 2015-11-18 18:27:51.278000; 2015-11-18 18:27:51.622000; 2015-11-18 18:36:57.039000; 2015-11-18 18:39:18.294000; 2015-11-18 18:39:18.362000; cycle_1; md_step
unit.001923; 2015-11-18 18:27:21.902000; 2015-11-18 18:27:33.085000; 2015-11-18 18:27:33.706000; 2015-11-18 18:27:33.730000; 2015-11-18 18:29:54.488000; 2015-11-18 18:29:54.497000; cycle_1; md_step
unit.001922; 2015-11-18 18:27:21.901000; 2015-11-18 18:27:46.313000; 2015-11-18 18:27:46.510000; 2015-11-18 18:34:31.514000; 2015-11-18 18:36:50.988000; 2015-11-18 18:36:51; cycle_1; md_step
