# 40/640, smic

step,probe,timestamp

allocate,start_time,2015-10-11 16:24:59.708916
allocate,stop_time,2015-10-11 16:25:06.824011
deallocate,start_time,2015-10-11 18:55:33.861970
deallocate,stop_time,2015-10-11 18:55:47.403269

######

ENMD-core-t-inside cluster.run() call: 2015-10-11 20:25:06.831894
ENMD-core-timing-1: 7.278211
ENMD-appl-timing-0: 0.000396
ENMD-appl-timing-1: 0.006978
ENMD-core-t-before cluster.run() call: 2015-10-11 20:25:06.831446

######


Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-10-11 21:03:08.782318; 2015-10-11 21:03:08.847475; 0.065157
cycle_1; pp_step_enmd_overhead; 2015-10-11 21:03:08.782318; 2015-10-11 21:03:08.847475; 0.065157
cycle_1; ex_step; 2015-10-11 21:02:58.008762; 2015-10-11 21:03:08.782250; 10.773488
cycle_1; ex_step_enmd_overhead; 2015-10-11 21:02:58.008762; 2015-10-11 21:02:58.012421; 0.003659
cycle_1; md_step; 2015-10-11 20:26:03.997126; 2015-10-11 21:02:58.005788; 2214.008662
cycle_1; md_step_enmd_overhead; 2015-10-11 20:26:03.997126; 2015-10-11 20:26:05.921043; 1.923917
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000640; 2015-10-11 21:02:58.017000; 2015-10-11 21:02:58.406000; 2015-10-11 21:02:58.691000; 2015-10-11 21:02:58.700000; 2015-10-11 21:03:02.764000; 2015-10-11 21:03:06.749000; cycle_1; ex_step
unit.000357; 2015-10-11 20:26:09.296000; 2015-10-11 20:26:32.643000; 2015-10-11 20:26:33.162000; 2015-10-11 20:44:32.361000; 2015-10-11 20:46:49.400000; 2015-10-11 20:46:49.441000; cycle_1; md_step
unit.000356; 2015-10-11 20:26:09.295000; 2015-10-11 20:26:32.339000; 2015-10-11 20:26:32.741000; 2015-10-11 20:44:29.646000; 2015-10-11 20:46:49.328000; 2015-10-11 20:46:49.367000; cycle_1; md_step
unit.000355; 2015-10-11 20:26:09.295000; 2015-10-11 20:26:32.241000; 2015-10-11 20:26:32.526000; 2015-10-11 20:44:29.389000; 2015-10-11 20:46:46.297000; 2015-10-11 20:46:46.333000; cycle_1; md_step
unit.000354; 2015-10-11 20:26:09.294000; 2015-10-11 20:26:32.036000; 2015-10-11 20:26:32.321000; 2015-10-11 20:44:27.196000; 2015-10-11 20:46:45.959000; 2015-10-11 20:46:45.996000; cycle_1; md_step
unit.000353; 2015-10-11 20:26:09.294000; 2015-10-11 20:26:31.934000; 2015-10-11 20:26:32.320000; 2015-10-11 20:44:26.161000; 2015-10-11 20:46:45.959000; 2015-10-11 20:46:45.995000; cycle_1; md_step
unit.000352; 2015-10-11 20:26:09.293000; 2015-10-11 20:26:31.621000; 2015-10-11 20:26:31.923000; 2015-10-11 20:44:25.213000; 2015-10-11 20:46:44.522000; 2015-10-11 20:46:44.582000; cycle_1; md_step
unit.000351; 2015-10-11 20:26:09.292000; 2015-10-11 20:26:31.441000; 2015-10-11 20:26:31.920000; 2015-10-11 20:44:24.835000; 2015-10-11 20:46:40.951000; 2015-10-11 20:46:40.985000; cycle_1; md_step
unit.000350; 2015-10-11 20:26:09.292000; 2015-10-11 20:26:31.278000; 2015-10-11 20:26:31.685000; 2015-10-11 20:44:23.890000; 2015-10-11 20:46:40.917000; 2015-10-11 20:46:40.952000; cycle_1; md_step
unit.000359; 2015-10-11 20:26:09.297000; 2015-10-11 20:26:36.953000; 2015-10-11 20:26:37.408000; 2015-10-11 20:49:00.964000; 2015-10-11 20:51:19.626000; 2015-10-11 20:51:19.732000; cycle_1; md_step
unit.000358; 2015-10-11 20:26:09.297000; 2015-10-11 20:26:32.945000; 2015-10-11 20:26:33.365000; 2015-10-11 20:44:33.498000; 2015-10-11 20:46:51.640000; 2015-10-11 20:46:51.676000; cycle_1; md_step
unit.000409; 2015-10-11 20:26:09.327000; 2015-10-11 20:26:35.237000; 2015-10-11 20:26:35.666000; 2015-10-11 20:46:48.869000; 2015-10-11 20:49:07.695000; 2015-10-11 20:49:07.733000; cycle_1; md_step
unit.000408; 2015-10-11 20:26:09.327000; 2015-10-11 20:26:35.033000; 2015-10-11 20:26:35.456000; 2015-10-11 20:46:47.819000; 2015-10-11 20:49:06.497000; 2015-10-11 20:49:06.538000; cycle_1; md_step
unit.000403; 2015-10-11 20:26:09.324000; 2015-10-11 20:26:34.364000; 2015-10-11 20:26:34.837000; 2015-10-11 20:46:44.694000; 2015-10-11 20:49:03.991000; 2015-10-11 20:49:04.043000; cycle_1; md_step
unit.000402; 2015-10-11 20:26:09.323000; 2015-10-11 20:26:34.201000; 2015-10-11 20:26:34.618000; 2015-10-11 20:46:43.680000; 2015-10-11 20:49:00.884000; 2015-10-11 20:49:00.945000; cycle_1; md_step
unit.000401; 2015-10-11 20:26:09.323000; 2015-10-11 20:26:34.032000; 2015-10-11 20:26:34.410000; 2015-10-11 20:46:43.454000; 2015-10-11 20:49:00.721000; 2015-10-11 20:49:00.757000; cycle_1; md_step
unit.000400; 2015-10-11 20:26:09.322000; 2015-10-11 20:26:33.940000; 2015-10-11 20:26:34.208000; 2015-10-11 20:46:42.470000; 2015-10-11 20:49:02.646000; 2015-10-11 20:49:02.681000; cycle_1; md_step
unit.000407; 2015-10-11 20:26:09.326000; 2015-10-11 20:26:34.924000; 2015-10-11 20:26:35.260000; 2015-10-11 20:46:47.754000; 2015-10-11 20:49:05.342000; 2015-10-11 20:49:05.377000; cycle_1; md_step
unit.000406; 2015-10-11 20:26:09.326000; 2015-10-11 20:26:34.739000; 2015-10-11 20:26:35.043000; 2015-10-11 20:46:45.708000; 2015-10-11 20:49:04.130000; 2015-10-11 20:49:04.167000; cycle_1; md_step
unit.000405; 2015-10-11 20:26:09.325000; 2015-10-11 20:26:34.588000; 2015-10-11 20:26:35.050000; 2015-10-11 20:46:46.626000; 2015-10-11 20:49:05.238000; 2015-10-11 20:49:05.274000; cycle_1; md_step
unit.000404; 2015-10-11 20:26:09.324000; 2015-10-11 20:26:34.485000; 2015-10-11 20:26:34.840000; 2015-10-11 20:46:44.966000; 2015-10-11 20:49:04.039000; 2015-10-11 20:49:04.140000; cycle_1; md_step
unit.000560; 2015-10-11 20:26:09.419000; 2015-10-11 20:26:33.782000; 2015-10-11 20:26:34.203000; 2015-10-11 20:46:40.953000; 2015-10-11 20:49:00.583000; 2015-10-11 20:49:00.619000; cycle_1; md_step
unit.000561; 2015-10-11 20:26:09.419000; 2015-10-11 20:26:34.798000; 2015-10-11 20:26:35.251000; 2015-10-11 20:46:46.653000; 2015-10-11 20:49:05.306000; 2015-10-11 20:49:05.343000; cycle_1; md_step
unit.000562; 2015-10-11 20:26:09.420000; 2015-10-11 20:26:38.923000; 2015-10-11 20:26:39.318000; 2015-10-11 20:51:15.278000; 2015-10-11 20:53:33.797000; 2015-10-11 20:53:33.841000; cycle_1; md_step
unit.000563; 2015-10-11 20:26:09.420000; 2015-10-11 20:26:45.920000; 2015-10-11 20:26:46.287000; 2015-10-11 20:58:04.119000; 2015-10-11 21:00:23.166000; 2015-10-11 21:00:23.201000; cycle_1; md_step
unit.000564; 2015-10-11 20:26:09.421000; 2015-10-11 20:26:48.043000; 2015-10-11 20:26:48.383000; 2015-10-11 21:00:19.750000; 2015-10-11 21:02:38.565000; 2015-10-11 21:02:38.630000; cycle_1; md_step
unit.000565; 2015-10-11 20:26:09.422000; 2015-10-11 20:26:13.759000; 2015-10-11 20:26:14.049000; 2015-10-11 20:26:14.059000; 2015-10-11 20:28:32.436000; 2015-10-11 20:28:32.473000; cycle_1; md_step
unit.000218; 2015-10-11 20:26:09.209000; 2015-10-11 20:26:35.391000; 2015-10-11 20:26:35.667000; 2015-10-11 20:46:49.194000; 2015-10-11 20:49:06.538000; 2015-10-11 20:49:06.575000; cycle_1; md_step
unit.000219; 2015-10-11 20:26:09.209000; 2015-10-11 20:26:24.766000; 2015-10-11 20:26:25.145000; 2015-10-11 20:37:35.544000; 2015-10-11 20:39:52.265000; 2015-10-11 20:39:52.342000; cycle_1; md_step
unit.000216; 2015-10-11 20:26:09.207000; 2015-10-11 20:26:44.974000; 2015-10-11 20:26:45.408000; 2015-10-11 20:55:56.577000; 2015-10-11 20:58:13.763000; 2015-10-11 20:58:13.876000; cycle_1; md_step
unit.000217; 2015-10-11 20:26:09.208000; 2015-10-11 20:26:45.067000; 2015-10-11 20:26:45.411000; 2015-10-11 20:55:56.777000; 2015-10-11 20:58:13.765000; 2015-10-11 20:58:13.875000; cycle_1; md_step
unit.000214; 2015-10-11 20:26:09.206000; 2015-10-11 20:26:27.335000; 2015-10-11 20:26:27.690000; 2015-10-11 20:39:53.492000; 2015-10-11 20:42:09.301000; 2015-10-11 20:42:09.429000; cycle_1; md_step
unit.000215; 2015-10-11 20:26:09.207000; 2015-10-11 20:26:44.808000; 2015-10-11 20:26:45.203000; 2015-10-11 20:55:54.659000; 2015-10-11 20:58:12.544000; 2015-10-11 20:58:12.691000; cycle_1; md_step
unit.000212; 2015-10-11 20:26:09.205000; 2015-10-11 20:26:44.462000; 2015-10-11 20:26:44.794000; 2015-10-11 20:55:52.647000; 2015-10-11 20:58:09.970000; 2015-10-11 20:58:10.053000; cycle_1; md_step
unit.000213; 2015-10-11 20:26:09.205000; 2015-10-11 20:26:44.583000; 2015-10-11 20:26:45.011000; 2015-10-11 20:55:53.026000; 2015-10-11 20:58:11.133000; 2015-10-11 20:58:11.199000; cycle_1; md_step
unit.000210; 2015-10-11 20:26:09.203000; 2015-10-11 20:26:43.934000; 2015-10-11 20:26:44.364000; 2015-10-11 20:55:52.048000; 2015-10-11 20:58:08.491000; 2015-10-11 20:58:08.560000; cycle_1; md_step
unit.000211; 2015-10-11 20:26:09.204000; 2015-10-11 20:26:44.227000; 2015-10-11 20:26:44.580000; 2015-10-11 20:55:52.377000; 2015-10-11 20:58:08.560000; 2015-10-11 20:58:08.637000; cycle_1; md_step
unit.000539; 2015-10-11 20:26:09.406000; 2015-10-11 20:26:38.040000; 2015-10-11 20:26:38.471000; 2015-10-11 20:49:08.404000; 2015-10-11 20:51:28.900000; 2015-10-11 20:51:28.966000; cycle_1; md_step
unit.000538; 2015-10-11 20:26:09.405000; 2015-10-11 20:26:37.256000; 2015-10-11 20:26:37.633000; 2015-10-11 20:49:02.384000; 2015-10-11 20:51:20.936000; 2015-10-11 20:51:20.982000; cycle_1; md_step
unit.000322; 2015-10-11 20:26:09.275000; 2015-10-11 20:26:46.236000; 2015-10-11 20:26:46.694000; 2015-10-11 20:58:07.643000; 2015-10-11 21:00:27.972000; 2015-10-11 21:00:28.023000; cycle_1; md_step
unit.000323; 2015-10-11 20:26:09.276000; 2015-10-11 20:26:32.127000; 2015-10-11 20:26:32.523000; 2015-10-11 20:44:28.142000; 2015-10-11 20:46:44.684000; 2015-10-11 20:46:44.744000; cycle_1; md_step
unit.000320; 2015-10-11 20:26:09.274000; 2015-10-11 20:26:31.525000; 2015-10-11 20:26:31.922000; 2015-10-11 20:44:24.863000; 2015-10-11 20:46:42.185000; 2015-10-11 20:46:42.260000; cycle_1; md_step
unit.000321; 2015-10-11 20:26:09.274000; 2015-10-11 20:26:45.174000; 2015-10-11 20:26:45.622000; 2015-10-11 20:55:58.969000; 2015-10-11 20:58:17.159000; 2015-10-11 20:58:17.259000; cycle_1; md_step
unit.000326; 2015-10-11 20:26:09.277000; 2015-10-11 20:26:32.530000; 2015-10-11 20:26:32.954000; 2015-10-11 20:44:30.273000; 2015-10-11 20:46:46.366000; 2015-10-11 20:46:46.401000; cycle_1; md_step
unit.000327; 2015-10-11 20:26:09.278000; 2015-10-11 20:26:32.743000; 2015-10-11 20:26:33.157000; 2015-10-11 20:44:30.733000; 2015-10-11 20:46:47.937000; 2015-10-11 20:46:48.114000; cycle_1; md_step
unit.000324; 2015-10-11 20:26:09.276000; 2015-10-11 20:26:47.726000; 2015-10-11 20:26:48.148000; 2015-10-11 21:00:17.857000; 2015-10-11 21:02:36.153000; 2015-10-11 21:02:36.189000; cycle_1; md_step
unit.000325; 2015-10-11 20:26:09.277000; 2015-10-11 20:26:32.380000; 2015-10-11 20:26:32.742000; 2015-10-11 20:44:29.750000; 2015-10-11 20:46:47.578000; 2015-10-11 20:46:47.616000; cycle_1; md_step
unit.000328; 2015-10-11 20:26:09.279000; 2015-10-11 20:26:33.001000; 2015-10-11 20:26:33.371000; 2015-10-11 20:44:37.498000; 2015-10-11 20:46:55.887000; 2015-10-11 20:46:55.965000; cycle_1; md_step
unit.000329; 2015-10-11 20:26:09.279000; 2015-10-11 20:26:27.912000; 2015-10-11 20:26:28.311000; 2015-10-11 20:39:55.406000; 2015-10-11 20:42:14.431000; 2015-10-11 20:42:14.485000; cycle_1; md_step
unit.000531; 2015-10-11 20:26:09.401000; 2015-10-11 20:26:31.389000; 2015-10-11 20:26:31.912000; 2015-10-11 20:44:24.327000; 2015-10-11 20:46:45.846000; 2015-10-11 20:46:45.882000; cycle_1; md_step
unit.000106; 2015-10-11 20:26:09.121000; 2015-10-11 20:26:40.197000; 2015-10-11 20:26:40.564000; 2015-10-11 20:51:23.632000; 2015-10-11 20:53:41.317000; 2015-10-11 20:53:41.351000; cycle_1; md_step
unit.000107; 2015-10-11 20:26:09.122000; 2015-10-11 20:26:41.194000; 2015-10-11 20:26:41.636000; 2015-10-11 20:53:31.245000; 2015-10-11 20:55:47.748000; 2015-10-11 20:55:47.960000; cycle_1; md_step
unit.000104; 2015-10-11 20:26:09.119000; 2015-10-11 20:26:38.315000; 2015-10-11 20:26:38.685000; 2015-10-11 20:51:09.977000; 2015-10-11 20:53:28.391000; 2015-10-11 20:53:28.429000; cycle_1; md_step
unit.000105; 2015-10-11 20:26:09.120000; 2015-10-11 20:26:16.085000; 2015-10-11 20:26:16.353000; 2015-10-11 20:28:31.024000; 2015-10-11 20:30:48.181000; 2015-10-11 20:30:48.216000; cycle_1; md_step
unit.000102; 2015-10-11 20:26:09.118000; 2015-10-11 20:26:36.794000; 2015-10-11 20:26:37.193000; 2015-10-11 20:49:00.252000; 2015-10-11 20:51:15.857000; 2015-10-11 20:51:15.892000; cycle_1; md_step
unit.000103; 2015-10-11 20:26:09.118000; 2015-10-11 20:26:15.922000; 2015-10-11 20:26:16.354000; 2015-10-11 20:28:31.223000; 2015-10-11 20:30:49.394000; 2015-10-11 20:30:49.434000; cycle_1; md_step
unit.000100; 2015-10-11 20:26:09.116000; 2015-10-11 20:26:34.925000; 2015-10-11 20:26:35.257000; 2015-10-11 20:46:47.196000; 2015-10-11 20:49:05.388000; 2015-10-11 20:49:05.431000; cycle_1; md_step
unit.000101; 2015-10-11 20:26:09.117000; 2015-10-11 20:26:35.777000; 2015-10-11 20:26:36.089000; 2015-10-11 20:48:54.037000; 2015-10-11 20:51:11.910000; 2015-10-11 20:51:11.945000; cycle_1; md_step
unit.000108; 2015-10-11 20:26:09.123000; 2015-10-11 20:26:16.511000; 2015-10-11 20:26:16.771000; 2015-10-11 20:28:32.114000; 2015-10-11 20:30:49.751000; 2015-10-11 20:30:49.792000; cycle_1; md_step
