iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-11-01 20:45:05.086742
None,pre_loop,None,wait_time,2015-11-01 20:45:05.098438
None,pre_loop,None,res_time,2015-11-01 20:45:20.141847
None,pre_loop,None,stop_time,2015-11-01 20:45:20.142820
1,sim,kernel_0,start_time,2015-11-01 20:45:20.145999
1,sim,kernel_0,wait_time,2015-11-01 20:45:28.337838
1,sim,kernel_0,res_time,2015-11-01 22:29:43.772705
1,sim,kernel_0,stop_time,2015-11-01 22:29:43.785860
1,sim,kernel_1,start_time,2015-11-01 22:29:43.785900
1,sim,kernel_1,wait_time,2015-11-01 22:29:54.231967
1,sim,kernel_1,res_time,2015-11-02 00:25:26.608563
1,sim,kernel_1,stop_time,2015-11-02 00:25:26.614881
1,sim,post,start_time,2015-11-02 00:25:26.614913
1,sim,post,stop_time,2015-11-02 00:25:26.936356
1,ana,kernel_0,start_time,2015-11-02 00:25:27.217738
1,ana,kernel_0,wait_time,2015-11-02 00:25:38.671337
1,ana,kernel_0,res_time,2015-11-02 00:33:14.274860
1,ana,kernel_0,stop_time,2015-11-02 00:33:14.275672
1,ana,kernel_1,start_time,2015-11-02 00:33:14.275701
1,ana,kernel_1,wait_time,2015-11-02 00:33:14.996867
1,ana,kernel_1,res_time,2015-11-02 00:37:51.433981
1,ana,kernel_1,stop_time,2015-11-02 00:37:51.435376
1,ana,post,start_time,2015-11-02 00:37:51.435407
1,ana,post,stop_time,2015-11-02 00:37:51.435671
