uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, step_1, 2015-10-09 16:37:36.482000, 2015-10-09 16:37:40.459000, 2015-10-09 16:37:40.745000, 2015-10-09 16:37:40.816000, 2015-10-09 16:37:51.326000, 2015-10-09 16:37:52.545000
unit.000001, step_1, 2015-10-09 16:37:36.484000, 2015-10-09 16:37:40.469000, 2015-10-09 16:37:40.754000, 2015-10-09 16:37:40.885000, 2015-10-09 16:37:51.023000, 2015-10-09 16:37:52.530000
unit.000002, step_1, 2015-10-09 16:37:36.486000, 2015-10-09 16:37:40.456000, 2015-10-09 16:37:40.742000, 2015-10-09 16:37:40.798000, 2015-10-09 16:37:51.124000, 2015-10-09 16:37:52.531000
unit.000003, step_1, 2015-10-09 16:37:36.487000, 2015-10-09 16:37:40.463000, 2015-10-09 16:37:40.749000, 2015-10-09 16:37:40.857000, 2015-10-09 16:37:51.022000, 2015-10-09 16:37:52.528000
unit.000004, step_1, 2015-10-09 16:37:36.489000, 2015-10-09 16:37:37.570000, 2015-10-09 16:37:40.936000, 2015-10-09 16:37:40.946000, 2015-10-09 16:37:51.327000, 2015-10-09 16:37:52.548000
unit.000005, step_1, 2015-10-09 16:37:36.491000, 2015-10-09 16:37:40.452000, 2015-10-09 16:37:40.738000, 2015-10-09 16:37:40.781000, 2015-10-09 16:37:51.019000, 2015-10-09 16:37:52.495000
unit.000006, step_1, 2015-10-09 16:37:36.493000, 2015-10-09 16:37:40.448000, 2015-10-09 16:37:40.734000, 2015-10-09 16:37:40.761000, 2015-10-09 16:37:51.018000, 2015-10-09 16:37:52.493000
unit.000007, step_1, 2015-10-09 16:37:36.495000, 2015-10-09 16:37:40.470000, 2015-10-09 16:37:40.756000, 2015-10-09 16:37:40.894000, 2015-10-09 16:37:51.326000, 2015-10-09 16:37:52.547000
unit.000008, step_1, 2015-10-09 16:37:36.497000, 2015-10-09 16:37:40.454000, 2015-10-09 16:37:40.740000, 2015-10-09 16:37:40.789000, 2015-10-09 16:37:51.428000, 2015-10-09 16:37:52.550000
unit.000009, step_1, 2015-10-09 16:37:36.498000, 2015-10-09 16:37:40.446000, 2015-10-09 16:37:40.731000, 2015-10-09 16:37:40.753000, 2015-10-09 16:37:51.225000, 2015-10-09 16:37:52.543000
unit.000010, step_1, 2015-10-09 16:37:36.500000, 2015-10-09 16:37:37.561000, 2015-10-09 16:37:40.729000, 2015-10-09 16:37:40.743000, 2015-10-09 16:37:51.530000, 2015-10-09 16:37:52.553000
unit.000011, step_1, 2015-10-09 16:37:36.502000, 2015-10-09 16:37:40.457000, 2015-10-09 16:37:40.744000, 2015-10-09 16:37:40.808000, 2015-10-09 16:37:51.020000, 2015-10-09 16:37:52.497000
unit.000012, step_1, 2015-10-09 16:37:36.504000, 2015-10-09 16:37:40.450000, 2015-10-09 16:37:40.736000, 2015-10-09 16:37:40.770000, 2015-10-09 16:37:51.630000, 2015-10-09 16:37:52.555000
unit.000013, step_1, 2015-10-09 16:37:36.506000, 2015-10-09 16:37:40.461000, 2015-10-09 16:37:40.747000, 2015-10-09 16:37:40.825000, 2015-10-09 16:37:51.021000, 2015-10-09 16:37:52.499000
unit.000014, step_1, 2015-10-09 16:37:36.507000, 2015-10-09 16:37:40.465000, 2015-10-09 16:37:40.751000, 2015-10-09 16:37:40.865000, 2015-10-09 16:37:51.429000, 2015-10-09 16:37:52.552000
unit.000015, step_1, 2015-10-09 16:37:36.509000, 2015-10-09 16:37:40.467000, 2015-10-09 16:37:40.752000, 2015-10-09 16:37:40.874000, 2015-10-09 16:37:51.021000, 2015-10-09 16:37:52.526000
unit.000016, step_2, 2015-10-09 16:37:54.644000, 2015-10-09 16:37:55.608000, 2015-10-09 16:37:55.857000, 2015-10-09 16:37:55.951000, 2015-10-09 16:38:15.332000, 2015-10-09 16:38:24.586000
