step,probe,timestamp

step_1,start_time,2015-10-09 16:37:35.892268
step_1,wait_time,2015-10-09 16:37:36.248345
step_1,res_time,2015-10-09 16:37:53.526504
step_1,stop_time,2015-10-09 16:37:53.529571
step_2,start_time,2015-10-09 16:37:53.529610
step_2,wait_time,2015-10-09 16:37:54.010236
step_2,res_time,2015-10-09 16:38:26.346247
step_2,stop_time,2015-10-09 16:38:26.349053
