uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 0, pre_loop, 1446637617.78, 1446637618.53, 1446637628.44, 1446637628.64, 1446637629.29, 1446637630.57
unit.000001, 1, sim, 1446637632.68, 1446637633.62, 1446637636.41, 1446637636.61, 1446637665.18, 1446637666.71
unit.000002, 1, sim, 1446637632.69, 1446637633.59, 1446637634.76, 1446637634.96, 1446637656.75, 1446637658.68
unit.000003, 1, sim, 1446637632.69, 1446637633.58, 1446637634.55, 1446637634.75, 1446637654.44, 1446637655.65
unit.000004, 1, sim, 1446637632.69, 1446637633.65, 1446637638.27, 1446637638.47, 1446637666.79, 1446637668.73
unit.000005, 1, sim, 1446637632.7, 1446637633.58, 1446637634.34, 1446637634.54, 1446637654.84, 1446637655.65
unit.000006, 1, sim, 1446637632.7, 1446637633.65, 1446637638.87, 1446637639.52, 1446637666.59, 1446637668.72
unit.000007, 1, sim, 1446637632.71, 1446637633.59, 1446637635.17, 1446637635.37, 1446637658.66, 1446637659.68
unit.000008, 1, sim, 1446637632.71, 1446637633.61, 1446637635.79, 1446637635.99, 1446637661.17, 1446637662.69
unit.000009, 1, sim, 1446637632.71, 1446637633.6, 1446637635.58, 1446637635.79, 1446637663.87, 1446637665.7
unit.000010, 1, sim, 1446637632.71, 1446637633.63, 1446637636.62, 1446637636.82, 1446637666.29, 1446637667.72
unit.000011, 1, sim, 1446637632.72, 1446637633.61, 1446637636.0, 1446637636.2, 1446637665.38, 1446637666.71
unit.000012, 1, sim, 1446637632.72, 1446637633.62, 1446637636.2, 1446637636.41, 1446637665.48, 1446637666.71
unit.000013, 1, sim, 1446637632.72, 1446637633.64, 1446637638.06, 1446637638.26, 1446637666.99, 1446637669.74
unit.000014, 1, sim, 1446637632.72, 1446637633.65, 1446637638.48, 1446637638.77, 1446637667.2, 1446637669.74
unit.000015, 1, sim, 1446637632.73, 1446637633.64, 1446637637.86, 1446637638.06, 1446637666.69, 1446637668.72
unit.000016, 1, sim, 1446637632.73, 1446637633.65, 1446637639.82, 1446637640.03, 1446637667.09, 1446637669.74
unit.000017, 1, sim, 1446637632.74, 1446637633.65, 1446637639.62, 1446637639.82, 1446637666.89, 1446637668.73
unit.000018, 1, sim, 1446637632.74, 1446637633.59, 1446637634.96, 1446637635.16, 1446637659.56, 1446637660.69
unit.000019, 1, sim, 1446637632.74, 1446637633.63, 1446637637.03, 1446637637.23, 1446637666.49, 1446637668.72
unit.000020, 1, sim, 1446637632.74, 1446637633.6, 1446637635.38, 1446637635.58, 1446637664.07, 1446637665.7
unit.000021, 1, sim, 1446637632.75, 1446637633.63, 1446637637.44, 1446637637.65, 1446637666.19, 1446637667.72
unit.000022, 1, sim, 1446637632.75, 1446637633.64, 1446637637.65, 1446637637.85, 1446637666.39, 1446637668.72
unit.000023, 1, sim, 1446637632.75, 1446637633.63, 1446637636.82, 1446637637.03, 1446637665.98, 1446637667.71
unit.000024, 1, sim, 1446637632.76, 1446637633.63, 1446637637.24, 1446637637.44, 1446637666.08, 1446637667.71
unit.000025, 1, ana, 1446637670.58, 1446637670.74, 1446637671.39, 1446637671.59, 1446637672.41, 1446637673.77
unit.000026, 1, ana, 1446637674.69, 1446637674.77, 1446637675.32, 1446637675.53, 1446637677.42, 1446637680.44
