Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-06 12:20:44.338574; 2015-11-06 12:20:44.338585; 1.1e-05
cycle_1; pp_step_enmd_overhead; 2015-11-06 12:20:44.338574; 2015-11-06 12:20:44.338585; 1.1e-05
cycle_1; ex_step; 2015-11-06 12:20:20.798525; 2015-11-06 12:20:44.338366; 23.539841
cycle_1; ex_step_enmd_overhead; 2015-11-06 12:20:20.798525; 2015-11-06 12:20:20.954058; 0.155533
cycle_1; md_step; 2015-11-06 12:19:50.718299; 2015-11-06 12:20:20.798315; 30.080016
cycle_1; md_step_enmd_overhead; 2015-11-06 12:19:50.718299; 2015-11-06 12:19:50.910816; 0.192517
CU_ID; Scheduling; StagingInput; Allocating; Executing; AgentStagingOutputPending; Done; Cycle; Step;
unit.000025; 1446812421.18; 1446812426.29; 1446812428.98; 1446812429.19; 1446812431.03; 1446812435.23; cycle_1; ex_step
unit.000024; 1446812421.18; 1446812425.54; 1446812427.14; 1446812427.34; 1446812429.13; 1446812435.16; cycle_1; ex_step
unit.000027; 1446812421.18; 1446812428.42; 1446812431.62; 1446812431.82; 1446812433.64; 1446812436.32; cycle_1; ex_step
unit.000026; 1446812421.18; 1446812426.6; 1446812429.19; 1446812429.39; 1446812431.23; 1446812436.26; cycle_1; ex_step
unit.000047; 1446812421.21; 1446812425.3; 1446812426.83; 1446812427.03; 1446812428.82; 1446812434.15; cycle_1; ex_step
unit.000046; 1446812421.21; 1446812424.48; 1446812426.17; 1446812426.38; 1446812428.22; 1446812434.07; cycle_1; ex_step
unit.000045; 1446812421.21; 1446812424.29; 1446812425.86; 1446812426.07; 1446812427.92; 1446812433.07; cycle_1; ex_step
unit.000042; 1446812421.2; 1446812421.36; 1446812424.05; 1446812424.25; 1446812426.01; 1446812430.81; cycle_1; ex_step
unit.000029; 1446812421.18; 1446812430.99; 1446812432.61; 1446812432.81; 1446812434.64; 1446812437.35; cycle_1; ex_step
unit.000028; 1446812421.18; 1446812428.42; 1446812434.08; 1446812434.29; 1446812436.05; 1446812438.43; cycle_1; ex_step
unit.000040; 1446812421.2; 1446812437.78; 1446812439.42; 1446812439.62; 1446812441.47; 1446812443.86; cycle_1; ex_step
unit.000044; 1446812421.21; 1446812423.4; 1446812425.14; 1446812425.34; 1446812427.22; 1446812432.99; cycle_1; ex_step
unit.000043; 1446812421.21; 1446812423.29; 1446812424.94; 1446812425.14; 1446812427.02; 1446812431.91; cycle_1; ex_step
unit.000036; 1446812421.19; 1446812435.65; 1446812437.32; 1446812437.52; 1446812439.46; 1446812441.69; cycle_1; ex_step
unit.000037; 1446812421.2; 1446812436.32; 1446812437.97; 1446812438.17; 1446812440.06; 1446812441.74; cycle_1; ex_step
unit.000034; 1446812421.19; 1446812434.59; 1446812436.18; 1446812436.38; 1446812438.25; 1446812440.61; cycle_1; ex_step
unit.000035; 1446812421.19; 1446812435.26; 1446812436.84; 1446812437.04; 1446812438.96; 1446812440.66; cycle_1; ex_step
unit.000032; 1446812421.19; 1446812433.52; 1446812435.22; 1446812435.42; 1446812437.25; 1446812439.52; cycle_1; ex_step
