Pilot wait= 2015-08-24 19:41:00.842138
Pilot active= 2015-08-24 19:46:29.395094
Preloop wait= 2015-08-24 19:46:29.889972
Preloop done= 2015-08-24 19:46:34.589868
Sims-1 wait= 2015-08-24 19:46:51.564679
Sims-1 done= 2015-08-24 19:47:00.380403
Sims-2 wait= 2015-08-24 19:47:18.765430
Sims-2 done= 2015-08-24 19:47:27.948453
Ana-1 wait= 2015-08-24 19:47:28.504673
Ana-1 done= 2015-08-24 19:47:32.575221
Ana-2 wait= 2015-08-24 19:47:33.046184
Ana-2 done= 2015-08-24 19:47:38.335233
Iter done= 2015-08-24 19:47:38.337170
Start= 2015-08-24 19:40:56.141986
Allocating= 2015-08-24 19:40:56.193690
Allocated= 2015-08-24 19:41:00.840828
Executing= 2015-08-24 19:41:00.840988
Deallocating= 2015-08-24 19:47:38.339000
Done= 2015-08-24 19:47:57.351539
