iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-09-29 11:58:51.306561
1,sim,kernel_0,start_time,2015-09-29 11:58:51.308854
1,sim,kernel_0,wait_time,2015-09-29 11:58:51.464083
1,sim,kernel_0,res_time,2015-09-29 11:59:07.676274
1,sim,kernel_0,stop_time,2015-09-29 11:59:07.678172
1,sim,post,start_time,2015-09-29 11:59:07.678220
1,sim,post,stop_time,2015-09-29 11:59:07.680025
1,ana,kernel_0,start_time,2015-09-29 11:59:07.681288
1,ana,kernel_0,wait_time,2015-09-29 11:59:07.892023
1,ana,kernel_0,res_time,2015-09-29 11:59:18.982735
1,ana,kernel_0,stop_time,2015-09-29 11:59:18.984614
1,ana,post,start_time,2015-09-29 11:59:18.984656
1,ana,post,stop_time,2015-09-29 11:59:18.992825
