uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000066, 1, sim, 2015-09-29 11:53:50.554000, 2015-09-29 11:53:52.570000, 2015-09-29 11:53:52.850000, 2015-09-29 11:53:53.134000, 2015-09-29 11:54:02.793000, 2015-09-29 11:54:03.885000
unit.000067, 1, sim, 2015-09-29 11:53:50.562000, 2015-09-29 11:53:52.640000, 2015-09-29 11:53:53.065000, 2015-09-29 11:53:53.555000, 2015-09-29 11:54:03.302000, 2015-09-29 11:54:04.914000
unit.000068, 1, sim, 2015-09-29 11:53:50.564000, 2015-09-29 11:53:52.582000, 2015-09-29 11:53:52.855000, 2015-09-29 11:53:53.222000, 2015-09-29 11:54:02.484000, 2015-09-29 11:54:03.862000
unit.000069, 1, sim, 2015-09-29 11:53:50.568000, 2015-09-29 11:53:52.532000, 2015-09-29 11:53:52.832000, 2015-09-29 11:53:52.908000, 2015-09-29 11:54:01.869000, 2015-09-29 11:54:03.816000
unit.000070, 1, sim, 2015-09-29 11:53:50.569000, 2015-09-29 11:53:52.629000, 2015-09-29 11:53:53.062000, 2015-09-29 11:53:53.523000, 2015-09-29 11:54:03.301000, 2015-09-29 11:54:04.911000
unit.000071, 1, sim, 2015-09-29 11:53:50.574000, 2015-09-29 11:53:52.562000, 2015-09-29 11:53:52.846000, 2015-09-29 11:53:53.045000, 2015-09-29 11:54:02.277000, 2015-09-29 11:54:03.841000
unit.000072, 1, sim, 2015-09-29 11:53:50.576000, 2015-09-29 11:53:52.552000, 2015-09-29 11:53:52.841000, 2015-09-29 11:53:52.986000, 2015-09-29 11:54:02.791000, 2015-09-29 11:54:03.883000
unit.000073, 1, sim, 2015-09-29 11:53:50.583000, 2015-09-29 11:53:52.575000, 2015-09-29 11:53:52.853000, 2015-09-29 11:53:53.185000, 2015-09-29 11:54:02.381000, 2015-09-29 11:54:03.852000
unit.000074, 1, sim, 2015-09-29 11:53:50.584000, 2015-09-29 11:53:52.564000, 2015-09-29 11:53:52.847000, 2015-09-29 11:53:53.074000, 2015-09-29 11:54:02.588000, 2015-09-29 11:54:03.872000
unit.000075, 1, sim, 2015-09-29 11:53:50.588000, 2015-09-29 11:53:52.523000, 2015-09-29 11:53:52.826000, 2015-09-29 11:53:52.868000, 2015-09-29 11:54:01.872000, 2015-09-29 11:54:03.828000
unit.000076, 1, sim, 2015-09-29 11:53:50.594000, 2015-09-29 11:53:52.613000, 2015-09-29 11:53:53.049000, 2015-09-29 11:53:53.443000, 2015-09-29 11:54:03.300000, 2015-09-29 11:54:04.905000
unit.000077, 1, sim, 2015-09-29 11:53:50.595000, 2015-09-29 11:53:52.516000, 2015-09-29 11:53:52.822000, 2015-09-29 11:53:52.844000, 2015-09-29 11:54:01.871000, 2015-09-29 11:54:03.828000
unit.000078, 1, sim, 2015-09-29 11:53:50.597000, 2015-09-29 11:53:52.573000, 2015-09-29 11:53:52.852000, 2015-09-29 11:53:53.176000, 2015-09-29 11:54:02.792000, 2015-09-29 11:54:03.883000
