iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-11-04 11:50:13.400546
None,pre_loop,None,wait_time,2015-11-04 11:50:13.425990
None,pre_loop,None,res_time,2015-11-04 11:50:26.462829
None,pre_loop,None,stop_time,2015-11-04 11:50:26.463530
1,sim,kernel_0,start_time,2015-11-04 11:50:26.467380
1,sim,kernel_0,wait_time,2015-11-04 11:50:26.891277
1,sim,kernel_0,res_time,2015-11-04 11:51:12.180645
1,sim,kernel_0,stop_time,2015-11-04 11:51:12.181854
1,sim,post,start_time,2015-11-04 11:51:12.181884
1,sim,post,stop_time,2015-11-04 11:51:12.190358
1,ana,kernel_0,start_time,2015-11-04 11:51:12.200526
1,ana,kernel_0,wait_time,2015-11-04 11:51:12.228048
1,ana,kernel_0,res_time,2015-11-04 11:51:16.304988
1,ana,kernel_0,stop_time,2015-11-04 11:51:16.306040
1,ana,kernel_1,start_time,2015-11-04 11:51:16.306070
1,ana,kernel_1,wait_time,2015-11-04 11:51:16.317289
1,ana,kernel_1,res_time,2015-11-04 11:51:23.358812
1,ana,kernel_1,stop_time,2015-11-04 11:51:23.360510
1,ana,post,start_time,2015-11-04 11:51:23.360567
1,ana,post,stop_time,2015-11-04 11:51:23.361056
