iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-10-24 17:57:53.188037
None,pre_loop,None,wait_time,2015-10-24 17:57:53.233262
None,pre_loop,None,res_time,2015-10-24 17:58:06.348997
None,pre_loop,None,stop_time,2015-10-24 17:58:06.349729
1,sim,kernel_0,start_time,2015-10-24 17:58:06.352943
1,sim,kernel_0,wait_time,2015-10-24 17:58:06.654393
1,sim,kernel_0,res_time,2015-10-24 18:01:26.497799
1,sim,kernel_0,stop_time,2015-10-24 18:01:26.498220
1,sim,kernel_1,start_time,2015-10-24 18:01:26.498246
1,sim,kernel_1,wait_time,2015-10-24 18:01:26.883624
1,sim,kernel_1,res_time,2015-10-24 18:05:09.284462
1,sim,kernel_1,stop_time,2015-10-24 18:05:09.284855
1,sim,post,start_time,2015-10-24 18:05:09.284881
1,sim,post,stop_time,2015-10-24 18:05:09.286863
1,ana,kernel_0,start_time,2015-10-24 18:05:09.297049
1,ana,kernel_0,wait_time,2015-10-24 18:05:09.362479
1,ana,kernel_0,res_time,2015-10-24 18:05:35.523397
1,ana,kernel_0,stop_time,2015-10-24 18:05:35.524033
1,ana,kernel_1,start_time,2015-10-24 18:05:35.524061
1,ana,kernel_1,wait_time,2015-10-24 18:05:35.551179
1,ana,kernel_1,res_time,2015-10-24 18:05:46.627398
1,ana,kernel_1,stop_time,2015-10-24 18:05:46.628014
1,ana,post,start_time,2015-10-24 18:05:46.628042
1,ana,post,stop_time,2015-10-24 18:05:46.628304
