uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-09-27 20:05:26.853000, 2015-09-27 20:05:27.287000, 2015-09-27 20:05:32.768000, 2015-09-27 20:05:32.781000, 2015-09-27 20:05:34.073000, 2015-09-27 20:05:35.006000
unit.000001, 1, sim, 2015-09-27 20:05:51.766000, 2015-09-27 20:06:20.440000, 2015-09-27 20:06:21.068000, 2015-09-27 20:15:43.755000, 2015-09-27 20:18:56.260000, 2015-09-27 20:18:58.082000
unit.000002, 1, sim, 2015-09-27 20:05:51.768000, 2015-09-27 20:06:16.539000, 2015-09-27 20:06:17.107000, 2015-09-27 20:12:35.236000, 2015-09-27 20:15:45.736000, 2015-09-27 20:15:49.232000
unit.000003, 1, sim, 2015-09-27 20:05:51.774000, 2015-09-27 20:06:21.474000, 2015-09-27 20:06:22.245000, 2015-09-27 20:15:45.730000, 2015-09-27 20:18:56.954000, 2015-09-27 20:18:58.769000
unit.000004, 1, sim, 2015-09-27 20:05:51.776000, 2015-09-27 20:06:44.679000, 2015-09-27 20:06:45.285000, 2015-09-27 20:28:27.456000, 2015-09-27 20:31:37.674000, 2015-09-27 20:31:39.114000
unit.000005, 1, sim, 2015-09-27 20:05:51.786000, 2015-09-27 20:06:22.367000, 2015-09-27 20:06:23.412000, 2015-09-27 20:15:46.228000, 2015-09-27 20:18:56.851000, 2015-09-27 20:18:59.760000
unit.000006, 1, sim, 2015-09-27 20:05:51.787000, 2015-09-27 20:06:22.543000, 2015-09-27 20:06:23.416000, 2015-09-27 20:15:46.255000, 2015-09-27 20:18:56.765000, 2015-09-27 20:18:59.936000
unit.000007, 1, sim, 2015-09-27 20:05:51.789000, 2015-09-27 20:06:29.219000, 2015-09-27 20:06:30.487000, 2015-09-27 20:19:01.577000, 2015-09-27 20:22:12.806000, 2015-09-27 20:22:14.263000
unit.000008, 1, sim, 2015-09-27 20:05:51.795000, 2015-09-27 20:06:22.180000, 2015-09-27 20:06:22.832000, 2015-09-27 20:15:46.032000, 2015-09-27 20:18:56.261000, 2015-09-27 20:18:59.667000
unit.000009, 1, sim, 2015-09-27 20:05:51.796000, 2015-09-27 20:06:45.294000, 2015-09-27 20:06:45.868000, 2015-09-27 20:28:29.761000, 2015-09-27 20:31:42.589000, 2015-09-27 20:31:43.525000
unit.000010, 1, sim, 2015-09-27 20:05:51.806000, 2015-09-27 20:06:29.396000, 2015-09-27 20:06:30.491000, 2015-09-27 20:19:01.806000, 2015-09-27 20:22:13.917000, 2015-09-27 20:22:14.465000
unit.000011, 1, sim, 2015-09-27 20:05:51.808000, 2015-09-27 20:06:29.573000, 2015-09-27 20:06:30.493000, 2015-09-27 20:19:01.985000, 2015-09-27 20:22:12.414000, 2015-09-27 20:22:14.646000
unit.000012, 1, sim, 2015-09-27 20:05:51.818000, 2015-09-27 20:06:16.930000, 2015-09-27 20:06:17.836000, 2015-09-27 20:12:35.748000, 2015-09-27 20:15:50.356000, 2015-09-27 20:15:50.705000
unit.000013, 1, sim, 2015-09-27 20:05:51.821000, 2015-09-27 20:06:42.416000, 2015-09-27 20:06:42.928000, 2015-09-27 20:25:25.449000, 2015-09-27 20:28:37.784000, 2015-09-27 20:28:39.088000
unit.000014, 1, sim, 2015-09-27 20:05:51.827000, 2015-09-27 20:06:44.395000, 2015-09-27 20:06:45.284000, 2015-09-27 20:28:26.556000, 2015-09-27 20:31:37.170000, 2015-09-27 20:31:38.103000
unit.000015, 1, sim, 2015-09-27 20:05:51.829000, 2015-09-27 20:06:45.708000, 2015-09-27 20:06:46.469000, 2015-09-27 20:28:30.865000, 2015-09-27 20:31:41.383000, 2015-09-27 20:31:43.144000
unit.000016, 1, sim, 2015-09-27 20:05:51.838000, 2015-09-27 20:06:47.219000, 2015-09-27 20:06:48.225000, 2015-09-27 20:28:33.070000, 2015-09-27 20:31:43.993000, 2015-09-27 20:31:45.726000
unit.000017, 1, sim, 2015-09-27 20:05:51.842000, 2015-09-27 20:06:48.439000, 2015-09-27 20:06:49.407000, 2015-09-27 20:28:34.678000, 2015-09-27 20:31:45.604000, 2015-09-27 20:31:46.879000
unit.000018, 1, sim, 2015-09-27 20:05:51.844000, 2015-09-27 20:05:58.461000, 2015-09-27 20:05:59.157000, 2015-09-27 20:05:59.169000, 2015-09-27 20:09:17.242000, 2015-09-27 20:09:18.441000
unit.000019, 1, sim, 2015-09-27 20:05:51.845000, 2015-09-27 20:05:58.647000, 2015-09-27 20:05:59.158000, 2015-09-27 20:05:59.169000, 2015-09-27 20:09:16.735000, 2015-09-27 20:09:18.447000
unit.000020, 1, sim, 2015-09-27 20:05:51.855000, 2015-09-27 20:06:30.106000, 2015-09-27 20:06:31.089000, 2015-09-27 20:21:59.976000, 2015-09-27 20:25:10.402000, 2015-09-27 20:25:12.121000
unit.000021, 1, sim, 2015-09-27 20:05:51.857000, 2015-09-27 20:06:31.487000, 2015-09-27 20:06:32.270000, 2015-09-27 20:22:04.482000, 2015-09-27 20:25:16.814000, 2015-09-27 20:25:18.221000
unit.000022, 1, sim, 2015-09-27 20:05:51.870000, 2015-09-27 20:06:31.663000, 2015-09-27 20:06:32.272000, 2015-09-27 20:22:04.684000, 2015-09-27 20:25:15.316000, 2015-09-27 20:25:16.591000
unit.000023, 1, sim, 2015-09-27 20:05:51.872000, 2015-09-27 20:06:19.450000, 2015-09-27 20:06:20.473000, 2015-09-27 20:15:43.418000, 2015-09-27 20:18:54.044000, 2015-09-27 20:18:55.661000
