uid, iter, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 1, sim, 1463684639.6, 1463684655.97, 1463684655.97, 1463684662.06, 1463684662.07, 1463684729.16, 1463684729.49,1463684775.12, 1463684890.12, 1463684890.13, 1463684890.21, 1463684891.13, 1463684891.16
unit.000001, 1, sim, 1463684639.6, 1463684655.8, 1463684655.8, 1463684661.94, 1463684661.95, 1463684727.8, 1463684728.03,1463684773.37, 1463684885.15, 1463684885.16, 1463684885.24, 1463684886.52, 1463684886.55
unit.000002, 1, sim, 1463684639.6, 1463684656.85, 1463684656.85, 1463684662.43, 1463684662.46, 1463684734.0, 1463684734.01,1463684781.59, 1463684895.6, 1463684895.61, 1463684895.69, 1463684896.71, 1463684896.74
unit.000003, 1, sim, 1463684639.6, 1463684656.85, 1463684656.85, 1463684662.69, 1463684662.7, 1463684734.27, 1463684734.57,1463684782.03, 1463684899.24, 1463684899.25, 1463684899.33, 1463684900.29, 1463684900.32
unit.000004, 1, sim, 1463684639.6, 1463684657.26, 1463684657.26, 1463684662.81, 1463684662.82, 1463684736.05, 1463684736.24,1463684783.99, 1463684900.15, 1463684900.16, 1463684900.24, 1463684901.35, 1463684901.38
unit.000005, 1, sim, 1463684639.6, 1463684657.01, 1463684657.01, 1463684662.77, 1463684662.78, 1463684735.49, 1463684735.63,1463684783.29, 1463684895.09, 1463684895.1, 1463684895.19, 1463684896.74, 1463684896.77
unit.000006, 1, sim, 1463684639.6, 1463684657.29, 1463684657.29, 1463684662.83, 1463684662.83, 1463684736.34, 1463684736.52,1463684784.24, 1463684896.3, 1463684896.32, 1463684896.38, 1463684896.8, 1463684896.83
unit.000007, 1, sim, 1463684639.6, 1463684657.44, 1463684657.44, 1463684662.92, 1463684662.93, 1463684737.26, 1463684737.41,1463684785.26, 1463684900.96, 1463684900.97, 1463684901.05, 1463684902.42, 1463684902.46
unit.000008, 1, sim, 1463684639.6, 1463684657.5, 1463684657.5, 1463684662.96, 1463684662.97, 1463684737.86, 1463684738.1,1463684785.84, 1463684902.07, 1463684902.08, 1463684902.16, 1463684903.52, 1463684903.55
unit.000009, 1, sim, 1463684639.6, 1463684657.56, 1463684657.56, 1463684662.99, 1463684663.0, 1463684738.42, 1463684738.44,1463684786.58, 1463684902.18, 1463684902.19, 1463684902.26, 1463684903.55, 1463684903.58
unit.000010, 1, sim, 1463684639.61, 1463684657.65, 1463684657.65, 1463684663.05, 1463684663.06, 1463684739.4, 1463684739.69,1463684787.48, 1463684904.5, 1463684904.57, 1463684904.61, 1463684905.77, 1463684905.8
unit.000011, 1, sim, 1463684639.61, 1463684657.71, 1463684657.71, 1463684663.08, 1463684663.09, 1463684740.02, 1463684740.19,1463684788.45, 1463684904.29, 1463684904.3, 1463684904.48, 1463684905.77, 1463684905.8
unit.000012, 1, sim, 1463684639.61, 1463684657.82, 1463684657.82, 1463684663.19, 1463684663.2, 1463684740.99, 1463684741.19,1463684789.43, 1463684906.43, 1463684906.45, 1463684906.48, 1463684906.98, 1463684907.01
unit.000013, 1, sim, 1463684639.61, 1463684643.08, 1463684643.08, 1463684650.65, 1463684650.66, 1463684651.25, 1463684651.29,1463684654.39, 1463684769.19, 1463684769.25, 1463684769.31, 1463684770.38, 1463684770.4
unit.000014, 1, sim, 1463684639.61, 1463684658.04, 1463684658.04, 1463684663.31, 1463684663.31, 1463684742.89, 1463684743.09,1463684792.0, 1463684905.21, 1463684905.22, 1463684905.27, 1463684905.95, 1463684905.98
unit.000015, 1, sim, 1463684639.61, 1463684644.12, 1463684644.12, 1463684651.79, 1463684651.8, 1463684655.05, 1463684655.08,1463684664.84, 1463684777.62, 1463684777.68, 1463684777.75, 1463684778.56, 1463684778.59
unit.000016, 1, sim, 1463684639.61, 1463684658.22, 1463684658.22, 1463684663.7, 1463684663.71, 1463684744.84, 1463684745.05,1463684794.07, 1463684908.97, 1463684908.98, 1463684909.12, 1463684910.38, 1463684910.42
unit.000017, 1, sim, 1463684639.61, 1463684645.34, 1463684645.34, 1463684652.95, 1463684652.96, 1463684663.13, 1463684663.14,1463684672.91, 1463684784.76, 1463684784.84, 1463684784.91, 1463684785.69, 1463684785.72
unit.000018, 1, sim, 1463684639.61, 1463684658.37, 1463684658.37, 1463684663.79, 1463684663.8, 1463684746.47, 1463684746.78,1463684795.98, 1463684911.77, 1463684911.78, 1463684911.84, 1463684912.65, 1463684912.68
unit.000019, 1, sim, 1463684639.61, 1463684646.11, 1463684646.11, 1463684653.76, 1463684653.77, 1463684665.84, 1463684665.85,1463684679.79, 1463684795.43, 1463684795.44, 1463684795.5, 1463684795.81, 1463684795.84
