Start= 2015-09-03 13:20:23.218498
Allocating= 2015-09-03 13:20:23.244386
Allocated= 2015-09-03 13:20:31.683301
Executing= 2015-09-03 13:20:31.683458
Deallocating= 2015-09-03 14:48:20.620193
Done= 2015-09-03 14:48:39.424563
