uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 0, pre_loop, 1445710081.07, 1445710081.68, 1445710092.23, 1445710092.26, 1445710093.26, 1445710095.25
unit.000001, 1, sim, 1445710096.97, 1445710100.74, 1445710101.52, 1445710101.56, 1445710298.43, 1445710300.54
unit.000002, 1, sim, 1445710096.97, 1445710100.21, 1445710100.91, 1445710100.95, 1445710298.49, 1445710299.81
unit.000003, 1, sim, 1445710096.98, 1445710100.39, 1445710101.45, 1445710101.45, 1445710298.89, 1445710300.16
unit.000004, 1, sim, 1445710096.98, 1445710100.03, 1445710100.87, 1445710100.94, 1445710298.59, 1445710299.63
unit.000005, 1, sim, 1445710097.0, 1445710099.68, 1445710100.79, 1445710100.79, 1445710291.77, 1445710293.48
unit.000006, 1, sim, 1445710097.0, 1445710099.86, 1445710100.83, 1445710100.9, 1445710291.97, 1445710293.66
unit.000007, 1, sim, 1445710097.0, 1445710098.62, 1445710099.19, 1445710099.22, 1445710290.76, 1445710292.57
unit.000008, 1, sim, 1445710097.02, 1445710098.79, 1445710099.61, 1445710099.62, 1445710290.7, 1445710292.6
unit.000009, 1, sim, 1445710097.03, 1445710098.62, 1445710099.21, 1445710099.22, 1445710291.74, 1445710292.77
unit.000010, 1, sim, 1445710097.03, 1445710099.15, 1445710100.24, 1445710100.25, 1445710294.67, 1445710296.0
unit.000011, 1, sim, 1445710097.03, 1445710098.44, 1445710099.17, 1445710099.18, 1445710290.55, 1445710292.39
unit.000012, 1, sim, 1445710097.04, 1445710099.86, 1445710100.86, 1445710100.93, 1445710298.28, 1445710299.46
unit.000013, 1, sim, 1445710097.04, 1445710100.93, 1445710101.79, 1445710101.8, 1445710300.3, 1445710300.73
unit.000014, 1, sim, 1445710097.04, 1445710100.21, 1445710100.92, 1445710100.95, 1445710298.5, 1445710299.99
