iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-10-24 18:08:00.998048
None,pre_loop,None,wait_time,2015-10-24 18:08:01.030934
None,pre_loop,None,res_time,2015-10-24 18:08:15.646208
None,pre_loop,None,stop_time,2015-10-24 18:08:15.646946
1,sim,kernel_0,start_time,2015-10-24 18:08:15.654487
1,sim,kernel_0,wait_time,2015-10-24 18:08:16.165565
1,sim,kernel_0,res_time,2015-10-24 18:11:44.317169
1,sim,kernel_0,stop_time,2015-10-24 18:11:44.317582
1,sim,kernel_1,start_time,2015-10-24 18:11:44.317608
1,sim,kernel_1,wait_time,2015-10-24 18:11:44.897594
1,sim,kernel_1,res_time,2015-10-24 18:15:42.415140
1,sim,kernel_1,stop_time,2015-10-24 18:15:42.415876
1,sim,post,start_time,2015-10-24 18:15:42.415904
1,sim,post,stop_time,2015-10-24 18:15:42.421986
1,ana,kernel_0,start_time,2015-10-24 18:15:42.432139
1,ana,kernel_0,wait_time,2015-10-24 18:15:42.467410
1,ana,kernel_0,res_time,2015-10-24 18:16:08.795302
1,ana,kernel_0,stop_time,2015-10-24 18:16:08.795960
1,ana,kernel_1,start_time,2015-10-24 18:16:08.795987
1,ana,kernel_1,wait_time,2015-10-24 18:16:08.838520
1,ana,kernel_1,res_time,2015-10-24 18:16:24.609243
1,ana,kernel_1,stop_time,2015-10-24 18:16:24.609956
1,ana,post,start_time,2015-10-24 18:16:24.609984
1,ana,post,stop_time,2015-10-24 18:16:24.610277
