iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-11-04 12:00:18.792598
None,pre_loop,None,wait_time,2015-11-04 12:00:18.834833
None,pre_loop,None,res_time,2015-11-04 12:00:31.888926
None,pre_loop,None,stop_time,2015-11-04 12:00:31.889635
1,sim,kernel_0,start_time,2015-11-04 12:00:31.893655
1,sim,kernel_0,wait_time,2015-11-04 12:00:32.266415
1,sim,kernel_0,res_time,2015-11-04 12:01:12.501037
1,sim,kernel_0,stop_time,2015-11-04 12:01:12.501443
1,sim,post,start_time,2015-11-04 12:01:12.501469
1,sim,post,stop_time,2015-11-04 12:01:12.503793
1,ana,kernel_0,start_time,2015-11-04 12:01:12.509652
1,ana,kernel_0,wait_time,2015-11-04 12:01:12.521615
1,ana,kernel_0,res_time,2015-11-04 12:01:16.560676
1,ana,kernel_0,stop_time,2015-11-04 12:01:16.561807
1,ana,kernel_1,start_time,2015-11-04 12:01:16.561837
1,ana,kernel_1,wait_time,2015-11-04 12:01:16.582320
1,ana,kernel_1,res_time,2015-11-04 12:01:22.640701
1,ana,kernel_1,stop_time,2015-11-04 12:01:22.642188
1,ana,post,start_time,2015-11-04 12:01:22.642243
1,ana,post,stop_time,2015-11-04 12:01:22.642634
