iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2015-11-04 11:34:41.393224
None,pre_loop,None,wait_time,2015-11-04 11:34:41.418217
None,pre_loop,None,res_time,2015-11-04 11:34:55.461382
None,pre_loop,None,stop_time,2015-11-04 11:34:55.462037
1,sim,kernel_0,start_time,2015-11-04 11:34:55.465444
1,sim,kernel_0,wait_time,2015-11-04 11:34:55.845572
1,sim,kernel_0,res_time,2015-11-04 11:35:41.389463
1,sim,kernel_0,stop_time,2015-11-04 11:35:41.390694
1,sim,post,start_time,2015-11-04 11:35:41.390724
1,sim,post,stop_time,2015-11-04 11:35:41.395854
1,ana,kernel_0,start_time,2015-11-04 11:35:41.401708
1,ana,kernel_0,wait_time,2015-11-04 11:35:41.415606
1,ana,kernel_0,res_time,2015-11-04 11:35:44.460276
1,ana,kernel_0,stop_time,2015-11-04 11:35:44.461343
1,ana,kernel_1,start_time,2015-11-04 11:35:44.461373
1,ana,kernel_1,wait_time,2015-11-04 11:35:44.485837
1,ana,kernel_1,res_time,2015-11-04 11:35:51.055789
1,ana,kernel_1,stop_time,2015-11-04 11:35:51.057277
1,ana,post,start_time,2015-11-04 11:35:51.057335
1,ana,post,stop_time,2015-11-04 11:35:51.057803
