iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2016-01-20 10:20:05.840016
None,pre_loop,None,wait_time,2016-01-20 10:20:05.848131
None,pre_loop,None,res_time,2016-01-20 10:20:30.421241
None,pre_loop,None,stop_time,2016-01-20 10:20:30.422208
1,sim,kernel_0,start_time,2016-01-20 10:20:30.422943
1,sim,kernel_0,wait_time,2016-01-20 10:20:37.378201
1,sim,kernel_0,res_time,2016-01-20 10:28:39.595394
1,sim,kernel_0,stop_time,2016-01-20 10:28:39.600394
1,sim,post,start_time,2016-01-20 10:28:39.600425
1,sim,post,stop_time,2016-01-20 10:28:39.692788
1,ana,kernel_0,start_time,2016-01-20 10:28:39.921451
1,ana,kernel_0,wait_time,2016-01-20 10:28:40.216656
1,ana,kernel_0,res_time,2016-01-20 10:29:08.909713
1,ana,kernel_0,stop_time,2016-01-20 10:29:08.910445
1,ana,kernel_1,start_time,2016-01-20 10:29:08.910475
1,ana,kernel_1,wait_time,2016-01-20 10:29:09.144846
1,ana,kernel_1,res_time,2016-01-20 10:29:32.947294
1,ana,kernel_1,stop_time,2016-01-20 10:29:32.947917
1,ana,kernel_2,start_time,2016-01-20 10:29:32.947947
1,ana,kernel_2,wait_time,2016-01-20 10:29:33.185919
1,ana,kernel_2,res_time,2016-01-20 10:30:01.901524
1,ana,kernel_2,stop_time,2016-01-20 10:30:01.901883
1,ana,post,start_time,2016-01-20 10:30:01.901914
1,ana,post,stop_time,2016-01-20 10:30:01.902194
