iteration,step,kernel,probe,timestamp

None,pre_loop,None,start_time,2016-01-20 10:32:33.257753
None,pre_loop,None,wait_time,2016-01-20 10:32:33.265887
None,pre_loop,None,res_time,2016-01-20 10:32:58.343140
None,pre_loop,None,stop_time,2016-01-20 10:32:58.344227
1,sim,kernel_0,start_time,2016-01-20 10:32:58.344969
1,sim,kernel_0,wait_time,2016-01-20 10:33:05.380139
1,sim,kernel_0,res_time,2016-01-20 10:38:52.897667
1,sim,kernel_0,stop_time,2016-01-20 10:38:52.902656
1,sim,post,start_time,2016-01-20 10:38:52.902688
1,sim,post,stop_time,2016-01-20 10:38:52.999775
1,ana,kernel_0,start_time,2016-01-20 10:38:53.214451
1,ana,kernel_0,wait_time,2016-01-20 10:38:53.492420
1,ana,kernel_0,res_time,2016-01-20 10:39:24.912338
1,ana,kernel_0,stop_time,2016-01-20 10:39:24.912970
1,ana,kernel_1,start_time,2016-01-20 10:39:24.912999
1,ana,kernel_1,wait_time,2016-01-20 10:39:25.138437
1,ana,kernel_1,res_time,2016-01-20 10:39:52.228288
1,ana,kernel_1,stop_time,2016-01-20 10:39:52.228831
1,ana,kernel_2,start_time,2016-01-20 10:39:52.228860
1,ana,kernel_2,wait_time,2016-01-20 10:39:52.452516
1,ana,kernel_2,res_time,2016-01-20 10:40:27.580305
1,ana,kernel_2,stop_time,2016-01-20 10:40:27.580864
1,ana,post,start_time,2016-01-20 10:40:27.580894
1,ana,post,stop_time,2016-01-20 10:40:27.581149
