Start= 2015-09-03 00:58:31.939072
Allocating= 2015-09-03 00:58:31.964073
Allocated= 2015-09-03 00:58:36.692598
Executing= 2015-09-03 00:58:36.692756
Deallocating= 2015-09-03 01:18:29.311269
Done= 2015-09-03 01:18:46.183391
