Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-03 19:44:58.810532; 2015-11-03 19:44:58.810541; 9e-06
cycle_1; pp_step_enmd_overhead; 2015-11-03 19:44:58.810532; 2015-11-03 19:44:58.810541; 9e-06
cycle_1; ex_step; 2015-11-03 19:44:18.898389; 2015-11-03 19:44:58.810331; 39.911942
cycle_1; ex_step_enmd_overhead; 2015-11-03 19:44:18.898389; 2015-11-03 19:44:19.047972; 0.149583
cycle_1; md_step; 2015-11-03 19:43:34.642036; 2015-11-03 19:44:18.898177; 44.256141
cycle_1; md_step_enmd_overhead; 2015-11-03 19:43:34.642036; 2015-11-03 19:43:34.820439; 0.178403
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000025; 1446579859.52; 1446579867.3; 1446579869.3; 1446579869.55; 1446579886.43; 1446579887.52; cycle_1; ex_step
unit.000024; 1446579859.52; 1446579865.98; 1446579868.13; 1446579868.33; 1446579885.34; 1446579886.43; cycle_1; ex_step
unit.000027; 1446579859.54; 1446579868.71; 1446579870.63; 1446579870.92; 1446579887.52; 1446579888.63; cycle_1; ex_step
unit.000026; 1446579859.53; 1446579867.43; 1446579869.5; 1446579869.7; 1446579886.43; 1446579887.52; cycle_1; ex_step
unit.000047; 1446579859.59; 1446579865.85; 1446579867.82; 1446579868.07; 1446579884.25; 1446579885.33; cycle_1; ex_step
unit.000046; 1446579859.59; 1446579864.56; 1446579866.65; 1446579866.85; 1446579883.34; 1446579884.42; cycle_1; ex_step
unit.000045; 1446579859.59; 1446579864.43; 1446579866.34; 1446579866.54; 1446579883.16; 1446579884.25; cycle_1; ex_step
unit.000042; 1446579859.58; 1446579860.32; 1446579863.84; 1446579864.04; 1446579880.16; 1446579881.25; cycle_1; ex_step
unit.000029; 1446579859.54; 1446579870.13; 1446579872.11; 1446579872.36; 1446579888.63; 1446579889.71; cycle_1; ex_step
unit.000028; 1446579859.54; 1446579868.85; 1446579870.95; 1446579871.15; 1446579887.52; 1446579888.62; cycle_1; ex_step
unit.000040; 1446579859.58; 1446579878.04; 1446579880.17; 1446579880.37; 1446579897.07; 1446579898.16; cycle_1; ex_step
