uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-09-23 22:06:08.896000, 2015-09-23 22:06:10.247000, 2015-09-23 22:06:21.585000, 2015-09-23 22:06:21.597000, 2015-09-23 22:06:22.686000, 2015-09-23 22:06:24.491000
unit.000001, 1, sim, 2015-09-23 22:06:50.827000, 2015-09-23 22:07:28.481000, 2015-09-23 22:07:29.365000, 2015-09-23 23:36:36.221000, 2015-09-23 23:39:48.830000, 2015-09-23 23:39:49.497000
unit.000002, 1, sim, 2015-09-23 22:06:50.835000, 2015-09-23 22:07:26, 2015-09-23 22:07:26.882000, 2015-09-23 23:26:56.935000, 2015-09-23 23:30:09.051000, 2015-09-23 23:30:10.389000
unit.000003, 1, sim, 2015-09-23 22:06:50.837000, 2015-09-23 22:07:51.711000, 2015-09-23 22:07:52.871000, 2015-09-24 01:21:57.905000, 2015-09-24 01:25:08.327000, 2015-09-24 01:25:09.857000
unit.000004, 1, sim, 2015-09-23 22:06:50.846000, 2015-09-23 22:07:51.358000, 2015-09-23 22:07:52.159000, 2015-09-24 01:18:50.694000, 2015-09-24 01:22:02.913000, 2015-09-24 01:22:05.071000
unit.000005, 1, sim, 2015-09-23 22:06:50.848000, 2015-09-23 22:07:25.642000, 2015-09-23 22:07:26.866000, 2015-09-23 23:23:52.532000, 2015-09-23 23:27:04.749000, 2015-09-23 23:27:06.332000
unit.000006, 1, sim, 2015-09-23 22:06:50.854000, 2015-09-23 22:07:29.741000, 2015-09-23 22:07:30.834000, 2015-09-23 23:42:55.047000, 2015-09-23 23:46:06.568000, 2015-09-23 23:46:07.347000
unit.000007, 1, sim, 2015-09-23 22:06:50.856000, 2015-09-23 22:07:29.922000, 2015-09-23 22:07:30.842000, 2015-09-23 23:43:00.160000, 2015-09-23 23:46:10.479000, 2015-09-23 23:46:11.887000
unit.000008, 1, sim, 2015-09-23 22:06:50.857000, 2015-09-23 22:07:52.245000, 2015-09-23 22:07:53.448000, 2015-09-24 01:22:10.743000, 2015-09-24 01:25:21.265000, 2015-09-24 01:25:23.461000
unit.000009, 1, sim, 2015-09-23 22:06:50.866000, 2015-09-23 22:07:30.105000, 2015-09-23 22:07:30.853000, 2015-09-23 23:43:03.274000, 2015-09-23 23:46:17.700000, 2015-09-23 23:46:20.116000
unit.000010, 1, sim, 2015-09-23 22:06:50.867000, 2015-09-23 22:07:30.637000, 2015-09-23 22:07:31.565000, 2015-09-23 23:46:10.487000, 2015-09-23 23:49:21.404000, 2015-09-23 23:49:22.796000
unit.000011, 1, sim, 2015-09-23 22:06:50.879000, 2015-09-23 22:07:30.991000, 2015-09-23 22:07:32.284000, 2015-09-23 23:49:14.389000, 2015-09-23 23:52:27.504000, 2015-09-23 23:52:28.748000
unit.000012, 1, sim, 2015-09-23 22:06:50.880000, 2015-09-23 22:07:31.345000, 2015-09-23 22:07:32.302000, 2015-09-23 23:49:23.719000, 2015-09-23 23:52:34.029000, 2015-09-23 23:52:35.955000
