uid, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000004, step_1, 1456688958.6, 1456688959.48, 1456688959.48, 1456688964.15, 1456688964.16, 1456688964.19, 1456688964.19,1456688964.22, 1456688965.29, 1456688965.37, 1456688965.38, 1456688967.15, 1456688967.92
unit.000005, step_2, 1456688971.06, 1456688972.21, 1456688972.21, 1456688972.75, 1456688972.8, 1456688972.81, 1456688972.81,1456688972.81, 1456688974.91, 1456688980.27, 1456688980.32, 1456688982.4, 1456688995.23
