Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-03 19:33:05.175697; 2015-11-03 19:33:05.175708; 1.1e-05
cycle_1; pp_step_enmd_overhead; 2015-11-03 19:33:05.175697; 2015-11-03 19:33:05.175708; 1.1e-05
cycle_1; ex_step; 2015-11-03 19:31:27.717439; 2015-11-03 19:33:05.175131; 97.457692
cycle_1; ex_step_enmd_overhead; 2015-11-03 19:31:27.717439; 2015-11-03 19:31:28.296962; 0.579523
cycle_1; md_step; 2015-11-03 19:29:16.769233; 2015-11-03 19:31:27.716876; 130.947643
cycle_1; md_step_enmd_overhead; 2015-11-03 19:29:16.769233; 2015-11-03 19:29:17.709259; 0.940026
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000168; 1446579089.87; 1446579102.42; 1446579104.42; 1446579104.69; 1446579121.61; 1446579123.4; cycle_1; ex_step
unit.000169; 1446579089.87; 1446579162.9; 1446579165.03; 1446579165.23; 1446579181.03; 1446579182.15; cycle_1; ex_step
unit.000164; 1446579089.87; 1446579161.45; 1446579163.51; 1446579163.75; 1446579179.94; 1446579181.03; cycle_1; ex_step
unit.000165; 1446579089.87; 1446579161.54; 1446579163.72; 1446579163.92; 1446579180.57; 1446579181.68; cycle_1; ex_step
unit.000166; 1446579089.87; 1446579101.05; 1446579103.07; 1446579103.31; 1446579120.46; 1446579121.61; cycle_1; ex_step
unit.000167; 1446579089.87; 1446579101.24; 1446579103.27; 1446579103.48; 1446579121.61; 1446579123.26; cycle_1; ex_step
unit.000160; 1446579089.86; 1446579098.34; 1446579100.4; 1446579100.6; 1446579119.05; 1446579120.45; cycle_1; ex_step
unit.000161; 1446579089.86; 1446579099.51; 1446579101.58; 1446579101.82; 1446579119.05; 1446579120.44; cycle_1; ex_step
unit.000162; 1446579089.86; 1446579099.82; 1446579101.89; 1446579102.1; 1446579120.44; 1446579121.61; cycle_1; ex_step
unit.000163; 1446579089.86; 1446579160.16; 1446579162.33; 1446579162.53; 1446579178.84; 1446579179.93; cycle_1; ex_step
unit.000173; 1446579089.88; 1446579105.57; 1446579107.57; 1446579107.81; 1446579124.64; 1446579125.73; cycle_1; ex_step
unit.000172; 1446579089.88; 1446579104.33; 1446579106.4; 1446579106.6; 1446579124.36; 1446579125.72; cycle_1; ex_step
unit.000171; 1446579089.88; 1446579103.81; 1446579106.08; 1446579106.32; 1446579123.4; 1446579124.63; cycle_1; ex_step
unit.000170; 1446579089.88; 1446579102.61; 1446579104.97; 1446579105.1; 1446579123.26; 1446579124.35; cycle_1; ex_step
unit.000177; 1446579089.89; 1446579107.12; 1446579109.16; 1446579109.36; 1446579126.82; 1446579127.91; cycle_1; ex_step
unit.000176; 1446579089.89; 1446579106.92; 1446579108.85; 1446579109.05; 1446579125.73; 1446579126.82; cycle_1; ex_step
unit.000175; 1446579089.89; 1446579163.01; 1446579165.23; 1446579165.43; 1446579181.68; 1446579182.99; cycle_1; ex_step
unit.000174; 1446579089.88; 1446579105.76; 1446579107.78; 1446579107.98; 1446579125.72; 1446579126.82; cycle_1; ex_step
unit.000179; 1446579089.89; 1446579108.48; 1446579110.48; 1446579110.68; 1446579127.91; 1446579129.0; cycle_1; ex_step
unit.000178; 1446579089.89; 1446579108.31; 1446579110.16; 1446579110.36; 1446579127.82; 1446579128.91; cycle_1; ex_step
unit.000106; 1446579089.77; 1446579128.23; 1446579130.19; 1446579130.39; 1446579147.25; 1446579148.36; cycle_1; ex_step
unit.000107; 1446579089.77; 1446579128.54; 1446579130.51; 1446579130.71; 1446579147.25; 1446579148.36; cycle_1; ex_step
unit.000104; 1446579089.76; 1446579126.89; 1446579128.88; 1446579129.08; 1446579146.14; 1446579147.25; cycle_1; ex_step
unit.000105; 1446579089.77; 1446579127.25; 1446579129.2; 1446579129.4; 1446579146.14; 1446579147.25; cycle_1; ex_step
unit.000102; 1446579089.76; 1446579125.6; 1446579127.4; 1446579127.6; 1446579144.02; 1446579145.13; cycle_1; ex_step
unit.000103; 1446579089.76; 1446579125.95; 1446579127.88; 1446579128.08; 1446579145.02; 1446579146.13; cycle_1; ex_step
unit.000100; 1446579089.76; 1446579123.54; 1446579126.16; 1446579126.36; 1446579142.93; 1446579144.02; cycle_1; ex_step
unit.000101; 1446579089.76; 1446579124.11; 1446579126.57; 1446579126.77; 1446579142.94; 1446579144.02; cycle_1; ex_step
unit.000108; 1446579089.77; 1446579129.56; 1446579131.68; 1446579131.92; 1446579148.37; 1446579149.5; cycle_1; ex_step
unit.000109; 1446579089.77; 1446579129.88; 1446579131.99; 1446579132.19; 1446579148.36; 1446579149.5; cycle_1; ex_step
unit.000188; 1446579089.91; 1446579115.53; 1446579117.67; 1446579117.93; 1446579135.24; 1446579136.62; cycle_1; ex_step
unit.000189; 1446579089.91; 1446579115.87; 1446579117.98; 1446579118.19; 1446579135.36; 1446579136.45; cycle_1; ex_step
unit.000186; 1446579089.9; 1446579113.88; 1446579116.02; 1446579116.22; 1446579132.12; 1446579133.23; cycle_1; ex_step
unit.000187; 1446579089.9; 1446579113.97; 1446579116.5; 1446579116.7; 1446579133.23; 1446579134.36; cycle_1; ex_step
unit.000184; 1446579089.9; 1446579164.39; 1446579166.54; 1446579166.74; 1446579182.15; 1446579183.39; cycle_1; ex_step
unit.000185; 1446579089.9; 1446579164.43; 1446579166.74; 1446579166.94; 1446579182.99; 1446579184.08; cycle_1; ex_step
unit.000182; 1446579089.9; 1446579112.26; 1446579114.38; 1446579114.58; 1446579131.02; 1446579132.12; cycle_1; ex_step
unit.000183; 1446579089.9; 1446579112.26; 1446579114.68; 1446579114.88; 1446579132.11; 1446579133.23; cycle_1; ex_step
unit.000180; 1446579089.89; 1446579109.68; 1446579112.88; 1446579113.08; 1446579128.91; 1446579130.0; cycle_1; ex_step
unit.000181; 1446579089.89; 1446579109.87; 1446579113.08; 1446579113.28; 1446579130.0; 1446579131.1; cycle_1; ex_step
unit.000115; 1446579089.78; 1446579134.04; 1446579136.69; 1446579136.89; 1446579152.75; 1446579153.85; cycle_1; ex_step
unit.000114; 1446579089.78; 1446579133.86; 1446579136.17; 1446579136.37; 1446579152.74; 1446579153.85; cycle_1; ex_step
unit.000117; 1446579089.79; 1446579136.1; 1446579138.17; 1446579138.37; 1446579154.86; 1446579156.03; cycle_1; ex_step
unit.000116; 1446579089.78; 1446579135.54; 1446579137.86; 1446579138.1; 1446579154.86; 1446579155.99; cycle_1; ex_step
unit.000111; 1446579089.78; 1446579131.27; 1446579133.31; 1446579133.51; 1446579149.5; 1446579150.62; cycle_1; ex_step
unit.000110; 1446579089.77; 1446579131.06; 1446579132.99; 1446579133.19; 1446579149.5; 1446579150.62; cycle_1; ex_step
unit.000113; 1446579089.78; 1446579132.67; 1446579134.69; 1446579134.89; 1446579151.62; 1446579152.74; cycle_1; ex_step
unit.000112; 1446579089.78; 1446579132.46; 1446579134.38; 1446579134.58; 1446579151.62; 1446579152.74; cycle_1; ex_step
unit.000119; 1446579089.79; 1446579137.51; 1446579139.54; 1446579139.74; 1446579156.03; 1446579157.13; cycle_1; ex_step
unit.000118; 1446579089.79; 1446579137.32; 1446579139.34; 1446579139.59; 1446579155.99; 1446579157.09; cycle_1; ex_step
unit.000191; 1446579089.91; 1446579117.3; 1446579120.16; 1446579120.36; 1446579137.63; 1446579138.74; cycle_1; ex_step
unit.000190; 1446579089.91; 1446579117.09; 1446579119.67; 1446579119.87; 1446579136.45; 1446579137.71; cycle_1; ex_step
unit.000128; 1446579089.8; 1446579144.5; 1446579146.63; 1446579146.87; 1446579163.49; 1446579164.57; cycle_1; ex_step
unit.000129; 1446579089.81; 1446579144.78; 1446579146.83; 1446579147.04; 1446579163.55; 1446579164.65; cycle_1; ex_step
unit.000120; 1446579089.79; 1446579138.71; 1446579141.27; 1446579141.47; 1446579158.14; 1446579159.28; cycle_1; ex_step
unit.000121; 1446579089.79; 1446579138.89; 1446579140.85; 1446579141.05; 1446579157.09; 1446579158.2; cycle_1; ex_step
unit.000122; 1446579089.79; 1446579140.17; 1446579142.1; 1446579142.3; 1446579159.21; 1446579160.3; cycle_1; ex_step
unit.000123; 1446579089.8; 1446579140.68; 1446579142.59; 1446579142.79; 1446579159.28; 1446579160.36; cycle_1; ex_step
unit.000124; 1446579089.8; 1446579141.57; 1446579143.59; 1446579143.79; 1446579160.3; 1446579161.39; cycle_1; ex_step
unit.000125; 1446579089.8; 1446579141.96; 1446579143.9; 1446579144.1; 1446579160.36; 1446579161.46; cycle_1; ex_step
unit.000126; 1446579089.8; 1446579143.07; 1446579145.23; 1446579145.41; 1446579162.39; 1446579163.48; cycle_1; ex_step
unit.000127; 1446579089.8; 1446579143.25; 1446579145.46; 1446579145.66; 1446579162.46; 1446579163.55; cycle_1; ex_step
unit.000139; 1446579089.82; 1446579151.74; 1446579153.78; 1446579153.98; 1446579171.09; 1446579172.19; cycle_1; ex_step
unit.000138; 1446579089.82; 1446579151.54; 1446579153.47; 1446579153.67; 1446579170.95; 1446579172.08; cycle_1; ex_step
unit.000137; 1446579089.82; 1446579150.36; 1446579152.46; 1446579152.67; 1446579168.92; 1446579170.0; cycle_1; ex_step
unit.000136; 1446579089.82; 1446579150.16; 1446579152.15; 1446579152.44; 1446579168.85; 1446579169.94; cycle_1; ex_step
unit.000135; 1446579089.82; 1446579148.97; 1446579150.97; 1446579151.17; 1446579167.83; 1446579168.91; cycle_1; ex_step
unit.000134; 1446579089.81; 1446579148.77; 1446579150.66; 1446579150.86; 1446579167.77; 1446579168.85; cycle_1; ex_step
unit.000133; 1446579089.81; 1446579147.58; 1446579149.59; 1446579149.79; 1446579166.74; 1446579167.83; cycle_1; ex_step
unit.000132; 1446579089.81; 1446579147.38; 1446579149.39; 1446579149.63; 1446579166.68; 1446579167.77; cycle_1; ex_step
unit.000131; 1446579089.81; 1446579146.2; 1446579148.22; 1446579148.42; 1446579164.65; 1446579165.74; cycle_1; ex_step
unit.000130; 1446579089.81; 1446579146.0; 1446579147.91; 1446579148.11; 1446579164.57; 1446579165.68; cycle_1; ex_step
unit.000148; 1446579089.84; 1446579158.63; 1446579160.63; 1446579160.87; 1446579176.58; 1446579177.75; cycle_1; ex_step
unit.000149; 1446579089.84; 1446579158.78; 1446579160.83; 1446579161.03; 1446579177.47; 1446579178.56; cycle_1; ex_step
unit.000142; 1446579089.83; 1446579154.31; 1446579156.34; 1446579156.62; 1446579173.17; 1446579174.26; cycle_1; ex_step
unit.000143; 1446579089.83; 1446579154.51; 1446579156.65; 1446579157.0; 1446579173.29; 1446579174.39; cycle_1; ex_step
unit.000140; 1446579089.82; 1446579152.95; 1446579154.85; 1446579155.06; 1446579172.08; 1446579173.17; cycle_1; ex_step
unit.000141; 1446579089.83; 1446579153.12; 1446579155.17; 1446579155.37; 1446579172.19; 1446579173.29; cycle_1; ex_step
unit.000146; 1446579089.83; 1446579157.11; 1446579159.14; 1446579159.38; 1446579175.47; 1446579176.58; cycle_1; ex_step
unit.000147; 1446579089.84; 1446579157.31; 1446579159.45; 1446579159.65; 1446579176.37; 1446579177.47; cycle_1; ex_step
unit.000144; 1446579089.83; 1446579155.71; 1446579157.65; 1446579157.85; 1446579174.26; 1446579175.36; cycle_1; ex_step
unit.000145; 1446579089.83; 1446579155.92; 1446579157.96; 1446579158.17; 1446579174.39; 1446579175.47; cycle_1; ex_step
unit.000098; 1446579089.76; 1446579120.92; 1446579124.25; 1446579124.42; 1446579141.84; 1446579142.93; cycle_1; ex_step
unit.000099; 1446579089.76; 1446579121.28; 1446579124.86; 1446579125.32; 1446579141.86; 1446579142.94; cycle_1; ex_step
unit.000159; 1446579089.86; 1446579098.14; 1446579100.09; 1446579100.29; 1446579117.95; 1446579119.05; cycle_1; ex_step
unit.000158; 1446579089.85; 1446579096.96; 1446579099.0; 1446579099.2; 1446579117.94; 1446579119.05; cycle_1; ex_step
unit.000096; 1446579089.75; 1446579119.04; 1446579121.5; 1446579121.7; 1446579138.71; 1446579139.85; cycle_1; ex_step
unit.000097; 1446579089.75; 1446579119.54; 1446579121.81; 1446579122.01; 1446579138.74; 1446579139.83; cycle_1; ex_step
unit.000151; 1446579089.84; 1446579091.04; 1446579094.59; 1446579094.79; 1446579110.67; 1446579114.49; cycle_1; ex_step
unit.000150; 1446579089.84; 1446579160.04; 1446579162.13; 1446579162.33; 1446579177.75; 1446579178.84; cycle_1; ex_step
unit.000153; 1446579089.85; 1446579093.98; 1446579096.09; 1446579096.29; 1446579114.49; 1446579115.59; cycle_1; ex_step
unit.000152; 1446579089.84; 1446579091.04; 1446579094.79; 1446579094.99; 1446579110.97; 1446579115.69; cycle_1; ex_step
unit.000155; 1446579089.85; 1446579095.39; 1446579097.31; 1446579097.51; 1446579115.69; 1446579116.78; cycle_1; ex_step
