uid, iter, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 1, sim, 1468506571.83, 1468506575.95, 1468506575.95, 1468506577.35, 1468506577.35, 1468506577.36, 1468506577.36,1468506577.36, 1468506589.25, 1468506589.29, 1468506589.29, 1468506591.97, 1468506592.07
unit.000001, 1, sim, 1468506571.83, 1468506572.94, 1468506572.94, 1468506576.76, 1468506576.77, 1468506576.77, 1468506576.78,1468506576.8, 1468506588.03, 1468506588.1, 1468506588.11, 1468506588.95, 1468506589.05
unit.000002, 1, sim, 1468506571.83, 1468506573.14, 1468506573.14, 1468506576.77, 1468506576.77, 1468506576.79, 1468506576.79,1468506576.93, 1468506588.08, 1468506588.11, 1468506588.11, 1468506589.15, 1468506589.25
unit.000003, 1, sim, 1468506571.83, 1468506573.34, 1468506573.34, 1468506576.78, 1468506576.78, 1468506576.8, 1468506576.8,1468506576.93, 1468506588.08, 1468506588.11, 1468506588.11, 1468506589.35, 1468506589.45
unit.000004, 1, sim, 1468506571.83, 1468506573.54, 1468506573.54, 1468506576.8, 1468506576.8, 1468506576.81, 1468506576.81,1468506576.94, 1468506588.08, 1468506588.11, 1468506588.12, 1468506589.55, 1468506589.65
unit.000005, 1, sim, 1468506571.83, 1468506573.74, 1468506573.74, 1468506576.81, 1468506576.82, 1468506576.82, 1468506576.82,1468506576.94, 1468506588.08, 1468506588.12, 1468506588.12, 1468506589.75, 1468506589.85
unit.000006, 1, sim, 1468506571.83, 1468506573.94, 1468506573.94, 1468506576.83, 1468506576.83, 1468506576.83, 1468506576.83,1468506576.94, 1468506588.08, 1468506588.12, 1468506588.12, 1468506589.95, 1468506590.05
unit.000007, 1, sim, 1468506571.83, 1468506574.14, 1468506574.14, 1468506576.84, 1468506576.84, 1468506576.84, 1468506576.85,1468506576.95, 1468506588.09, 1468506588.12, 1468506588.13, 1468506590.16, 1468506590.26
unit.000008, 1, sim, 1468506571.83, 1468506574.34, 1468506574.34, 1468506576.85, 1468506576.86, 1468506576.86, 1468506576.86,1468506576.95, 1468506588.09, 1468506588.13, 1468506588.13, 1468506590.36, 1468506590.46
unit.000009, 1, sim, 1468506571.83, 1468506574.56, 1468506574.56, 1468506576.87, 1468506576.87, 1468506576.88, 1468506576.88,1468506576.97, 1468506589.25, 1468506589.29, 1468506589.29, 1468506590.66, 1468506590.76
unit.000010, 1, sim, 1468506571.83, 1468506574.76, 1468506574.76, 1468506576.88, 1468506576.89, 1468506576.89, 1468506576.89,1468506576.97, 1468506589.26, 1468506589.3, 1468506589.3, 1468506590.86, 1468506590.96
unit.000011, 1, sim, 1468506571.84, 1468506574.96, 1468506574.96, 1468506576.9, 1468506576.9, 1468506576.9, 1468506576.91,1468506576.98, 1468506589.25, 1468506589.29, 1468506589.29, 1468506591.06, 1468506591.16
unit.000012, 1, sim, 1468506571.84, 1468506575.16, 1468506575.16, 1468506576.91, 1468506576.91, 1468506576.92, 1468506576.92,1468506576.98, 1468506589.26, 1468506589.31, 1468506589.31, 1468506591.26, 1468506591.36
unit.000013, 1, sim, 1468506571.84, 1468506575.35, 1468506575.35, 1468506576.92, 1468506576.93, 1468506576.93, 1468506576.93,1468506577.0, 1468506589.25, 1468506589.3, 1468506589.3, 1468506591.46, 1468506591.56
unit.000014, 1, sim, 1468506571.84, 1468506575.55, 1468506575.55, 1468506576.96, 1468506576.96, 1468506576.96, 1468506576.97,1468506577.02, 1468506589.26, 1468506589.31, 1468506589.31, 1468506591.66, 1468506591.76
unit.000015, 1, sim, 1468506571.84, 1468506575.75, 1468506575.75, 1468506577.21, 1468506577.21, 1468506577.21, 1468506577.22,1468506577.23, 1468506589.25, 1468506589.3, 1468506589.3, 1468506591.86, 1468506591.96
unit.000016, 1, sim, 1468506571.84, 1468506575.95, 1468506575.95, 1468506577.35, 1468506577.36, 1468506577.36, 1468506577.36,1468506577.39, 1468506589.26, 1468506589.31, 1468506589.31, 1468506592.06, 1468506592.16
unit.000017, 1, sim, 1468506571.84, 1468506572.94, 1468506572.94, 1468506576.77, 1468506576.77, 1468506576.78, 1468506576.78,1468506576.88, 1468506588.09, 1468506588.13, 1468506588.13, 1468506589.06, 1468506589.16
unit.000018, 1, sim, 1468506571.84, 1468506573.14, 1468506573.14, 1468506576.77, 1468506576.78, 1468506576.79, 1468506576.79,1468506576.93, 1468506588.1, 1468506588.14, 1468506588.15, 1468506589.26, 1468506589.36
