Start= 2015-09-03 00:25:43.499281
Allocating= 2015-09-03 00:25:43.523796
Allocated= 2015-09-03 00:25:49.418191
Executing= 2015-09-03 00:25:49.418356
Deallocating= 2015-09-03 00:40:56.383236
Done= 2015-09-03 00:41:14.445251
