uid, iter, step, Scheduling, StagingInput, AgentStagingInputPending, AgentStagingInput, AllocatingPending, Allocating, ExecutingPending, Executing, AgentStagingOutputPending, AgentStagingOutput, PendingOutputStaging, StagingOutput, Done

unit.000000, 1, sim, 1468432158.78, 1468432161.13, 1468432161.13, 1468432165.18, 1468432165.2, 1468432165.2, 1468432165.21,1468432165.71, 1468432176.78, 1468432176.93, 1468432176.94, 1468432178.26, 1468432178.36
unit.000001, 1, sim, 1468432158.78, 1468432161.71, 1468432161.71, 1468432165.23, 1468432165.23, 1468432165.24, 1468432165.24,1468432165.86, 1468432178.3, 1468432178.38, 1468432178.4, 1468432178.8, 1468432178.89
unit.000002, 1, sim, 1468432158.78, 1468432161.92, 1468432161.92, 1468432165.25, 1468432165.25, 1468432165.25, 1468432165.26,1468432166.23, 1468432178.29, 1468432178.31, 1468432178.33, 1468432179.06, 1468432179.16
unit.000003, 1, sim, 1468432158.78, 1468432162.29, 1468432162.29, 1468432165.27, 1468432165.27, 1468432165.27, 1468432165.28,1468432166.34, 1468432178.39, 1468432178.48, 1468432178.49, 1468432179.38, 1468432179.48
unit.000004, 1, sim, 1468432158.78, 1468432162.52, 1468432162.52, 1468432165.29, 1468432165.29, 1468432165.29, 1468432165.3,1468432166.47, 1468432178.31, 1468432178.45, 1468432178.46, 1468432179.65, 1468432179.75
unit.000005, 1, sim, 1468432158.78, 1468432162.72, 1468432162.72, 1468432165.3, 1468432165.3, 1468432165.31, 1468432165.31,1468432166.54, 1468432178.4, 1468432178.53, 1468432178.55, 1468432179.85, 1468432179.95
unit.000006, 1, sim, 1468432158.78, 1468432159.94, 1468432159.94, 1468432165.1, 1468432165.1, 1468432165.16, 1468432165.16,1468432165.28, 1468432176.88, 1468432177.0, 1468432177.02, 1468432177.02, 1468432177.13
unit.000007, 1, sim, 1468432158.78, 1468432159.94, 1468432159.94, 1468432165.1, 1468432165.1, 1468432165.16, 1468432165.16,1468432165.32, 1468432176.67, 1468432176.82, 1468432176.83, 1468432177.07, 1468432177.17
unit.000008, 1, sim, 1468432158.78, 1468432160.14, 1468432160.14, 1468432165.11, 1468432165.11, 1468432165.17, 1468432165.17,1468432165.34, 1468432176.77, 1468432176.86, 1468432176.88, 1468432177.27, 1468432177.37
unit.000009, 1, sim, 1468432158.78, 1468432160.33, 1468432160.33, 1468432165.12, 1468432165.12, 1468432165.17, 1468432165.17,1468432165.37, 1468432176.78, 1468432176.96, 1468432176.98, 1468432177.42, 1468432177.52
unit.000010, 1, sim, 1468432158.78, 1468432160.52, 1468432160.52, 1468432165.12, 1468432165.13, 1468432165.18, 1468432165.18,1468432165.43, 1468432176.73, 1468432176.84, 1468432176.85, 1468432177.62, 1468432177.72
unit.000011, 1, sim, 1468432158.78, 1468432160.54, 1468432160.54, 1468432165.13, 1468432165.13, 1468432165.18, 1468432165.19,1468432165.47, 1468432176.88, 1468432177.02, 1468432177.04, 1468432177.67, 1468432177.76
unit.000012, 1, sim, 1468432158.78, 1468432160.73, 1468432160.73, 1468432165.14, 1468432165.14, 1468432165.19, 1468432165.19,1468432165.53, 1468432176.88, 1468432177.06, 1468432177.07, 1468432177.87, 1468432177.96
