uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-09-23 23:56:20.235000, 2015-09-23 23:56:21.628000, 2015-09-23 23:56:33.809000, 2015-09-23 23:56:33.822000, 2015-09-23 23:56:34.690000, 2015-09-23 23:56:35.930000
unit.000001, 1, sim, 2015-09-23 23:56:39.695000, 2015-09-23 23:56:47.995000, 2015-09-23 23:56:48.571000, 2015-09-24 00:00:03.084000, 2015-09-24 00:03:15.261000, 2015-09-24 00:03:17.293000
unit.000002, 1, sim, 2015-09-23 23:56:39.696000, 2015-09-23 23:56:44.423000, 2015-09-23 23:56:45.134000, 2015-09-23 23:56:45.158000, 2015-09-23 23:59:58.426000, 2015-09-23 23:59:59.405000
unit.000003, 1, sim, 2015-09-23 23:56:39.708000, 2015-09-23 23:56:47.819000, 2015-09-23 23:56:48.565000, 2015-09-24 00:00:02.976000, 2015-09-24 00:03:13.346000, 2015-09-24 00:03:14.588000
unit.000004, 1, sim, 2015-09-23 23:56:39.714000, 2015-09-23 23:56:48.349000, 2015-09-23 23:56:49.453000, 2015-09-24 00:00:03.304000, 2015-09-24 00:03:16.083000, 2015-09-24 00:03:17.310000
unit.000005, 1, sim, 2015-09-23 23:56:39.718000, 2015-09-23 23:56:45.868000, 2015-09-23 23:56:46.636000, 2015-09-23 23:56:46.672000, 2015-09-24 00:00:03.290000, 2015-09-24 00:00:04.841000
unit.000006, 1, sim, 2015-09-23 23:56:39.720000, 2015-09-23 23:56:43.876000, 2015-09-23 23:56:45.121000, 2015-09-23 23:56:45.132000, 2015-09-23 23:59:55.713000, 2015-09-23 23:59:56.871000
unit.000007, 1, sim, 2015-09-23 23:56:39.721000, 2015-09-23 23:56:46.220000, 2015-09-23 23:56:47.362000, 2015-09-23 23:56:47.381000, 2015-09-24 00:00:03.496000, 2015-09-24 00:00:05.558000
unit.000008, 1, sim, 2015-09-23 23:56:39.731000, 2015-09-23 23:56:48.525000, 2015-09-23 23:56:49.460000, 2015-09-24 00:00:03.512000, 2015-09-24 00:03:15.975000, 2015-09-24 00:03:17.487000
unit.000009, 1, sim, 2015-09-23 23:56:39.740000, 2015-09-23 23:56:45.161000, 2015-09-23 23:56:45.891000, 2015-09-23 23:56:45.939000, 2015-09-24 00:00:02.759000, 2015-09-24 00:00:04.486000
unit.000010, 1, sim, 2015-09-23 23:56:39.741000, 2015-09-23 23:56:44.066000, 2015-09-23 23:56:45.126000, 2015-09-23 23:56:45.141000, 2015-09-23 23:59:55.610000, 2015-09-23 23:59:56.877000
unit.000011, 1, sim, 2015-09-23 23:56:39.743000, 2015-09-23 23:56:48.171000, 2015-09-23 23:56:49.446000, 2015-09-24 00:00:03.192000, 2015-09-24 00:03:16.388000, 2015-09-24 00:03:17.651000
unit.000012, 1, sim, 2015-09-23 23:56:39.744000, 2015-09-23 23:56:47.466000, 2015-09-23 23:56:48.551000, 2015-09-24 00:00:02.665000, 2015-09-24 00:03:15.258000, 2015-09-24 00:03:17.114000
unit.000013, 1, sim, 2015-09-23 23:56:39.752000, 2015-09-23 23:56:45.692000, 2015-09-23 23:56:46.628000, 2015-09-23 23:56:46.656000, 2015-09-24 00:00:03.184000, 2015-09-24 00:00:04.664000
unit.000014, 1, sim, 2015-09-23 23:56:39.753000, 2015-09-23 23:56:45.516000, 2015-09-23 23:56:46.620000, 2015-09-23 23:56:46.638000, 2015-09-24 00:00:03.704000, 2015-09-24 00:00:05.025000
unit.000015, 1, sim, 2015-09-23 23:56:39.758000, 2015-09-23 23:56:47.642000, 2015-09-23 23:56:48.558000, 2015-09-24 00:00:02.775000, 2015-09-24 00:03:13.649000, 2015-09-24 00:03:14.412000
unit.000016, 1, sim, 2015-09-23 23:56:39.768000, 2015-09-23 23:56:48.041000, 2015-09-23 23:56:48.575000, 2015-09-24 00:00:03.094000, 2015-09-24 00:03:13.652000, 2015-09-24 00:03:14.772000
