Pilot wait= 2015-08-22 14:03:37.262174
Pilot active= 2015-08-22 16:00:28.628633
Preloop wait= 2015-08-22 16:00:29.222611
Preloop done= 2015-08-22 16:00:45.140836
Sims-1 wait= 2015-08-22 16:01:53.194110
Sims-1 done= 2015-08-22 16:05:28.794272
Sims-2 wait= 2015-08-22 16:06:39.687429
Sims-2 done= 2015-08-22 16:30:27.488713
Ana-1 wait= 2015-08-22 16:30:29.535279
Ana-1 done= 2015-08-22 17:10:57.282539
Ana-2 wait= 2015-08-22 17:10:59.036068
Ana-2 done= 2015-08-22 17:14:10.553430
Iter done= 2015-08-22 17:14:10.555528
Start= 2015-08-22 14:03:26.547511
Allocating= 2015-08-22 14:03:26.583051
Allocated= 2015-08-22 14:03:37.260276
Executing= 2015-08-22 14:03:37.260454
Deallocating= 2015-08-22 17:14:10.562867
Done= 2015-08-22 17:14:29.489556
