,Active,Canceled,Done,Failed,Launching,New,PendingActive,PendingLaunch,cores,finished,n_units,pid,resource,runtime,sid,started
0,83.43336701393127,135.7056348323822,,,7.411604881286621,6.9248528480529785,44.51377296447754,6.9248528480529785,16,135.7056348323822,17,pilot.0000,xsede.stampede,10,rp.session.radical.vivek.016996.0015,83.43336701393127
