iteration,step,kernel,probe,timestamp

1,sim,kernel_0,start_time,2016-07-14 22:11:11.352448
1,sim,kernel_0,wait_time,2016-07-14 22:11:11.387155
1,sim,kernel_0,res_time,2016-07-14 22:11:40.627687
1,sim,kernel_0,stop_time,2016-07-14 22:11:40.627939
1,sim,post,start_time,2016-07-14 22:11:40.627999
1,sim,post,stop_time,2016-07-14 22:11:40.628804
1,ana,kernel_0,start_time,2016-07-14 22:11:40.629104
1,ana,kernel_0,wait_time,2016-07-14 22:11:40.630907
1,ana,kernel_0,res_time,2016-07-14 22:11:50.232074
1,ana,kernel_0,stop_time,2016-07-14 22:11:50.232300
1,ana,post,start_time,2016-07-14 22:11:50.232370
1,ana,post,stop_time,2016-07-14 22:11:50.232534
