uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-10-07 14:52:18.491000, 2015-10-07 14:52:19.476000, 2015-10-07 14:52:30.067000, 2015-10-07 14:52:30.079000, 2015-10-07 14:52:31.869000, 2015-10-07 14:52:32.751000
unit.000001, 1, sim, 2015-10-07 14:52:36.532000, 2015-10-07 14:52:39.393000, 2015-10-07 14:52:40.375000, 2015-10-07 14:52:40.392000, 2015-10-07 14:57:39.361000, 2015-10-07 14:57:41.306000
unit.000002, 1, sim, 2015-10-07 14:52:36.543000, 2015-10-07 14:52:41.009000, 2015-10-07 14:52:41.694000, 2015-10-07 14:52:41.771000, 2015-10-07 14:57:38.243000, 2015-10-07 14:57:40.378000
unit.000003, 1, sim, 2015-10-07 14:52:36.550000, 2015-10-07 14:52:40.769000, 2015-10-07 14:52:41.681000, 2015-10-07 14:52:41.723000, 2015-10-07 14:57:38.039000, 2015-10-07 14:57:40.206000
unit.000004, 1, sim, 2015-10-07 14:52:36.552000, 2015-10-07 14:52:40.099000, 2015-10-07 14:52:41.033000, 2015-10-07 14:52:41.058000, 2015-10-07 14:57:37.125000, 2015-10-07 14:57:38.564000
unit.000005, 1, sim, 2015-10-07 14:52:36.559000, 2015-10-07 14:52:38.363000, 2015-10-07 14:52:39.213000, 2015-10-07 14:52:39.224000, 2015-10-07 14:57:37.835000, 2015-10-07 14:57:38.925000
unit.000006, 1, sim, 2015-10-07 14:52:36.560000, 2015-10-07 14:52:39.348000, 2015-10-07 14:52:40.371000, 2015-10-07 14:52:40.382000, 2015-10-07 14:57:38.953000, 2015-10-07 14:57:40.763000
unit.000007, 1, sim, 2015-10-07 14:52:36.570000, 2015-10-07 14:52:39.570000, 2015-10-07 14:52:40.383000, 2015-10-07 14:52:40.410000, 2015-10-07 14:57:34.799000, 2015-10-07 14:57:35.985000
unit.000008, 1, sim, 2015-10-07 14:52:36.572000, 2015-10-07 14:52:39.747000, 2015-10-07 14:52:40.391000, 2015-10-07 14:52:40.435000, 2015-10-07 14:57:35.102000, 2015-10-07 14:57:36.174000
unit.000009, 1, sim, 2015-10-07 14:52:36.573000, 2015-10-07 14:52:40.416000, 2015-10-07 14:52:41.046000, 2015-10-07 14:52:41.095000, 2015-10-07 14:57:36.111000, 2015-10-07 14:57:37.992000
unit.000010, 1, sim, 2015-10-07 14:52:36.583000, 2015-10-07 14:52:40.471000, 2015-10-07 14:52:41.664000, 2015-10-07 14:52:41.676000, 2015-10-07 14:57:37.937000, 2015-10-07 14:57:40.183000
unit.000011, 1, sim, 2015-10-07 14:52:36.589000, 2015-10-07 14:52:40.946000, 2015-10-07 14:52:41.689000, 2015-10-07 14:52:41.756000, 2015-10-07 14:57:36.415000, 2015-10-07 14:57:38.175000
unit.000012, 1, sim, 2015-10-07 14:52:36.591000, 2015-10-07 14:52:39.923000, 2015-10-07 14:52:41.023000, 2015-10-07 14:52:41.039000, 2015-10-07 14:57:35.807000, 2015-10-07 14:57:37.653000
unit.000013, 1, sim, 2015-10-07 14:52:36.592000, 2015-10-07 14:52:40.592000, 2015-10-07 14:52:41.669000, 2015-10-07 14:52:41.688000, 2015-10-07 14:57:35.809000, 2015-10-07 14:57:37.830000
unit.000014, 1, sim, 2015-10-07 14:52:36.610000, 2015-10-07 14:52:38.773000, 2015-10-07 14:52:39.730000, 2015-10-07 14:52:39.745000, 2015-10-07 14:57:39.054000, 2015-10-07 14:57:40.927000
unit.000015, 1, sim, 2015-10-07 14:52:36.611000, 2015-10-07 14:52:40.826000, 2015-10-07 14:52:41.685000, 2015-10-07 14:52:41.736000, 2015-10-07 14:57:36.921000, 2015-10-07 14:57:38.379000
unit.000016, 1, sim, 2015-10-07 14:52:36.613000, 2015-10-07 14:52:41.373000, 2015-10-07 14:52:42.208000, 2015-10-07 14:52:42.233000, 2015-10-07 14:57:36.417000, 2015-10-07 14:57:38.193000
unit.000017, 1, sim, 2015-10-07 14:52:36.619000, 2015-10-07 14:52:41.305000, 2015-10-07 14:52:42.203000, 2015-10-07 14:52:42.225000, 2015-10-07 14:57:38.347000, 2015-10-07 14:57:40.563000
unit.000018, 1, sim, 2015-10-07 14:52:36.621000, 2015-10-07 14:52:41.554000, 2015-10-07 14:52:42.215000, 2015-10-07 14:52:42.251000, 2015-10-07 14:57:38.345000, 2015-10-07 14:57:40.398000
unit.000019, 1, sim, 2015-10-07 14:52:36.637000, 2015-10-07 14:52:40.235000, 2015-10-07 14:52:41.037000, 2015-10-07 14:52:41.069000, 2015-10-07 14:57:37.023000, 2015-10-07 14:57:38.547000
