Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-06 12:24:22.593942; 2015-11-06 12:24:22.593952; 1e-05
cycle_1; pp_step_enmd_overhead; 2015-11-06 12:24:22.593942; 2015-11-06 12:24:22.593952; 1e-05
cycle_1; ex_step; 2015-11-06 12:23:42.981954; 2015-11-06 12:24:22.593642; 39.611688
cycle_1; ex_step_enmd_overhead; 2015-11-06 12:23:42.981954; 2015-11-06 12:23:43.294937; 0.312983
cycle_1; md_step; 2015-11-06 12:22:53.386478; 2015-11-06 12:23:42.981644; 49.595166
cycle_1; md_step_enmd_overhead; 2015-11-06 12:22:53.386478; 2015-11-06 12:22:53.743004; 0.356526
CU_ID; Scheduling; StagingInput; Allocating; Executing; AgentStagingOutputPending; Done; Cycle; Step;
unit.000049; 1446812623.74; 1446812624.19; 1446812626.98; 1446812627.18; 1446812629.04; 1446812633.86; cycle_1; ex_step
unit.000048; 1446812623.74; 1446812624.19; 1446812626.67; 1446812626.87; 1446812628.74; 1446812635.08; cycle_1; ex_step
unit.000074; 1446812623.78; 1446812642.97; 1446812644.76; 1446812644.96; 1446812646.8; 1446812649.16; cycle_1; ex_step
unit.000087; 1446812623.8; 1446812650.72; 1446812652.4; 1446812652.6; 1446812654.43; 1446812656.71; cycle_1; ex_step
unit.000086; 1446812623.8; 1446812650.21; 1446812652.08; 1446812652.29; 1446812654.12; 1446812656.68; cycle_1; ex_step
unit.000089; 1446812623.81; 1446812651.79; 1446812653.53; 1446812653.73; 1446812655.63; 1446812657.79; cycle_1; ex_step
unit.000092; 1446812623.81; 1446812653.85; 1446812655.5; 1446812655.7; 1446812657.53; 1446812659.94; cycle_1; ex_step
unit.000069; 1446812623.77; 1446812639.8; 1446812641.49; 1446812641.69; 1446812643.49; 1446812645.91; cycle_1; ex_step
unit.000068; 1446812623.77; 1446812639.41; 1446812641.01; 1446812641.21; 1446812643.29; 1446812645.87; cycle_1; ex_step
unit.000085; 1446812623.79; 1446812648.86; 1446812651.26; 1446812651.46; 1446812653.52; 1446812655.63; cycle_1; ex_step
unit.000084; 1446812623.79; 1446812648.45; 1446812650.78; 1446812650.98; 1446812652.82; 1446812655.59; cycle_1; ex_step
unit.000083; 1446812623.79; 1446812647.77; 1446812649.44; 1446812650.19; 1446812652.22; 1446812654.54; cycle_1; ex_step
unit.000082; 1446812623.79; 1446812647.38; 1446812648.96; 1446812649.16; 1446812651.92; 1446812654.5; cycle_1; ex_step
unit.000081; 1446812623.79; 1446812646.7; 1446812648.31; 1446812648.51; 1446812650.51; 1446812653.42; cycle_1; ex_step
unit.000080; 1446812623.79; 1446812646.31; 1446812647.99; 1446812648.2; 1446812650.31; 1446812652.46; cycle_1; ex_step
unit.000061; 1446812623.76; 1446812635.14; 1446812636.8; 1446812637.06; 1446812638.87; 1446812640.58; cycle_1; ex_step
unit.000060; 1446812623.75; 1446812634.03; 1446812635.64; 1446812635.84; 1446812637.67; 1446812640.38; cycle_1; ex_step
unit.000063; 1446812623.76; 1446812636.62; 1446812638.25; 1446812638.46; 1446812640.27; 1446812642.62; cycle_1; ex_step
unit.000062; 1446812623.76; 1446812636.21; 1446812637.77; 1446812637.97; 1446812639.87; 1446812641.67; cycle_1; ex_step
unit.000065; 1446812623.76; 1446812637.68; 1446812639.39; 1446812639.59; 1446812641.48; 1446812643.71; cycle_1; ex_step
unit.000064; 1446812623.76; 1446812637.28; 1446812638.91; 1446812639.11; 1446812640.88; 1446812642.75; cycle_1; ex_step
unit.000067; 1446812623.77; 1446812638.74; 1446812640.35; 1446812640.56; 1446812642.48; 1446812644.83; cycle_1; ex_step
unit.000066; 1446812623.76; 1446812638.34; 1446812640.04; 1446812640.24; 1446812642.18; 1446812644.79; cycle_1; ex_step
unit.000088; 1446812623.8; 1446812651.49; 1446812653.22; 1446812653.42; 1446812655.23; 1446812657.76; cycle_1; ex_step
unit.000093; 1446812623.81; 1446812654.0; 1446812655.7; 1446812655.9; 1446812657.74; 1446812660.98; cycle_1; ex_step
unit.000095; 1446812623.82; 1446812655.06; 1446812656.73; 1446812656.94; 1446812658.74; 1446812662.07; cycle_1; ex_step
unit.000072; 1446812623.77; 1446812641.57; 1446812643.45; 1446812643.65; 1446812645.49; 1446812648.06; cycle_1; ex_step
unit.000073; 1446812623.78; 1446812641.99; 1446812643.76; 1446812643.96; 1446812645.9; 1446812648.09; cycle_1; ex_step
unit.000075; 1446812623.78; 1446812643.22; 1446812645.07; 1446812645.27; 1446812647.1; 1446812649.17; cycle_1; ex_step
unit.000070; 1446812623.77; 1446812640.47; 1446812642.14; 1446812642.4; 1446812644.59; 1446812646.97; cycle_1; ex_step
unit.000071; 1446812623.77; 1446812640.87; 1446812642.63; 1446812642.83; 1446812644.99; 1446812647.0; cycle_1; ex_step
unit.000076; 1446812623.78; 1446812644.18; 1446812645.89; 1446812646.1; 1446812647.9; 1446812650.24; cycle_1; ex_step
unit.000094; 1446812623.82; 1446812654.84; 1446812656.42; 1446812656.62; 1446812658.64; 1446812661.02; cycle_1; ex_step
unit.000077; 1446812623.78; 1446812644.57; 1446812646.21; 1446812646.41; 1446812648.31; 1446812650.25; cycle_1; ex_step
unit.000090; 1446812623.81; 1446812652.57; 1446812654.36; 1446812654.56; 1446812656.43; 1446812658.84; cycle_1; ex_step
unit.000091; 1446812623.81; 1446812652.86; 1446812654.67; 1446812654.87; 1446812656.93; 1446812659.89; cycle_1; ex_step
unit.000078; 1446812623.78; 1446812645.24; 1446812646.86; 1446812647.06; 1446812648.91; 1446812651.37; cycle_1; ex_step
unit.000079; 1446812623.78; 1446812645.63; 1446812647.34; 1446812647.54; 1446812650.21; 1446812652.34; cycle_1; ex_step
unit.000058; 1446812623.75; 1446812631.45; 1446812634.65; 1446812634.85; 1446812636.66; 1446812639.49; cycle_1; ex_step
unit.000059; 1446812623.75; 1446812631.45; 1446812637.12; 1446812637.32; 1446812639.07; 1446812641.51; cycle_1; ex_step
unit.000054; 1446812623.75; 1446812628.27; 1446812629.9; 1446812630.1; 1446812631.95; 1446812637.31; cycle_1; ex_step
unit.000055; 1446812623.75; 1446812628.4; 1446812630.1; 1446812630.3; 1446812632.15; 1446812638.21; cycle_1; ex_step
unit.000056; 1446812623.75; 1446812629.27; 1446812632.02; 1446812632.22; 1446812634.06; 1446812638.4; cycle_1; ex_step
unit.000057; 1446812623.75; 1446812629.46; 1446812632.22; 1446812632.42; 1446812634.16; 1446812639.3; cycle_1; ex_step
unit.000050; 1446812623.74; 1446812626.11; 1446812627.81; 1446812628.01; 1446812629.94; 1446812634.95; cycle_1; ex_step
unit.000051; 1446812623.74; 1446812626.27; 1446812628.01; 1446812628.21; 1446812630.14; 1446812636.05; cycle_1; ex_step
unit.000052; 1446812623.74; 1446812627.21; 1446812628.9; 1446812629.1; 1446812630.95; 1446812636.23; cycle_1; ex_step
unit.000053; 1446812623.74; 1446812627.34; 1446812629.1; 1446812629.31; 1446812631.15; 1446812637.13; cycle_1; ex_step
unit.000025; 1446812574.21; 1446812575.03; 1446812581.21; 1446812581.47; 1446812582.02; 1446812594.53; cycle_1; md_step
unit.000024; 1446812574.21; 1446812575.06; 1446812587.3; 1446812587.54; 1446812588.16; 1446812618.79; cycle_1; md_step
unit.000027; 1446812574.22; 1446812575.05; 1446812585.27; 1446812585.52; 1446812586.14; 1446812610.8; cycle_1; md_step
unit.000026; 1446812574.21; 1446812575.03; 1446812580.19; 1446812580.46; 1446812581.01; 1446812591.02; cycle_1; md_step
unit.000021; 1446812574.21; 1446812575.06; 1446812586.9; 1446812587.1; 1446812587.75; 1446812617.39; cycle_1; md_step
unit.000020; 1446812574.21; 1446812575.05; 1446812586.29; 1446812586.53; 1446812587.15; 1446812614.17; cycle_1; md_step
unit.000009; 1446812574.19; 1446812575.03; 1446812579.29; 1446812579.69; 1446812580.31; 1446812587.93; cycle_1; md_step
unit.000008; 1446812574.19; 1446812575.02; 1446812578.88; 1446812579.09; 1446812579.9; 1446812584.83; cycle_1; md_step
unit.000007; 1446812574.18; 1446812575.06; 1446812588.11; 1446812588.32; 1446812588.96; 1446812621.87; cycle_1; md_step
unit.000006; 1446812574.18; 1446812575.04; 1446812581.82; 1446812582.02; 1446812582.62; 1446812597.28; cycle_1; md_step
unit.000005; 1446812574.18; 1446812575.06; 1446812588.32; 1446812588.57; 1446812589.16; 1446812622.33; cycle_1; md_step
unit.000004; 1446812574.18; 1446812575.03; 1446812579.53; 1446812579.8; 1446812580.47; 1446812587.95; cycle_1; md_step
unit.000003; 1446812574.18; 1446812575.05; 1446812584.05; 1446812584.26; 1446812584.84; 1446812605.93; cycle_1; md_step
unit.000002; 1446812574.18; 1446812575.05; 1446812584.66; 1446812584.86; 1446812585.52; 1446812608.04; cycle_1; md_step
unit.000001; 1446812574.17; 1446812575.04; 1446812583.85; 1446812584.05; 1446812584.63; 1446812605.01; cycle_1; md_step
unit.000000; 1446812574.17; 1446812575.04; 1446812583.5; 1446812583.65; 1446812584.23; 1446812603.38; cycle_1; md_step
unit.000040; 1446812574.24; 1446812575.04; 1446812582.47; 1446812582.63; 1446812583.23; 1446812599.37; cycle_1; md_step
unit.000047; 1446812574.25; 1446812575.04; 1446812583.24; 1446812583.5; 1446812584.03; 1446812602.62; cycle_1; md_step
unit.000046; 1446812574.25; 1446812575.04; 1446812582.63; 1446812582.83; 1446812583.5; 1446812600.31; cycle_1; md_step
unit.000023; 1446812574.21; 1446812575.06; 1446812587.1; 1446812587.3; 1446812587.96; 1446812617.26; cycle_1; md_step
unit.000022; 1446812574.21; 1446812575.06; 1446812587.91; 1446812588.11; 1446812588.76; 1446812620.68; cycle_1; md_step
unit.000043; 1446812574.24; 1446812575.04; 1446812583.65; 1446812583.85; 1446812584.5; 1446812604.27; cycle_1; md_step
unit.000029; 1446812574.22; 1446812575.05; 1446812585.68; 1446812585.88; 1446812586.55; 1446812612.44; cycle_1; md_step
unit.000018; 1446812574.2; 1446812575.05; 1446812585.07; 1446812585.27; 1446812585.84; 1446812609.55; cycle_1; md_step
unit.000019; 1446812574.2; 1446812575.05; 1446812585.52; 1446812585.68; 1446812586.34; 1446812611.13; cycle_1; md_step
unit.000034; 1446812574.23; 1446812575.05; 1446812585.88; 1446812586.09; 1446812586.75; 1446812612.65; cycle_1; md_step
unit.000035; 1446812574.23; 1446812575.03; 1446812580.46; 1446812580.6; 1446812581.21; 1446812591.23; cycle_1; md_step
unit.000032; 1446812574.23; 1446812575.06; 1446812587.71; 1446812587.91; 1446812588.57; 1446812620.29; cycle_1; md_step
unit.000033; 1446812574.23; 1446812575.05; 1446812584.51; 1446812584.66; 1446812585.24; 1446812607.57; cycle_1; md_step
unit.000030; 1446812574.22; 1446812575.04; 1446812583.04; 1446812583.24; 1446812583.83; 1446812601.83; cycle_1; md_step
unit.000031; 1446812574.22; 1446812575.02; 1446812578.68; 1446812578.89; 1446812579.8; 1446812586.36; cycle_1; md_step
unit.000010; 1446812574.19; 1446812575.03; 1446812579.09; 1446812579.29; 1446812580.2; 1446812586.43; cycle_1; md_step
unit.000011; 1446812574.19; 1446812575.03; 1446812579.78; 1446812579.98; 1446812580.61; 1446812589.58; cycle_1; md_step
unit.000012; 1446812574.19; 1446812575.03; 1446812580.6; 1446812580.8; 1446812581.47; 1446812592.54; cycle_1; md_step
unit.000013; 1446812574.19; 1446812575.04; 1446812581.61; 1446812581.82; 1446812582.47; 1446812596.15; cycle_1; md_step
unit.000014; 1446812574.2; 1446812575.04; 1446812582.22; 1446812582.47; 1446812583.02; 1446812598.8; cycle_1; md_step
unit.000015; 1446812574.2; 1446812575.04; 1446812582.83; 1446812583.04; 1446812583.63; 1446812600.98; cycle_1; md_step
unit.000016; 1446812574.2; 1446812575.03; 1446812581.0; 1446812581.21; 1446812581.82; 1446812594.12; cycle_1; md_step
unit.000017; 1446812574.2; 1446812575.05; 1446812584.26; 1446812584.51; 1446812585.04; 1446812606.53; cycle_1; md_step
unit.000038; 1446812574.24; 1446812575.03; 1446812579.99; 1446812580.19; 1446812580.81; 1446812589.47; cycle_1; md_step
unit.000042; 1446812574.24; 1446812575.05; 1446812584.87; 1446812585.07; 1446812585.64; 1446812609.15; cycle_1; md_step
unit.000028; 1446812574.22; 1446812575.03; 1446812580.8; 1446812581.0; 1446812581.62; 1446812592.89; cycle_1; md_step
unit.000044; 1446812574.25; 1446812575.03; 1446812581.47; 1446812581.61; 1446812582.22; 1446812595.77; cycle_1; md_step
unit.000039; 1446812574.24; 1446812575.05; 1446812586.08; 1446812586.29; 1446812586.95; 1446812614.1; cycle_1; md_step
unit.000037; 1446812574.23; 1446812575.06; 1446812587.54; 1446812587.71; 1446812588.36; 1446812619.04; cycle_1; md_step
unit.000045; 1446812574.25; 1446812575.04; 1446812582.02; 1446812582.22; 1446812582.82; 1446812597.72; cycle_1; md_step
unit.000036; 1446812574.23; 1446812575.06; 1446812586.69; 1446812586.89; 1446812587.55; 1446812615.75; cycle_1; md_step
unit.000041; 1446812574.24; 1446812575.06; 1446812586.53; 1446812586.69; 1446812587.35; 1446812615.74; cycle_1; md_step
