uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, step_1, 2015-10-09 18:39:26.730000, 2015-10-09 18:39:32.011000, 2015-10-09 18:39:32.309000, 2015-10-09 18:39:32.391000, 2015-10-09 18:39:42.194000, 2015-10-09 18:39:43.706000
unit.000001, step_1, 2015-10-09 18:39:26.740000, 2015-10-09 18:39:32.090000, 2015-10-09 18:39:32.331000, 2015-10-09 18:39:32.526000, 2015-10-09 18:39:43.315000, 2015-10-09 18:39:44.834000
unit.000002, step_1, 2015-10-09 18:39:26.747000, 2015-10-09 18:39:32.108000, 2015-10-09 18:39:32.336000, 2015-10-09 18:39:32.552000, 2015-10-09 18:39:43.212000, 2015-10-09 18:39:43.812000
unit.000003, step_1, 2015-10-09 18:39:26.748000, 2015-10-09 18:39:32.115000, 2015-10-09 18:39:32.337000, 2015-10-09 18:39:32.562000, 2015-10-09 18:39:43.010000, 2015-10-09 18:39:43.783000
unit.000004, step_1, 2015-10-09 18:39:26.766000, 2015-10-09 18:39:32.100000, 2015-10-09 18:39:32.334000, 2015-10-09 18:39:32.543000, 2015-10-09 18:39:43.316000, 2015-10-09 18:39:44.834000
unit.000005, step_1, 2015-10-09 18:39:26.772000, 2015-10-09 18:39:27.628000, 2015-10-09 18:39:32.700000, 2015-10-09 18:39:32.711000, 2015-10-09 18:39:43.214000, 2015-10-09 18:39:43.817000
unit.000006, step_1, 2015-10-09 18:39:26.785000, 2015-10-09 18:39:31.984000, 2015-10-09 18:39:32.296000, 2015-10-09 18:39:32.323000, 2015-10-09 18:39:42.402000, 2015-10-09 18:39:43.747000
unit.000007, step_1, 2015-10-09 18:39:26.794000, 2015-10-09 18:39:31.989000, 2015-10-09 18:39:32.300000, 2015-10-09 18:39:32.340000, 2015-10-09 18:39:42.198000, 2015-10-09 18:39:43.728000
unit.000008, step_1, 2015-10-09 18:39:26.796000, 2015-10-09 18:39:31.994000, 2015-10-09 18:39:32.301000, 2015-10-09 18:39:32.348000, 2015-10-09 18:39:42.193000, 2015-10-09 18:39:43.702000
unit.000009, step_1, 2015-10-09 18:39:26.816000, 2015-10-09 18:39:32.004000, 2015-10-09 18:39:32.304000, 2015-10-09 18:39:32.366000, 2015-10-09 18:39:42.193000, 2015-10-09 18:39:43.704000
unit.000010, step_1, 2015-10-09 18:39:26.818000, 2015-10-09 18:39:32.008000, 2015-10-09 18:39:32.308000, 2015-10-09 18:39:32.383000, 2015-10-09 18:39:42.403000, 2015-10-09 18:39:43.749000
