# 160/160 smic, 6000 steps

ENMD-core-t-inside cluster.run() call: 2015-10-02 18:17:58.744049
ENMD-core-timing-1: 5.418521
ENMD-appl-timing-0: 0.000327
ENMD-appl-timing-1: 0.000890
ENMD-core-t-before cluster.run() call: 2015-10-02 18:17:58.743823

#####

step,probe,timestamp

allocate,start_time,2015-10-02 14:17:53.333473
allocate,stop_time,2015-10-02 14:17:58.742581
deallocate,start_time,2015-10-02 15:57:47.270557
deallocate,stop_time,2015-10-02 15:58:04.657519

#####

Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-10-02 19:49:43.411273; 2015-10-02 19:49:43.415018; 0.003745
cycle_1; pp_step_enmd_overhead; 2015-10-02 19:49:43.411273; 2015-10-02 19:49:43.415018; 0.003745
cycle_1; ex_step; 2015-10-02 19:49:35.047551; 2015-10-02 19:49:43.411206; 8.363655
cycle_1; ex_step_enmd_overhead; 2015-10-02 19:49:35.047551; 2015-10-02 19:49:35.050588; 0.003037
cycle_1; md_step; 2015-10-02 19:46:54.100457; 2015-10-02 19:49:35.046906; 160.946449
cycle_1; md_step_enmd_overhead; 2015-10-02 19:46:54.100457; 2015-10-02 19:46:54.577007; 0.47655
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000160; 2015-10-02 19:49:35.054000; 2015-10-02 19:49:35.819000; 2015-10-02 19:49:34.910000; 2015-10-02 19:49:34.937000; 2015-10-02 19:49:39.848000; 2015-10-02 19:49:42.204000; cycle_1; ex_step
unit.000128; 2015-10-02 19:46:55.431000; 2015-10-02 19:47:03.036000; 2015-10-02 19:47:02.217000; 2015-10-02 19:47:02.245000; 2015-10-02 19:49:20.853000; 2015-10-02 19:49:20.877000; cycle_1; md_step
unit.000009; 2015-10-02 19:46:55.350000; 2015-10-02 19:47:01.738000; 2015-10-02 19:47:00.937000; 2015-10-02 19:47:00.957000; 2015-10-02 19:49:20.221000; 2015-10-02 19:49:20.252000; cycle_1; md_step
unit.000008; 2015-10-02 19:46:55.350000; 2015-10-02 19:47:00.967000; 2015-10-02 19:47:00.130000; 2015-10-02 19:47:00.151000; 2015-10-02 19:49:19.503000; 2015-10-02 19:49:19.538000; cycle_1; md_step
unit.000007; 2015-10-02 19:46:55.349000; 2015-10-02 19:47:01.193000; 2015-10-02 19:47:00.326000; 2015-10-02 19:47:00.340000; 2015-10-02 19:49:18.073000; 2015-10-02 19:49:18.096000; cycle_1; md_step
unit.000006; 2015-10-02 19:46:55.348000; 2015-10-02 19:47:04.891000; 2015-10-02 19:47:04.088000; 2015-10-02 19:47:04.112000; 2015-10-02 19:49:21.350000; 2015-10-02 19:49:21.374000; cycle_1; md_step
unit.000005; 2015-10-02 19:46:55.347000; 2015-10-02 19:47:00.968000; 2015-10-02 19:47:00.133000; 2015-10-02 19:47:00.154000; 2015-10-02 19:49:16.632000; 2015-10-02 19:49:16.677000; cycle_1; md_step
unit.000004; 2015-10-02 19:46:55.347000; 2015-10-02 19:47:00.856000; 2015-10-02 19:46:59.968000; 2015-10-02 19:46:59.979000; 2015-10-02 19:49:17.977000; 2015-10-02 19:49:17.999000; cycle_1; md_step
unit.000003; 2015-10-02 19:46:55.346000; 2015-10-02 19:47:00.812000; 2015-10-02 19:46:59.963000; 2015-10-02 19:46:59.975000; 2015-10-02 19:49:17.873000; 2015-10-02 19:49:17.910000; cycle_1; md_step
unit.000002; 2015-10-02 19:46:55.345000; 2015-10-02 19:47:00.724000; 2015-10-02 19:46:59.915000; 2015-10-02 19:46:59.941000; 2015-10-02 19:49:16.576000; 2015-10-02 19:49:16.602000; cycle_1; md_step
unit.000001; 2015-10-02 19:46:55.345000; 2015-10-02 19:47:00.593000; 2015-10-02 19:46:59.692000; 2015-10-02 19:46:59.703000; 2015-10-02 19:49:16.525000; 2015-10-02 19:49:16.550000; cycle_1; md_step
