# 40/40 smic, 6000 steps

step,probe,timestamp

allocate,start_time,2015-10-02 12:31:43.340468
allocate,stop_time,2015-10-02 12:31:46.979345
deallocate,start_time,2015-10-02 12:42:30.867886
deallocate,stop_time,2015-10-02 12:42:45.531449


#########

ENMD-core-t-inside cluster.run() call: 2015-10-02 16:31:46.979952
ENMD-core-timing-1: 3.648777
ENMD-appl-timing-0: 0.000297
ENMD-appl-timing-1: 0.000231
ENMD-core-t-before cluster.run() call: 2015-10-02 16:31:46.979778

#########

Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-10-02 16:35:00.782810; 2015-10-02 16:35:00.783395; 0.000585
cycle_1; pp_step_enmd_overhead; 2015-10-02 16:35:00.782810; 2015-10-02 16:35:00.783395; 0.000585
cycle_1; ex_step; 2015-10-02 16:34:55.729472; 2015-10-02 16:35:00.782708; 5.053236
cycle_1; ex_step_enmd_overhead; 2015-10-02 16:34:55.729472; 2015-10-02 16:34:55.733271; 0.003799
cycle_1; md_step; 2015-10-02 16:32:31.045132; 2015-10-02 16:34:55.729217; 144.684085
cycle_1; md_step_enmd_overhead; 2015-10-02 16:32:31.045132; 2015-10-02 16:32:31.184373; 0.139241
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000040; 2015-10-02 16:34:55.739000; 2015-10-02 16:34:56.662000; 2015-10-02 16:34:55.796000; 2015-10-02 16:34:55.824000; 2015-10-02 16:34:59.146000; 2015-10-02 16:35:00.556000; cycle_1; ex_step
unit.000025; 2015-10-02 16:32:31.380000; 2015-10-02 16:32:33.585000; 2015-10-02 16:32:32.798000; 2015-10-02 16:32:32.810000; 2015-10-02 16:34:52.920000; 2015-10-02 16:34:52.948000; cycle_1; md_step
unit.000024; 2015-10-02 16:32:31.379000; 2015-10-02 16:32:33.108000; 2015-10-02 16:32:32.401000; 2015-10-02 16:32:32.417000; 2015-10-02 16:34:52.687000; 2015-10-02 16:34:52.709000; cycle_1; md_step
unit.000027; 2015-10-02 16:32:31.381000; 2015-10-02 16:32:33.252000; 2015-10-02 16:32:32.409000; 2015-10-02 16:32:32.431000; 2015-10-02 16:34:52.783000; 2015-10-02 16:34:52.808000; cycle_1; md_step
unit.000026; 2015-10-02 16:32:31.381000; 2015-10-02 16:32:32.828000; 2015-10-02 16:32:32.190000; 2015-10-02 16:32:32.206000; 2015-10-02 16:34:52.589000; 2015-10-02 16:34:52.613000; cycle_1; md_step
unit.000021; 2015-10-02 16:32:31.377000; 2015-10-02 16:32:33.469000; 2015-10-02 16:32:32.624000; 2015-10-02 16:32:32.636000; 2015-10-02 16:34:52.875000; 2015-10-02 16:34:52.899000; cycle_1; md_step
unit.000020; 2015-10-02 16:32:31.376000; 2015-10-02 16:32:33.353000; 2015-10-02 16:32:32.613000; 2015-10-02 16:32:32.626000; 2015-10-02 16:34:52.827000; 2015-10-02 16:34:52.849000; cycle_1; md_step
unit.000009; 2015-10-02 16:32:31.369000; 2015-10-02 16:32:32.667000; 2015-10-02 16:32:31.930000; 2015-10-02 16:32:31.943000; 2015-10-02 16:34:50.210000; 2015-10-02 16:34:50.229000; cycle_1; md_step
unit.000008; 2015-10-02 16:32:31.368000; 2015-10-02 16:32:32.620000; 2015-10-02 16:32:31.935000; 2015-10-02 16:32:31.953000; 2015-10-02 16:34:48.931000; 2015-10-02 16:34:48.951000; cycle_1; md_step
unit.000007; 2015-10-02 16:32:31.368000; 2015-10-02 16:32:32.714000; 2015-10-02 16:32:31.940000; 2015-10-02 16:32:31.958000; 2015-10-02 16:34:50.215000; 2015-10-02 16:34:50.237000; cycle_1; md_step
unit.000006; 2015-10-02 16:32:31.367000; 2015-10-02 16:32:33.519000; 2015-10-02 16:32:32.623000; 2015-10-02 16:32:32.635000; 2015-10-02 16:34:51.487000; 2015-10-02 16:34:51.510000; cycle_1; md_step
unit.000005; 2015-10-02 16:32:31.366000; 2015-10-02 16:32:33.413000; 2015-10-02 16:32:32.619000; 2015-10-02 16:32:32.630000; 2015-10-02 16:34:55.018000; 2015-10-02 16:34:55.039000; cycle_1; md_step
unit.000004; 2015-10-02 16:32:31.366000; 2015-10-02 16:32:33.350000; 2015-10-02 16:32:32.610000; 2015-10-02 16:32:32.624000; 2015-10-02 16:34:49.111000; 2015-10-02 16:34:49.133000; cycle_1; md_step
unit.000003; 2015-10-02 16:32:31.365000; 2015-10-02 16:32:33.253000; 2015-10-02 16:32:32.410000; 2015-10-02 16:32:32.433000; 2015-10-02 16:34:50.295000; 2015-10-02 16:34:50.315000; cycle_1; md_step
unit.000002; 2015-10-02 16:32:31.364000; 2015-10-02 16:32:33.205000; 2015-10-02 16:32:32.406000; 2015-10-02 16:32:32.428000; 2015-10-02 16:34:50.254000; 2015-10-02 16:34:50.282000; cycle_1; md_step
unit.000001; 2015-10-02 16:32:31.364000; 2015-10-02 16:32:33.108000; 2015-10-02 16:32:32.403000; 2015-10-02 16:32:32.419000; 2015-10-02 16:34:49.065000; 2015-10-02 16:34:49.087000; cycle_1; md_step
unit.000000; 2015-10-02 16:32:31.363000; 2015-10-02 16:32:32.012000; 2015-10-02 16:32:31.655000; 2015-10-02 16:32:31.668000; 2015-10-02 16:34:50.167000; 2015-10-02 16:34:50.189000; cycle_1; md_step
unit.000023; 2015-10-02 16:32:31.379000; 2015-10-02 16:32:33.005000; 2015-10-02 16:32:32.197000; 2015-10-02 16:32:32.216000; 2015-10-02 16:34:51.363000; 2015-10-02 16:34:51.385000; cycle_1; md_step
unit.000022; 2015-10-02 16:32:31.378000; 2015-10-02 16:32:33.518000; 2015-10-02 16:32:32.803000; 2015-10-02 16:32:32.813000; 2015-10-02 16:34:52.920000; 2015-10-02 16:34:52.945000; cycle_1; md_step
unit.000029; 2015-10-02 16:32:31.383000; 2015-10-02 16:32:32.934000; 2015-10-02 16:32:32.198000; 2015-10-02 16:32:32.218000; 2015-10-02 16:34:52.637000; 2015-10-02 16:34:52.665000; cycle_1; md_step
unit.000018; 2015-10-02 16:32:31.375000; 2015-10-02 16:32:33.205000; 2015-10-02 16:32:32.408000; 2015-10-02 16:32:32.429000; 2015-10-02 16:34:51.439000; 2015-10-02 16:34:51.459000; cycle_1; md_step
unit.000019; 2015-10-02 16:32:31.376000; 2015-10-02 16:32:33.306000; 2015-10-02 16:32:32.443000; 2015-10-02 16:32:32.452000; 2015-10-02 16:34:51.449000; 2015-10-02 16:34:51.469000; cycle_1; md_step
unit.000034; 2015-10-02 16:32:31.386000; 2015-10-02 16:32:32.667000; 2015-10-02 16:32:31.932000; 2015-10-02 16:32:31.947000; 2015-10-02 16:34:52.547000; 2015-10-02 16:34:52.568000; cycle_1; md_step
unit.000035; 2015-10-02 16:32:31.387000; 2015-10-02 16:32:32.007000; 2015-10-02 16:32:31.656000; 2015-10-02 16:32:31.668000; 2015-10-02 16:34:52.510000; 2015-10-02 16:34:52.530000; cycle_1; md_step
unit.000032; 2015-10-02 16:32:31.385000; 2015-10-02 16:32:32.879000; 2015-10-02 16:32:32.196000; 2015-10-02 16:32:32.213000; 2015-10-02 16:34:52.589000; 2015-10-02 16:34:52.613000; cycle_1; md_step
unit.000033; 2015-10-02 16:32:31.385000; 2015-10-02 16:32:32.773000; 2015-10-02 16:32:31.945000; 2015-10-02 16:32:31.958000; 2015-10-02 16:34:52.552000; 2015-10-02 16:34:52.572000; cycle_1; md_step
unit.000030; 2015-10-02 16:32:31.383000; 2015-10-02 16:32:33.413000; 2015-10-02 16:32:32.614000; 2015-10-02 16:32:32.630000; 2015-10-02 16:34:52.827000; 2015-10-02 16:34:52.851000; cycle_1; md_step
