uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 0, pre_loop, 2015-10-07 17:21:10.209000, 2015-10-07 17:21:11.044000, 2015-10-07 17:21:26.651000, 2015-10-07 17:21:26.663000, 2015-10-07 17:21:28.582000, 2015-10-07 17:21:29.047000
unit.000001, 1, sim, 2015-10-07 17:21:35.252000, 2015-10-07 17:21:41.308000, 2015-10-07 17:21:42.275000, 2015-10-07 17:21:42.305000, 2015-10-07 17:26:39.273000, 2015-10-07 17:26:40.179000
unit.000002, 1, sim, 2015-10-07 17:21:35.254000, 2015-10-07 17:21:45.030000, 2015-10-07 17:21:46.027000, 2015-10-07 17:21:46.119000, 2015-10-07 17:26:51.799000, 2015-10-07 17:26:52.950000
unit.000003, 1, sim, 2015-10-07 17:21:35.267000, 2015-10-07 17:21:40.026000, 2015-10-07 17:21:41.205000, 2015-10-07 17:21:41.216000, 2015-10-07 17:26:38.160000, 2015-10-07 17:26:39.786000
unit.000004, 1, sim, 2015-10-07 17:21:35.269000, 2015-10-07 17:21:39.307000, 2015-10-07 17:21:39.923000, 2015-10-07 17:21:39.934000, 2015-10-07 17:26:40.999000, 2015-10-07 17:26:42.424000
unit.000005, 1, sim, 2015-10-07 17:21:35.282000, 2015-10-07 17:21:40.211000, 2015-10-07 17:21:41.215000, 2015-10-07 17:21:41.235000, 2015-10-07 17:26:39.271000, 2015-10-07 17:26:40.138000
unit.000006, 1, sim, 2015-10-07 17:21:35.284000, 2015-10-07 17:21:41.127000, 2015-10-07 17:21:41.754000, 2015-10-07 17:21:41.787000, 2015-10-07 17:26:42.731000, 2015-10-07 17:26:44.691000
unit.000007, 1, sim, 2015-10-07 17:21:35.285000, 2015-10-07 17:21:45.218000, 2015-10-07 17:21:46.085000, 2015-10-07 17:21:46.170000, 2015-10-07 17:26:49.779000, 2015-10-07 17:26:50.591000
unit.000008, 1, sim, 2015-10-07 17:21:35.297000, 2015-10-07 17:21:42.027000, 2015-10-07 17:21:42.808000, 2015-10-07 17:21:42.857000, 2015-10-07 17:26:43.146000, 2015-10-07 17:26:45.339000
unit.000009, 1, sim, 2015-10-07 17:21:35.307000, 2015-10-07 17:21:43.637000, 2015-10-07 17:21:44.580000, 2015-10-07 17:21:44.636000, 2015-10-07 17:26:37.350000, 2015-10-07 17:26:37.960000
unit.000010, 1, sim, 2015-10-07 17:21:35.330000, 2015-10-07 17:21:43.455000, 2015-10-07 17:21:44.563000, 2015-10-07 17:21:44.594000, 2015-10-07 17:26:40.592000, 2015-10-07 17:26:42.158000
unit.000011, 1, sim, 2015-10-07 17:21:35.332000, 2015-10-07 17:21:42.554000, 2015-10-07 17:21:43.360000, 2015-10-07 17:21:43.391000, 2015-10-07 17:26:36.343000, 2015-10-07 17:26:37.587000
unit.000012, 1, sim, 2015-10-07 17:21:35.343000, 2015-10-07 17:21:45.477000, 2015-10-07 17:21:46.376000, 2015-10-07 17:21:46.515000, 2015-10-07 17:26:50.386000, 2015-10-07 17:26:51.948000
unit.000013, 1, sim, 2015-10-07 17:21:35.345000, 2015-10-07 17:21:43.261000, 2015-10-07 17:21:43.955000, 2015-10-07 17:21:44.067000, 2015-10-07 17:26:37.755000, 2015-10-07 17:26:39.440000
unit.000014, 1, sim, 2015-10-07 17:21:35.359000, 2015-10-07 17:21:45.301000, 2015-10-07 17:21:46.364000, 2015-10-07 17:21:46.383000, 2015-10-07 17:26:51.493000, 2015-10-07 17:26:52.387000
unit.000015, 1, sim, 2015-10-07 17:21:35.361000, 2015-10-07 17:21:42.717000, 2015-10-07 17:21:43.367000, 2015-10-07 17:21:43.400000, 2015-10-07 17:26:41.312000, 2015-10-07 17:26:42.867000
