Pilot wait= 2015-08-24 19:22:33.143268
Pilot active= 2015-08-24 19:26:45.351074
Preloop wait= 2015-08-24 19:26:45.851908
Preloop done= 2015-08-24 19:26:50.850551
Sims-1 wait= 2015-08-24 19:26:52.959919
Sims-1 done= 2015-08-24 19:27:00.224666
Sims-2 wait= 2015-08-24 19:27:02.573208
Sims-2 done= 2015-08-24 19:27:08.551215
Ana-1 wait= 2015-08-24 19:27:09.045812
Ana-1 done= 2015-08-24 19:27:14.045724
Ana-2 wait= 2015-08-24 19:27:14.531001
Ana-2 done= 2015-08-24 19:27:19.731552
Iter done= 2015-08-24 19:27:19.733107
Start= 2015-08-24 19:22:27.432634
Allocating= 2015-08-24 19:22:27.482097
Allocated= 2015-08-24 19:22:33.141815
Executing= 2015-08-24 19:22:33.141973
Deallocating= 2015-08-24 19:27:19.733491
Done= 2015-08-24 19:27:34.939910
