uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446661210.43, 1446661805.81, 1446661210.43, 1446662111.44, 1446662304.1, 1446662305.37
unit.000001, step_1, 1446661210.43, 1446662923.94, 1446661210.43, 1446663858.62, 1446664052.47, 1446664054.44
unit.000002, step_1, 1446661210.44, 1446661843.29, 1446661210.44, 1446662209.5, 1446662403.56, 1446662404.59
unit.000003, step_1, 1446661210.44, 1446661847.26, 1446661210.44, 1446662213.72, 1446662405.27, 1446662406.61
unit.000004, step_1, 1446661210.44, 1446661853.61, 1446661210.44, 1446662216.23, 1446662410.1, 1446662410.78
unit.000005, step_1, 1446661210.44, 1446661229.66, 1446661210.44, 1446661234.3, 1446661425.5, 1446661426.7
unit.000006, step_1, 1446661210.44, 1446661885.16, 1446661210.44, 1446662261.31, 1446662454.37, 1446662455.77
unit.000007, step_1, 1446661210.44, 1446661860.66, 1446661210.44, 1446662228.99, 1446662422.25, 1446662423.23
unit.000008, step_1, 1446661210.45, 1446661314.55, 1446661210.45, 1446661318.63, 1446661544.33, 1446661545.1
unit.000009, step_1, 1446661210.45, 1446661910.76, 1446661210.45, 1446662279.6, 1446662473.07, 1446662474.41
unit.000010, step_1, 1446661210.45, 1446661901.01, 1446661210.45, 1446662267.15, 1446662461.91, 1446662463.94
unit.000011, step_1, 1446661210.45, 1446661929.56, 1446661210.45, 1446662293.86, 1446662485.93, 1446662486.96
unit.000012, step_1, 1446661210.45, 1446661934.94, 1446661210.45, 1446662294.57, 1446662489.24, 1446662491.27
unit.000013, step_1, 1446661210.45, 1446661942.66, 1446661210.45, 1446662304.21, 1446662503.4, 1446662504.89
unit.000014, step_1, 1446661210.45, 1446661948.51, 1446661210.45, 1446662319.58, 1446662512.23, 1446662512.96
unit.000015, step_1, 1446661210.46, 1446661956.57, 1446661210.46, 1446662339.44, 1446662563.91, 1446662565.33
unit.000016, step_1, 1446661210.46, 1446661967.7, 1446661210.46, 1446662394.34, 1446662587.5, 1446662589.18
unit.000017, step_1, 1446661210.46, 1446661714.47, 1446661210.46, 1446662015.72, 1446662210.89, 1446662213.14
unit.000018, step_1, 1446661210.46, 1446661719.51, 1446661210.46, 1446662018.83, 1446662213.61, 1446662215.15
unit.000019, step_1, 1446661210.46, 1446661723.33, 1446661210.46, 1446662021.95, 1446662215.42, 1446662216.18
unit.000020, step_1, 1446661210.46, 1446661730.54, 1446661210.46, 1446662032.59, 1446662224.96, 1446662225.32
unit.000021, step_1, 1446661210.47, 1446661737.84, 1446661210.47, 1446662049.84, 1446662250.46, 1446662251.97
