uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446309701.09, 1446309702.19, 1446309701.09, 1446309708.42, 1446309709.14, 1446309722.67
unit.000001, step_1, 1446309701.09, 1446309702.19, 1446309701.09, 1446309708.83, 1446309709.55, 1446309724.18
unit.000002, step_1, 1446309701.09, 1446309702.19, 1446309701.09, 1446309709.44, 1446309710.25, 1446309727.16
unit.000003, step_1, 1446309701.1, 1446309702.19, 1446309701.1, 1446309709.23, 1446309710.05, 1446309725.9
unit.000004, step_1, 1446309701.1, 1446309702.19, 1446309701.1, 1446309709.64, 1446309710.43, 1446309727.42
unit.000005, step_1, 1446309701.1, 1446309702.2, 1446309701.1, 1446309710.45, 1446309711.16, 1446309730.61
unit.000006, step_1, 1446309701.11, 1446309702.18, 1446309701.11, 1446309705.98, 1446309706.73, 1446309712.08
unit.000007, step_1, 1446309701.12, 1446309702.18, 1446309701.12, 1446309706.38, 1446309707.13, 1446309715.1
unit.000008, step_1, 1446309701.12, 1446309702.18, 1446309701.12, 1446309706.18, 1446309706.93, 1446309713.59
unit.000009, step_1, 1446309701.12, 1446309702.18, 1446309701.12, 1446309706.59, 1446309707.36, 1446309715.31
unit.000010, step_1, 1446309701.12, 1446309702.18, 1446309701.12, 1446309706.79, 1446309707.53, 1446309716.61
unit.000011, step_1, 1446309701.13, 1446309702.18, 1446309701.13, 1446309707.2, 1446309707.94, 1446309718.12
unit.000012, step_1, 1446309701.13, 1446309702.19, 1446309701.13, 1446309707.4, 1446309708.14, 1446309718.6
unit.000013, step_1, 1446309701.13, 1446309702.19, 1446309701.13, 1446309707.81, 1446309708.54, 1446309720.25
unit.000014, step_1, 1446309701.14, 1446309702.19, 1446309701.14, 1446309708.02, 1446309708.74, 1446309721.15
unit.000015, step_1, 1446309701.14, 1446309702.19, 1446309701.14, 1446309707.61, 1446309708.4, 1446309719.64
unit.000016, step_1, 1446309701.14, 1446309702.19, 1446309701.14, 1446309708.62, 1446309709.41, 1446309723.65
unit.000017, step_1, 1446309701.15, 1446309702.19, 1446309701.15, 1446309709.03, 1446309709.75, 1446309725.37
unit.000018, step_1, 1446309701.15, 1446309702.19, 1446309701.15, 1446309708.22, 1446309708.94, 1446309721.9
unit.000019, step_1, 1446309701.15, 1446309702.2, 1446309701.15, 1446309709.84, 1446309710.65, 1446309728.96
unit.000020, step_1, 1446309701.16, 1446309702.2, 1446309701.16, 1446309710.05, 1446309710.85, 1446309728.93
unit.000021, step_1, 1446309701.16, 1446309702.2, 1446309701.16, 1446309710.25, 1446309710.95, 1446309730.45
unit.000022, step_1, 1446309701.16, 1446309702.18, 1446309701.16, 1446309705.78, 1446309706.63, 1446309713.65
unit.000023, step_1, 1446309701.17, 1446309702.18, 1446309701.17, 1446309707.0, 1446309707.74, 1446309716.95
unit.000024, step_2, 1446309732.28, 1446309737.58, 1446309732.28, 1446309739.38, 1446309741.32, 1446309748.96
unit.000025, step_2, 1446309732.28, 1446309738.26, 1446309732.28, 1446309740.03, 1446309741.95, 1446309749.06
unit.000026, step_2, 1446309732.28, 1446309738.62, 1446309732.28, 1446309743.27, 1446309745.23, 1446309750.08
unit.000027, step_2, 1446309732.28, 1446309739.26, 1446309732.28, 1446309743.47, 1446309745.43, 1446309750.18
unit.000028, step_2, 1446309732.28, 1446309742.45, 1446309732.28, 1446309744.88, 1446309746.84, 1446309751.16
unit.000029, step_2, 1446309732.28, 1446309742.45, 1446309732.28, 1446309745.08, 1446309747.04, 1446309751.26
unit.000030, step_2, 1446309732.28, 1446309744.03, 1446309732.28, 1446309746.22, 1446309748.14, 1446309752.25
unit.000031, step_2, 1446309732.29, 1446309744.03, 1446309732.29, 1446309746.35, 1446309748.34, 1446309752.35
unit.000032, step_2, 1446309732.29, 1446309745.45, 1446309732.29, 1446309747.65, 1446309749.65, 1446309753.34
unit.000033, step_2, 1446309732.29, 1446309745.52, 1446309732.29, 1446309747.91, 1446309749.85, 1446309753.43
unit.000034, step_2, 1446309732.29, 1446309746.87, 1446309732.29, 1446309749.12, 1446309751.15, 1446309754.42
unit.000035, step_2, 1446309732.29, 1446309747.0, 1446309732.29, 1446309749.28, 1446309751.25, 1446309754.51
unit.000036, step_2, 1446309732.29, 1446309748.22, 1446309732.29, 1446309750.42, 1446309752.36, 1446309755.51
unit.000037, step_2, 1446309732.3, 1446309748.35, 1446309732.3, 1446309750.55, 1446309752.56, 1446309755.6
unit.000038, step_2, 1446309732.3, 1446309749.5, 1446309732.3, 1446309751.62, 1446309753.66, 1446309756.6
unit.000039, step_2, 1446309732.3, 1446309749.69, 1446309732.3, 1446309751.82, 1446309753.86, 1446309756.69
unit.000040, step_2, 1446309732.3, 1446309750.79, 1446309732.3, 1446309752.72, 1446309754.66, 1446309757.68
unit.000041, step_2, 1446309732.3, 1446309733.31, 1446309732.3, 1446309736.01, 1446309738.01, 1446309744.57
unit.000042, step_2, 1446309732.3, 1446309733.31, 1446309732.3, 1446309736.32, 1446309738.31, 1446309745.78
unit.000043, step_2, 1446309732.31, 1446309735.28, 1446309732.31, 1446309736.97, 1446309739.01, 1446309745.68
unit.000044, step_2, 1446309732.31, 1446309735.43, 1446309732.31, 1446309737.28, 1446309739.31, 1446309746.78
unit.000045, step_2, 1446309732.31, 1446309736.27, 1446309732.31, 1446309738.11, 1446309740.12, 1446309746.87
unit.000046, step_2, 1446309732.31, 1446309736.52, 1446309732.31, 1446309738.42, 1446309740.42, 1446309747.87
unit.000047, step_2, 1446309732.31, 1446309737.27, 1446309732.31, 1446309739.07, 1446309741.02, 1446309747.97
