uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 1, sim, 1446761385.37, 1446761385.78, 1446761498.66, 1446761579.5, 1446761592.77, 1446761605.48
unit.000001, 1, sim, 1446761385.37, 1446761385.77, 1446761496.02, 1446761579.27, 1446761608.76, 1446761613.91
unit.000002, 1, sim, 1446761385.37, 1446761385.77, 1446761492.95, 1446761571.01, 1446761608.56, 1446761612.45
unit.000003, 1, sim, 1446761385.38, 1446761385.77, 1446761485.09, 1446761550.13, 1446761579.18, 1446761602.64
unit.000004, 1, sim, 1446761385.38, 1446761385.75, 1446761437.27, 1446761473.0, 1446761510.29, 1446761526.59
unit.000005, 1, sim, 1446761385.38, 1446761385.74, 1446761396.6, 1446761421.92, 1446761425.81, 1446761448.66
unit.000006, 1, sim, 1446761385.38, 1446761385.73, 1446761395.9, 1446761396.1, 1446761422.0, 1446761431.27
unit.000007, 1, sim, 1446761385.38, 1446761385.74, 1446761402.4, 1446761422.01, 1446761428.12, 1446761449.53
unit.000008, 1, sim, 1446761385.38, 1446761385.74, 1446761418.32, 1446761425.61, 1446761447.06, 1446761475.91
unit.000009, 1, sim, 1446761385.39, 1446761385.74, 1446761421.95, 1446761425.76, 1446761446.96, 1446761471.11
unit.000010, 1, sim, 1446761385.39, 1446761385.73, 1446761396.27, 1446761396.39, 1446761425.41, 1446761432.87
unit.000011, 1, sim, 1446761385.39, 1446761385.75, 1446761434.67, 1446761472.88, 1446761498.56, 1446761525.65
unit.000012, 1, sim, 1446761385.39, 1446761385.75, 1446761447.07, 1446761498.63, 1446761534.28, 1446761552.58
unit.000013, 1, sim, 1446761385.39, 1446761385.76, 1446761457.15, 1446761523.05, 1446761534.65, 1446761582.42
unit.000014, 1, sim, 1446761385.39, 1446761385.76, 1446761465.62, 1446761534.28, 1446761540.81, 1446761584.54
unit.000015, 1, sim, 1446761385.4, 1446761385.76, 1446761472.89, 1446761534.62, 1446761570.96, 1446761589.55
unit.000016, 1, sim, 1446761385.4, 1446761385.76, 1446761475.22, 1446761538.21, 1446761571.06, 1446761595.35
unit.000017, 1, sim, 1446761385.4, 1446761385.74, 1446761422.15, 1446761428.1, 1446761467.6, 1446761475.98
unit.000018, 1, sim, 1446761385.4, 1446761385.77, 1446761498.45, 1446761579.38, 1446761608.66, 1446761612.59
unit.000019, 1, sim, 1446761385.4, 1446761385.73, 1446761395.49, 1446761395.7, 1446761421.92, 1446761431.36
unit.000020, 1, sim, 1446761385.4, 1446761385.73, 1446761395.7, 1446761395.9, 1446761422.1, 1446761432.78
unit.000021, 1, sim, 1446761385.41, 1446761385.74, 1446761425.79, 1446761446.79, 1446761473.01, 1446761497.0
unit.000022, 1, sim, 1446761385.41, 1446761385.74, 1446761405.22, 1446761425.36, 1446761437.27, 1446761450.14
unit.000023, 1, sim, 1446761385.41, 1446761385.75, 1446761431.7, 1446761467.56, 1446761493.45, 1446761501.85
unit.000024, 1, sim, 1446761385.41, 1446761385.75, 1446761451.31, 1446761510.29, 1446761534.35, 1446761572.9
unit.000025, 1, sim, 1446761385.41, 1446761385.75, 1446761439.11, 1446761493.32, 1446761510.39, 1446761536.47
unit.000026, 1, sim, 1446761385.41, 1446761385.74, 1446761396.4, 1446761396.6, 1446761425.61, 1446761440.72
unit.000027, 1, sim, 1446761385.41, 1446761385.75, 1446761454.53, 1446761510.35, 1446761534.55, 1446761574.15
unit.000028, 1, sim, 1446761385.42, 1446761385.75, 1446761443.37, 1446761493.4, 1446761523.12, 1446761537.96
unit.000029, 1, sim, 1446761385.42, 1446761385.75, 1446761437.3, 1446761474.72, 1446761510.49, 1446761537.22
unit.000030, 1, sim, 1446761385.42, 1446761385.75, 1446761446.87, 1446761498.52, 1446761523.22, 1446761539.68
unit.000031, 1, sim, 1446761385.42, 1446761385.76, 1446761463.4, 1446761523.25, 1446761538.21, 1446761583.97
unit.000032, 1, sim, 1446761385.42, 1446761385.75, 1446761433.65, 1446761467.68, 1446761498.46, 1446761512.58
unit.000033, 1, sim, 1446761385.42, 1446761385.77, 1446761487.5, 1446761550.19, 1446761578.98, 1446761601.18
unit.000034, 1, sim, 1446761385.43, 1446761385.78, 1446761504.36, 1446761579.61, 1446761598.33, 1446761606.64
unit.000035, 1, sim, 1446761385.43, 1446761385.74, 1446761428.2, 1446761446.9, 1446761493.35, 1446761501.7
unit.000036, 1, sim, 1446761385.43, 1446761385.76, 1446761471.24, 1446761534.51, 1446761550.13, 1446761589.41
unit.000037, 1, sim, 1446761385.43, 1446761385.74, 1446761425.39, 1446761437.27, 1446761467.7, 1446761494.82
unit.000038, 1, sim, 1446761385.43, 1446761385.74, 1446761411.86, 1446761425.46, 1446761446.86, 1446761470.05
unit.000039, 1, sim, 1446761385.43, 1446761385.77, 1446761490.12, 1446761570.94, 1446761586.21, 1446761604.08
