Start= 2015-09-03 10:55:27.320788
Allocating= 2015-09-03 10:55:27.379255
Allocated= 2015-09-03 10:55:36.730190
Executing= 2015-09-03 10:55:36.730495
Deallocating= 2015-09-03 13:20:03.452817
Done= 2015-09-03 13:20:22.057772
