step,probe,timestamp

allocate,start_time,2015-10-25 14:18:56.337723
allocate,stop_time,2015-10-25 14:19:03.187590
deallocate,start_time,2015-10-25 14:33:27.306496
deallocate,stop_time,2015-10-25 14:33:37.481323
