uid, iter, step, Scheduling, StagingInput, Allocating, Executing, PendingAgentOutputStaging, Done

unit.000000, 1, sim, 2015-10-09 18:25:13.628000, 2015-10-09 18:25:20.495000, 2015-10-09 18:25:20.895000, 2015-10-09 18:25:21.660000, 2015-10-09 18:25:33.127000, 2015-10-09 18:25:34.226000
unit.000001, 1, sim, 2015-10-09 18:25:13.639000, 2015-10-09 18:25:20.458000, 2015-10-09 18:25:20.885000, 2015-10-09 18:25:21.553000, 2015-10-09 18:25:33.117000, 2015-10-09 18:25:34.102000
unit.000002, 1, sim, 2015-10-09 18:25:13.641000, 2015-10-09 18:25:20.540000, 2015-10-09 18:25:20.906000, 2015-10-09 18:25:21.814000, 2015-10-09 18:25:33.127000, 2015-10-09 18:25:34.229000
unit.000003, 1, sim, 2015-10-09 18:25:13.653000, 2015-10-09 18:25:19.908000, 2015-10-09 18:25:20.265000, 2015-10-09 18:25:20.287000, 2015-10-09 18:25:30.412000, 2015-10-09 18:25:32.146000
unit.000004, 1, sim, 2015-10-09 18:25:13.658000, 2015-10-09 18:25:19.910000, 2015-10-09 18:25:20.268000, 2015-10-09 18:25:20.296000, 2015-10-09 18:25:30.726000, 2015-10-09 18:25:32.270000
unit.000005, 1, sim, 2015-10-09 18:25:13.670000, 2015-10-09 18:25:19.948000, 2015-10-09 18:25:20.279000, 2015-10-09 18:25:20.347000, 2015-10-09 18:25:30.204000, 2015-10-09 18:25:32.140000
unit.000006, 1, sim, 2015-10-09 18:25:13.672000, 2015-10-09 18:25:16.082000, 2015-10-09 18:25:20.263000, 2015-10-09 18:25:20.278000, 2015-10-09 18:25:30.519000, 2015-10-09 18:25:32.247000
unit.000007, 1, sim, 2015-10-09 18:25:13.673000, 2015-10-09 18:25:19.968000, 2015-10-09 18:25:20.286000, 2015-10-09 18:25:20.373000, 2015-10-09 18:25:30.414000, 2015-10-09 18:25:32.208000
unit.000008, 1, sim, 2015-10-09 18:25:13.695000, 2015-10-09 18:25:19.963000, 2015-10-09 18:25:20.284000, 2015-10-09 18:25:20.365000, 2015-10-09 18:25:30.520000, 2015-10-09 18:25:32.248000
unit.000009, 1, sim, 2015-10-09 18:25:13.696000, 2015-10-09 18:25:19.982000, 2015-10-09 18:25:20.291000, 2015-10-09 18:25:20.398000, 2015-10-09 18:25:30.415000, 2015-10-09 18:25:32.218000
unit.000010, 1, sim, 2015-10-09 18:25:13.705000, 2015-10-09 18:25:19.985000, 2015-10-09 18:25:20.295000, 2015-10-09 18:25:20.415000, 2015-10-09 18:25:31.432000, 2015-10-09 18:25:33.273000
unit.000011, 1, sim, 2015-10-09 18:25:13.707000, 2015-10-09 18:25:20.002000, 2015-10-09 18:25:20.301000, 2015-10-09 18:25:20.443000, 2015-10-09 18:25:31.440000, 2015-10-09 18:25:33.286000
unit.000012, 1, sim, 2015-10-09 18:25:13.708000, 2015-10-09 18:25:20.499000, 2015-10-09 18:25:20.897000, 2015-10-09 18:25:21.719000, 2015-10-09 18:25:33.124000, 2015-10-09 18:25:34.203000
unit.000013, 1, sim, 2015-10-09 18:25:13.721000, 2015-10-09 18:25:19.924000, 2015-10-09 18:25:20.272000, 2015-10-09 18:25:20.313000, 2015-10-09 18:25:30.416000, 2015-10-09 18:25:32.219000
unit.000014, 1, sim, 2015-10-09 18:25:13.730000, 2015-10-09 18:25:19.994000, 2015-10-09 18:25:20.299000, 2015-10-09 18:25:20.433000, 2015-10-09 18:25:31.433000, 2015-10-09 18:25:33.275000
unit.000015, 1, sim, 2015-10-09 18:25:13.735000, 2015-10-09 18:25:20.082000, 2015-10-09 18:25:20.561000, 2015-10-09 18:25:20.609000, 2015-10-09 18:25:31.952000, 2015-10-09 18:25:33.338000
unit.000016, 1, sim, 2015-10-09 18:25:13.750000, 2015-10-09 18:25:20.072000, 2015-10-09 18:25:20.555000, 2015-10-09 18:25:20.591000, 2015-10-09 18:25:32.060000, 2015-10-09 18:25:33.375000
unit.000017, 1, sim, 2015-10-09 18:25:13.759000, 2015-10-09 18:25:20.178000, 2015-10-09 18:25:20.613000, 2015-10-09 18:25:20.864000, 2015-10-09 18:25:32.287000, 2015-10-09 18:25:33.863000
unit.000018, 1, sim, 2015-10-09 18:25:13.768000, 2015-10-09 18:25:20.091000, 2015-10-09 18:25:20.565000, 2015-10-09 18:25:20.636000, 2015-10-09 18:25:32.057000, 2015-10-09 18:25:33.358000
unit.000019, 1, sim, 2015-10-09 18:25:13.780000, 2015-10-09 18:25:20.235000, 2015-10-09 18:25:20.640000, 2015-10-09 18:25:21.001000, 2015-10-09 18:25:32.707000, 2015-10-09 18:25:34.028000
unit.000020, 1, sim, 2015-10-09 18:25:13.789000, 2015-10-09 18:25:20.306000, 2015-10-09 18:25:20.656000, 2015-10-09 18:25:21.076000, 2015-10-09 18:25:32.709000, 2015-10-09 18:25:34.046000
