uid, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, step_1, 1446661392.42, 1446661392.85, 1446661395.62, 1446661395.82, 1446661396.39, 1446661401.4
unit.000001, step_1, 1446661392.42, 1446661392.86, 1446661397.46, 1446661397.66, 1446661398.3, 1446661409.18
unit.000002, step_1, 1446661392.42, 1446661392.96, 1446661412.01, 1446661412.21, 1446661412.87, 1446661464.99
unit.000003, step_1, 1446661392.42, 1446661392.96, 1446661411.61, 1446661411.81, 1446661412.46, 1446661463.51
unit.000004, step_1, 1446661392.42, 1446661392.87, 1446661398.47, 1446661398.67, 1446661399.3, 1446661412.9
unit.000005, step_1, 1446661392.42, 1446661392.87, 1446661399.08, 1446661399.28, 1446661400.09, 1446661415.3
unit.000006, step_1, 1446661392.43, 1446661392.97, 1446661413.84, 1446661414.04, 1446661414.68, 1446661471.96
unit.000007, step_1, 1446661392.43, 1446661392.97, 1446661414.45, 1446661414.65, 1446661415.28, 1446661474.63
unit.000008, step_1, 1446661392.43, 1446661392.88, 1446661400.71, 1446661400.91, 1446661401.5, 1446661421.12
unit.000009, step_1, 1446661392.43, 1446661392.96, 1446661412.42, 1446661412.62, 1446661413.27, 1446661466.39
unit.000010, step_1, 1446661392.43, 1446661392.92, 1446661406.56, 1446661406.76, 1446661407.34, 1446661443.44
unit.000011, step_1, 1446661392.43, 1446661392.96, 1446661412.22, 1446661412.42, 1446661413.07, 1446661465.83
unit.000012, step_1, 1446661392.43, 1446661392.89, 1446661402.21, 1446661402.35, 1446661403.01, 1446661427.32
unit.000013, step_1, 1446661392.44, 1446661392.95, 1446661411.19, 1446661411.39, 1446661411.96, 1446661462.06
unit.000014, step_1, 1446661392.44, 1446661392.89, 1446661401.12, 1446661401.32, 1446661401.9, 1446661422.52
unit.000015, step_1, 1446661392.44, 1446661392.91, 1446661404.73, 1446661404.93, 1446661405.52, 1446661436.52
unit.000016, step_1, 1446661392.45, 1446661392.93, 1446661407.78, 1446661407.98, 1446661408.54, 1446661449.06
unit.000017, step_1, 1446661392.45, 1446661392.9, 1446661403.39, 1446661403.59, 1446661404.32, 1446661431.95
unit.000018, step_1, 1446661392.46, 1446661392.9, 1446661404.08, 1446661404.28, 1446661404.92, 1446661434.3
unit.000019, step_1, 1446661392.46, 1446661392.91, 1446661404.53, 1446661404.73, 1446661405.32, 1446661435.74
unit.000020, step_1, 1446661392.46, 1446661392.97, 1446661413.44, 1446661413.64, 1446661414.27, 1446661470.5
unit.000021, step_1, 1446661392.46, 1446661392.97, 1446661414.05, 1446661414.25, 1446661414.88, 1446661473.18
