Pilot wait= 2015-08-24 19:00:02.702800
Pilot active= 2015-08-24 19:02:44.457825
Preloop wait= 2015-08-24 19:02:44.948967
Preloop done= 2015-08-24 19:02:50.962346
Sims-1 wait= 2015-08-24 19:02:53.447826
Sims-1 done= 2015-08-24 19:02:59.347083
Sims-2 wait= 2015-08-24 19:03:01.799680
Sims-2 done= 2015-08-24 19:03:07.406881
Ana-1 wait= 2015-08-24 19:03:07.902388
Ana-1 done= 2015-08-24 19:03:10.305759
Ana-2 wait= 2015-08-24 19:03:10.788722
Ana-2 done= 2015-08-24 19:03:16.512311
Iter done= 2015-08-24 19:03:16.514375
Start= 2015-08-24 18:59:56.856858
Allocating= 2015-08-24 18:59:56.903259
Allocated= 2015-08-24 19:00:02.701151
Executing= 2015-08-24 19:00:02.701317
Deallocating= 2015-08-24 19:03:16.514790
Done= 2015-08-24 19:03:31.884707
