uid, iter, step, Scheduling, StagingInput, Allocating, Executing, AgentStagingOutputPending, Done

unit.000000, 1, sim, 1446311347.25, 1446311348.85, 1446311357.26, 1446311357.47, 1446311358.13, 1446311374.55
unit.000001, 1, sim, 1446311347.25, 1446311349.05, 1446311377.65, 1446311377.8, 1446311378.47, 1446311429.6
unit.000002, 1, sim, 1446311347.26, 1446311349.18, 1446311386.14, 1446311386.34, 1446311387.03, 1446311452.65
unit.000003, 1, sim, 1446311347.26, 1446311348.91, 1446311362.74, 1446311362.95, 1446311363.66, 1446311389.71
unit.000004, 1, sim, 1446311347.26, 1446311348.96, 1446311367.82, 1446311368.03, 1446311368.72, 1446311403.0
unit.000005, 1, sim, 1446311347.26, 1446311348.98, 1446311370.66, 1446311370.86, 1446311371.54, 1446311410.84
unit.000006, 1, sim, 1446311347.26, 1446311349.07, 1446311379.67, 1446311379.84, 1446311380.49, 1446311435.12
unit.000007, 1, sim, 1446311347.26, 1446311349.06, 1446311378.66, 1446311378.82, 1446311379.48, 1446311432.75
unit.000008, 1, sim, 1446311347.27, 1446311349.09, 1446311380.85, 1446311381.06, 1446311381.7, 1446311438.38
unit.000009, 1, sim, 1446311347.27, 1446311349.09, 1446311381.46, 1446311381.69, 1446311382.3, 1446311440.51
unit.000010, 1, sim, 1446311347.27, 1446311349.11, 1446311382.48, 1446311382.7, 1446311383.4, 1446311442.83
unit.000011, 1, sim, 1446311347.27, 1446311348.82, 1446311354.22, 1446311354.42, 1446311355.11, 1446311366.82
unit.000012, 1, sim, 1446311347.27, 1446311349.15, 1446311384.51, 1446311384.73, 1446311385.42, 1446311448.3
unit.000013, 1, sim, 1446311347.27, 1446311349.16, 1446311385.12, 1446311385.32, 1446311386.02, 1446311450.44
unit.000014, 1, sim, 1446311347.28, 1446311349.18, 1446311385.74, 1446311385.93, 1446311386.63, 1446311451.56
unit.000015, 1, sim, 1446311347.28, 1446311349.01, 1446311373.91, 1446311374.12, 1446311374.75, 1446311419.73
unit.000016, 1, sim, 1446311347.28, 1446311349.2, 1446311387.15, 1446311387.35, 1446311388.04, 1446311455.94
unit.000017, 1, sim, 1446311347.28, 1446311349.23, 1446311387.56, 1446311387.76, 1446311388.44, 1446311457.13
unit.000018, 1, sim, 1446311347.28, 1446311349.24, 1446311388.17, 1446311388.37, 1446311389.04, 1446311458.22
unit.000019, 1, sim, 1446311347.28, 1446311348.96, 1446311368.84, 1446311369.04, 1446311369.72, 1446311406.28
unit.000020, 1, sim, 1446311347.29, 1446311348.97, 1446311369.51, 1446311369.65, 1446311370.33, 1446311407.57
unit.000021, 1, sim, 1446311347.29, 1446311348.97, 1446311370.06, 1446311370.26, 1446311370.93, 1446311409.56
unit.000022, 1, sim, 1446311347.29, 1446311348.98, 1446311370.52, 1446311370.66, 1446311371.33, 1446311410.66
